lo,hi,sat,excl
0.61,2.4,0.99034198860038,0.17485448195576248
0.61,2.45,0.9910544648511717,0.17415599534342263
0.61,2.5,0.9919252691576947,0.17415599534342263
0.61,2.55,0.9923210892970235,0.1738067520372526
0.61,2.6,0.9926377454084864,0.17334109429569267
0.61,2.65,0.9928752374920836,0.17322467986030265
0.61,2.7,0.9931127295756809,0.1726426076833527
0.61,2.75,0.9934293856871438,0.1724097788125728
0.61,2.8,0.9940626979100696,0.17194412107101276
0.61,2.85,0.9945376820772641,0.17159487776484283
0.61,2.9,0.9950126662444585,0.1710128055878929
0.61,2.95,0.99517099430019,0.17077997671711287
0.61,3.0,0.9952501583280557,0.17066356228172297
0.61,3.05,0.9954084863837872,0.17043073341094295
0.61,3.1,0.995487650411653,0.169848661233993
0.61,3.15,0.995487650411653,0.1696158323632131
0.61,3.2,0.9955668144395187,0.1696158323632131
0.61,3.25,0.9956459784673845,0.16949941792782308
0.61,3.3,0.9956459784673845,0.16949941792782308
0.61,3.35,0.9958043065231159,0.16915017462165305
0.61,3.4,0.9958043065231159,0.16915017462165305
0.61,3.45,0.9958043065231159,0.16915017462165305
0.61,3.5,0.9959626345788474,0.16915017462165305
0.61,3.55,0.9960417986067132,0.16915017462165305
0.62,1.0,0.884974667511083,0.40442374854481955
0.62,1.05,0.9413394553514883,0.390337601862631
0.62,1.1,0.9483058898036733,0.37927823050058207
0.62,1.15,0.9502058264724509,0.35785797438882416
0.62,1.2,0.9515516149461685,0.32130384167636783
0.62,1.25,0.9521057631412286,0.27857974388824214
0.62,1.3,0.9523432552248259,0.2393480791618161
0.62,1.35,0.9524224192526916,0.21431897555296853
0.62,1.4,0.9524224192526916,0.2033760186263096
0.62,1.45,0.952580747308423,0.2005820721769499
0.62,1.5,0.952580747308423,0.1990686845168801
0.62,1.55,0.9527390753641545,0.1980209545983702
0.62,1.6,0.9532932235592146,0.19674039580908032
0.62,1.65,0.9541640278657378,0.19429569266589053
0.62,1.7,0.9557473084230526,0.19313154831199064
0.62,1.75,0.9569347688410387,0.19173457508731084
0.62,1.8,0.9582805573147561,0.19057043073341096
0.62,1.85,0.9603388220392653,0.18928987194412106
0.62,1.9,0.963188727042432,0.18824214202561118
0.62,1.95,0.9676219126029132,0.18672875436554137
0.62,2.0,0.9706301456618113,0.18568102444703138
0.62,2.05,0.974034198860038,0.1845168800931315
0.62,2.1,0.9768049398353388,0.18358556461001163
0.62,2.15,0.9800506649778341,0.18253783469150175
0.62,2.2,0.9830588980367321,0.18149010477299188
0.62,2.25,0.9849588347055098,0.18079161816065192
0.62,2.3,0.9871754274857505,0.180442374854482
0.62,2.35,0.9887587080430652,0.18009313154831197
0.62,2.4,0.9902628245725142,0.17951105937136203
0.62,2.45,0.9909753008233059,0.17881257275902207
0.62,2.5,0.991846105129829,0.17881257275902207
0.62,2.55,0.9922419252691577,0.17846332945285215
0.62,2.6,0.9925585813806207,0.17799767171129222
