x,y,n
3.9053,29.9217,116
3.9053,31.1043,174
3.9053,32.2868,34
3.9053,33.4694,227
3.9053,34.652,174
3.9053,37.0171,116
3.9053,38.1997,174
3.9053,39.3822,82
3.9053,40.5648,179
3.9053,41.7474,96
3.9053,44.1125,174
3.9053,45.2951,174
3.9053,48.8428,139
3.9053,50.0253,116
3.9053,52.3904,114
3.9053,53.573,2
3.9053,58.3033,174
3.9053,60.6684,174
3.9053,64.2161,60
3.9053,65.3987,114
3.9053,66.5812,147
3.9053,67.7638,111
3.9053,68.9464,150
3.9053,71.3115,155
3.9053,73.6766,174
3.9053,77.2243,116
3.9053,78.4069,173
3.9053,79.5894,1
3.9053,81.9546,174
3.9053,84.3197,163
3.9053,86.6848,174
3.9053,90.2325,116
3.9053,96.1453,174
3.9053,99.693,116
3.9053,100.8756,118
3.9053,102.0582,56
3.9053,104.4233,116
3.9053,109.1536,2
3.9053,110.3361,172
3.9053,113.8838,79
3.9053,128.0746,87
5.0879,-127.3594,46
5.0879,-126.1768,12
5.0879,-120.264,58
5.0879,-117.8989,1
5.0879,-116.7163,116
5.0879,-114.3512,139
5.0879,-110.8035,87
5.0879,-103.7081,116
5.0879,-100.1604,58
5.0879,-98.9779,116
5.0879,-95.4302,116
5.0879,-90.6999,116
5.0879,-87.1522,174
5.0879,-81.2394,174
5.0879,-78.8742,116
5.0879,-76.5091,112
5.0879,-75.3266,4
5.0879,-72.9614,116
5.0879,-69.4137,194
5.0879,-67.0486,116
5.0879,-65.866,82
5.0879,-63.5009,174
5.0879,-59.9532,174
5.0879,-58.7706,174
5.0879,-56.4055,174
5.0879,-54.0404,261
5.0879,-51.6753,116
5.0879,-49.3101,174
5.0879,-46.945,116
5.0879,-43.3973,174
5.0879,-41.0322,84
5.0879,-39.8496,177
5.0879,-37.4845,174
5.0879,-35.1193,52
5.0879,-33.9368,122
5.0879,-32.7542,116
5.0879,-30.3891,116
5.0879,-28.024,261
5.0879,-25.6588,116
5.0879,-24.4763,174
5.0879,-23.2937,123
5.0879,-22.1111,28
5.0879,-19.746,131
5.0879,-18.5634,43
5.0879,-17.3809,174
5.0879,-16.1983,259
5.0879,-15.0157,2
5.0879,-12.6506,174
5.0879,-10.2855,261
5.0879,-7.9204,174
5.0879,-3.1901,87
5.0879,-0.825,116
5.0879,0.3576,116
5.0879,2.7227,116
5.0879,3.9053,174
5.0879,6.2704,261
5.0879,7.453,28
5.0879,8.6355,27
5.0879,9.8181,3
5.0879,13.3658,116
5.0879,15.7309,174
5.0879,16.9135,145
5.0879,19.2786,87
5.0879,21.6438,174
5.0879,24.0089,174
5.0879,25.1915,39
5.0879,26.374,257
5.0879,28.7392,116
5.0879,32.2868,87
5.0879,33.4694,119
5.0879,34.652,65
5.0879,35.8345,58
5.0879,39.3822,87
5.0879,40.5648,23
5.0879,41.7474,165
5.0879,44.1125,174
5.0879,46.4776,25
5.0879,47.6602,236
5.0879,50.0253,174
5.0879,51.2079,174
5.0879,54.7556,174
5.0879,55.9381,98
5.0879,57.1207,76
5.0879,61.851,117
5.0879,63.0335,114
5.0879,64.2161,87
5.0879,70.1289,192
5.0879,72.4941,174
5.0879,74.8592,162
5.0879,76.0417,99
5.0879,77.2243,97
5.0879,78.4069,21
5.0879,80.772,232
5.0879,84.3197,98
5.0879,86.6848,114
5.0879,87.8674,168
5.0879,89.05,6
5.0879,91.4151,174
5.0879,93.7802,174
5.0879,97.3279,174
5.0879,103.2407,116
5.0879,105.6059,174
5.0879,112.7013,176
5.0879,113.8838,6
5.0879,118.6141,171
5.0879,119.7966,3
5.0879,122.1618,174
6.2704,-123.8117,13
6.2704,-122.6291,103
6.2704,-120.264,116
6.2704,-117.8989,57
6.2704,-114.3512,35
6.2704,-113.1686,57
6.2704,-111.9861,1
6.2704,-108.4384,87
6.2704,-106.0732,116
6.2704,-102.5255,174
6.2704,-100.1604,56
6.2704,-96.6127,174
6.2704,-93.065,174
6.2704,-89.5173,174
6.2704,-85.9696,127
6.2704,-84.7871,134
6.2704,-83.6045,168
6.2704,-82.4219,6
6.2704,-81.2394,103
6.2704,-80.0568,116
6.2704,-77.6917,174
6.2704,-75.3266,116
6.2704,-72.9614,116
6.2704,-71.7789,109
6.2704,-70.5963,152
6.2704,-68.2312,116
6.2704,-67.0486,58
6.2704,-65.866,179
6.2704,-61.1358,174
6.2704,-57.5881,87
6.2704,-55.223,159
6.2704,-52.8578,87
6.2704,-50.4927,174
6.2704,-49.3101,116
6.2704,-48.1276,116
6.2704,-45.7624,174
6.2704,-44.5799,116
6.2704,-42.2147,174
6.2704,-41.0322,174
6.2704,-38.667,261
6.2704,-36.3019,116
6.2704,-35.1193,116
6.2704,-33.9368,174
6.2704,-31.5717,261
6.2704,-29.2065,116
6.2704,-24.4763,174
6.2704,-23.2937,138
6.2704,-20.9286,174
6.2704,-18.5634,122
6.2704,-16.1983,174
6.2704,-13.8332,174
6.2704,-12.6506,116
6.2704,-11.4681,87
6.2704,-9.1029,116
6.2704,-7.9204,81
6.2704,-6.7378,180
6.2704,-5.5552,174
6.2704,-3.1901,174
6.2704,-2.0075,116
6.2704,0.3576,116
6.2704,1.5402,116
6.2704,3.9053,117
6.2704,5.0879,173
6.2704,7.453,174
6.2704,9.8181,232
6.2704,11.0007,26
6.2704,12.1832,235
6.2704,13.3658,116
6.2704,16.9135,116
6.2704,19.2786,116
6.2704,20.4612,232
6.2704,22.8263,116
6.2704,24.0089,116
6.2704,25.1915,72
6.2704,27.5566,147
6.2704,28.7392,39
6.2704,29.9217,87
6.2704,31.1043,116
6.2704,32.2868,134
6.2704,34.652,77
6.2704,35.8345,116
6.2704,37.0171,77
6.2704,38.1997,184
6.2704,40.5648,238
6.2704,42.9299,145
6.2704,45.2951,261
6.2704,46.4776,63
6.2704,47.6602,111
6.2704,48.8428,116
6.2704,51.2079,116
6.2704,52.3904,125
6.2704,53.573,136
6.2704,54.7556,60
6.2704,55.9381,114
6.2704,58.3033,261
6.2704,59.4858,174
6.2704,61.851,57
6.2704,63.0335,90
6.2704,65.3987,174
6.2704,66.5812,174
6.2704,68.9464,87
6.2704,70.1289,38
6.2704,71.3115,31
6.2704,73.6766,174
6.2704,76.0417,116
6.2704,77.2243,4
6.2704,78.4069,139
6.2704,80.772,29
6.2704,81.9546,176
6.2704,84.3197,118
6.2704,86.6848,147
6.2704,89.05,58
6.2704,90.2325,116
6.2704,96.1453,174
6.2704,99.693,171
6.2704,100.8756,116
6.2704,104.4233,87
6.2704,107.971,116
6.2704,110.3361,110
6.2704,116.249,174
6.2704,125.7095,87
7.453,-123.8117,58
7.453,-115.5338,116
7.453,-111.9861,116
7.453,-109.6209,174
7.453,-107.2558,113
7.453,-104.8907,46
7.453,-103.7081,107
7.453,-100.1604,118
7.453,-97.7953,100
7.453,-94.2476,116
7.453,-91.8825,174
7.453,-88.3348,113
7.453,-87.1522,61
7.453,-83.6045,42
7.453,-81.2394,71
7.453,-80.0568,116
7.453,-78.8742,58
7.453,-76.5091,116
7.453,-74.144,174
7.453,-71.7789,116
7.453,-69.4137,174
7.453,-65.866,116
7.453,-64.6835,116
7.453,-62.3183,174
7.453,-61.1358,174
7.453,-58.7706,174
7.453,-57.5881,116
7.453,-56.4055,65
7.453,-55.223,37
7.453,-54.0404,261
7.453,-51.6753,232
7.453,-50.4927,29
7.453,-48.1276,116
7.453,-46.945,174
7.453,-44.5799,174
7.453,-43.3973,174
7.453,-42.2147,91
7.453,-37.4845,87
7.453,-36.3019,174
7.453,-35.1193,87
7.453,-32.7542,174
7.453,-30.3891,107
7.453,-28.024,174
7.453,-26.8414,174
7.453,-23.2937,200
7.453,-22.1111,174
7.453,-19.746,174
7.453,-18.5634,139
7.453,-17.3809,116
7.453,-15.0157,57
7.453,-13.8332,204
7.453,-11.4681,119
7.453,-10.2855,142
7.453,-9.1029,174
7.453,-7.9204,116
7.453,-5.5552,174
7.453,-4.3727,116
7.453,-3.1901,203
7.453,-0.825,174
7.453,0.3576,116
7.453,2.7227,116
7.453,5.0879,116
7.453,6.2704,174
7.453,7.453,25
7.453,8.6355,174
7.453,11.0007,261
7.453,13.3658,190
7.453,14.5484,28
7.453,15.7309,233
7.453,16.9135,82
7.453,18.0961,179
7.453,19.2786,112
7.453,20.4612,4
7.453,22.8263,261
7.453,24.0089,116
7.453,25.1915,31
7.453,26.374,206
7.453,28.7392,75
7.453,29.9217,174
7.453,32.2868,127
7.453,34.652,261
7.453,37.0171,246
7.453,38.1997,15
7.453,39.3822,116
7.453,40.5648,67
7.453,41.7474,83
7.453,42.9299,33
7.453,44.1125,134
7.453,50.0253,174
7.453,52.3904,25
7.453,54.7556,114
7.453,55.9381,60
7.453,59.4858,174
7.453,60.6684,116
7.453,61.851,58
7.453,63.0335,141
7.453,64.2161,30
7.453,65.3987,174
7.453,67.7638,122
7.453,68.9464,90
7.453,70.1289,171
7.453,71.3115,63
7.453,72.4941,111
7.453,79.5894,176
7.453,80.772,85
7.453,81.9546,85
7.453,84.3197,56
7.453,87.8674,58
7.453,89.05,58
7.453,90.2325,174
7.453,92.5977,174
7.453,97.3279,116
7.453,99.693,3
7.453,102.0582,116
7.453,106.7884,174
7.453,110.3361,151
7.453,112.7013,3
7.453,113.8838,57
7.453,118.6141,116
7.453,128.0746,116
8.6355,-127.3594,174
8.6355,-121.4466,116
8.6355,-117.8989,174
8.6355,-113.1686,174
8.6355,-107.2558,148
8.6355,-104.8907,108
8.6355,-102.5255,116
8.6355,-98.9779,1
8.6355,-97.7953,73
8.6355,-96.6127,18
8.6355,-95.4302,156
8.6355,-93.065,116
8.6355,-89.5173,116
8.6355,-85.9696,135
8.6355,-83.6045,219
8.6355,-81.2394,174
8.6355,-77.6917,101
8.6355,-76.5091,73
8.6355,-72.9614,50
8.6355,-70.5963,236
8.6355,-68.2312,87
8.6355,-67.0486,116
8.6355,-64.6835,88
8.6355,-63.5009,87
8.6355,-62.3183,116
8.6355,-58.7706,116
8.6355,-55.223,211
8.6355,-49.3101,174
8.6355,-48.1276,13
8.6355,-43.3973,174
8.6355,-42.2147,170
8.6355,-39.8496,261
8.6355,-37.4845,174
8.6355,-36.3019,16
8.6355,-33.9368,174
8.6355,-31.5717,31
8.6355,-30.3891,123
8.6355,-29.2065,174
8.6355,-26.8414,174
8.6355,-25.6588,174
8.6355,-23.2937,61
8.6355,-22.1111,176
8.6355,-18.5634,249
8.6355,-16.1983,261
8.6355,-12.6506,174
8.6355,-10.2855,98
8.6355,-6.7378,174
8.6355,-4.3727,116
8.6355,-2.0075,174
8.6355,-0.825,116
8.6355,1.5402,261
8.6355,2.7227,116
8.6355,5.0879,59
8.6355,6.2704,115
8.6355,7.453,236
8.6355,9.8181,228
8.6355,11.0007,14
8.6355,13.3658,71
8.6355,14.5484,174
8.6355,16.9135,174
8.6355,19.2786,116
8.6355,20.4612,116
8.6355,21.6438,174
8.6355,24.0089,116
8.6355,25.1915,116
8.6355,27.5566,116
8.6355,28.7392,116
8.6355,31.1043,261
8.6355,32.2868,98
8.6355,33.4694,76
8.6355,35.8345,174
8.6355,39.3822,87
8.6355,40.5648,194
8.6355,42.9299,174
8.6355,44.1125,127
8.6355,46.4776,116
8.6355,47.6602,261
8.6355,51.2079,225
8.6355,52.3904,11
8.6355,53.573,87
8.6355,54.7556,116
8.6355,55.9381,24
8.6355,57.1207,237
8.6355,60.6684,145
8.6355,61.851,144
8.6355,63.0335,30
8.6355,64.2161,116
8.6355,67.7638,139
8.6355,71.3115,22
8.6355,72.4941,1
8.6355,73.6766,179
8.6355,74.8592,136
8.6355,76.0417,125
8.6355,77.2243,163
8.6355,78.4069,11
8.6355,81.9546,116
8.6355,84.3197,261
8.6355,86.6848,174
8.6355,87.8674,1
8.6355,89.05,173
8.6355,92.5977,116
8.6355,94.9628,174
8.6355,98.5105,87
8.6355,100.8756,174
8.6355,104.4233,87
8.6355,107.971,174
8.6355,112.7013,114
8.6355,116.249,115
8.6355,122.1618,116
8.6355,124.5269,116
9.8181,-126.1768,24
9.8181,-124.9943,150
9.8181,-120.264,58
9.8181,-115.5338,58
9.8181,-110.8035,174
9.8181,-108.4384,26
9.8181,-103.7081,116
9.8181,-100.1604,174
9.8181,-97.7953,110
9.8181,-93.065,58
9.8181,-91.8825,84
9.8181,-90.6999,90
9.8181,-88.3348,232
9.8181,-85.9696,126
9.8181,-82.4219,174
9.8181,-78.8742,174
9.8181,-75.3266,232
9.8181,-74.144,29
9.8181,-72.9614,124
9.8181,-71.7789,116
9.8181,-70.5963,25
9.8181,-68.2312,58
9.8181,-67.0486,116
9.8181,-65.866,171
9.8181,-64.6835,2
9.8181,-63.5009,174
9.8181,-59.9532,116
9.8181,-57.5881,261
9.8181,-55.223,50
9.8181,-54.0404,28
9.8181,-52.8578,233
9.8181,-51.6753,24
9.8181,-50.4927,237
9.8181,-49.3101,87
9.8181,-48.1276,161
9.8181,-45.7624,261
9.8181,-42.2147,174
9.8181,-41.0322,116
9.8181,-39.8496,54
9.8181,-38.667,58
9.8181,-36.3019,245
9.8181,-32.7542,174
9.8181,-31.5717,87
9.8181,-30.3891,238
9.8181,-25.6588,174
9.8181,-24.4763,202
9.8181,-23.2937,59
9.8181,-22.1111,85
9.8181,-19.746,174
9.8181,-18.5634,12
9.8181,-15.0157,174
9.8181,-13.8332,174
9.8181,-12.6506,116
9.8181,-11.4681,29
9.8181,-10.2855,134
9.8181,-9.1029,148
9.8181,-7.9204,113
9.8181,-5.5552,174
9.8181,-3.1901,174
9.8181,-2.0075,87
9.8181,-0.825,116
9.8181,0.3576,87
9.8181,1.5402,85
9.8181,2.7227,116
9.8181,3.9053,116
9.8181,5.0879,116
9.8181,6.2704,104
9.8181,8.6355,30
9.8181,9.8181,3
9.8181,11.0007,67
9.8181,12.1832,180
9.8181,13.3658,169
9.8181,15.7309,87
9.8181,18.0961,174
9.8181,19.2786,116
9.8181,20.4612,116
9.8181,21.6438,12
9.8181,25.1915,116
9.8181,26.374,116
9.8181,27.5566,116
9.8181,29.9217,174
9.8181,31.1043,174
9.8181,33.4694,29
9.8181,34.652,87
9.8181,37.0171,102
9.8181,38.1997,159
9.8181,39.3822,174
9.8181,41.7474,174
9.8181,44.1125,174
9.8181,45.2951,116
9.8181,46.4776,145
9.8181,48.8428,9
9.8181,50.0253,165
9.8181,53.573,174
9.8181,54.7556,50
9.8181,55.9381,124
9.8181,57.1207,174
9.8181,58.3033,116
9.8181,60.6684,29
9.8181,64.2161,58
9.8181,65.3987,145
9.8181,66.5812,116
9.8181,68.9464,174
9.8181,70.1289,32
9.8181,71.3115,207
9.8181,72.4941,70
9.8181,73.6766,11
9.8181,77.2243,149
9.8181,79.5894,176
9.8181,81.9546,145
9.8181,86.6848,60
9.8181,90.2325,174
9.8181,93.7802,87
9.8181,96.1453,174
9.8181,103.2407,116
9.8181,104.4233,70
9.8181,105.6059,191
9.8181,111.5187,87
9.8181,115.0664,30
9.8181,116.249,116
9.8181,119.7966,116
11.0007,-115.5338,116
11.0007,-108.4384,148
11.0007,-106.0732,119
11.0007,-101.343,116
11.0007,-97.7953,64
11.0007,-95.4302,193
11.0007,-94.2476,68
11.0007,-93.065,115
11.0007,-90.6999,174
11.0007,-88.3348,29
11.0007,-84.7871,249
11.0007,-80.0568,174
11.0007,-76.5091,174
11.0007,-72.9614,144
11.0007,-69.4137,174
11.0007,-65.866,174
11.0007,-63.5009,42
11.0007,-62.3183,116
11.0007,-61.1358,116
11.0007,-59.9532,174
11.0007,-56.4055,255
11.0007,-55.223,6
11.0007,-54.0404,261
11.0007,-51.6753,87
11.0007,-48.1276,174
11.0007,-46.945,116
11.0007,-44.5799,138
11.0007,-43.3973,36
11.0007,-41.0322,119
11.0007,-39.8496,62
11.0007,-37.4845,174
11.0007,-36.3019,174
11.0007,-35.1193,174
11.0007,-32.7542,29
11.0007,-31.5717,232
11.0007,-30.3891,23
11.0007,-29.2065,2
11.0007,-28.024,174
11.0007,-26.8414,116
11.0007,-25.6588,116
11.0007,-22.1111,174
11.0007,-20.9286,174
11.0007,-19.746,72
11.0007,-18.5634,189
11.0007,-17.3809,261
11.0007,-13.8332,174
11.0007,-11.4681,174
11.0007,-10.2855,174
11.0007,-6.7378,116
11.0007,-4.3727,116
11.0007,-3.1901,116
11.0007,-2.0075,116
11.0007,-0.825,116
11.0007,1.5402,176
11.0007,3.9053,116
11.0007,6.2704,157
11.0007,8.6355,174
11.0007,9.8181,156
11.0007,11.0007,105
11.0007,12.1832,108
11.0007,13.3658,92
11.0007,15.7309,174
11.0007,16.9135,116
11.0007,18.0961,116
11.0007,20.4612,116
11.0007,21.6438,75
11.0007,22.8263,174
11.0007,24.0089,87
11.0007,26.374,87
11.0007,27.5566,116
11.0007,28.7392,116
11.0007,29.9217,116
11.0007,33.4694,232
11.0007,34.652,174
11.0007,37.0171,174
11.0007,38.1997,174
11.0007,40.5648,174
11.0007,42.9299,116
11.0007,47.6602,174
11.0007,50.0253,174
11.0007,51.2079,174
11.0007,52.3904,116
11.0007,53.573,115
11.0007,54.7556,59
11.0007,58.3033,58
11.0007,59.4858,116
11.0007,61.851,116
11.0007,63.0335,116
11.0007,65.3987,58
11.0007,66.5812,56
11.0007,67.7638,142
11.0007,70.1289,116
11.0007,72.4941,179
11.0007,73.6766,30
11.0007,74.8592,231
11.0007,77.2243,112
11.0007,79.5894,85
11.0007,81.9546,24
11.0007,83.1371,25
11.0007,84.3197,149
11.0007,85.5023,34
11.0007,86.6848,80
11.0007,87.8674,116
11.0007,92.5977,174
11.0007,94.9628,174
11.0007,98.5105,126
11.0007,99.693,48
11.0007,100.8756,174
11.0007,106.7884,33
11.0007,107.971,54
11.0007,109.1536,174
11.0007,112.7013,174
11.0007,122.1618,116
11.0007,128.0746,116
12.1832,-122.6291,174
12.1832,-119.0815,116
12.1832,-113.1686,174
12.1832,-110.8035,58
12.1832,-106.0732,142
12.1832,-103.7081,58
12.1832,-102.5255,52
12.1832,-100.1604,235
12.1832,-97.7953,56
12.1832,-96.6127,10
12.1832,-93.065,146
12.1832,-88.3348,172
12.1832,-85.9696,174
12.1832,-84.7871,12
12.1832,-82.4219,152
12.1832,-81.2394,78
12.1832,-78.8742,174
12.1832,-76.5091,49
12.1832,-75.3266,212
12.1832,-74.144,85
12.1832,-72.9614,32
12.1832,-70.5963,174
12.1832,-68.2312,174
12.1832,-64.6835,131
12.1832,-63.5009,88
12.1832,-61.1358,116
12.1832,-58.7706,144
12.1832,-57.5881,116
12.1832,-52.8578,174
12.1832,-50.4927,261
12.1832,-46.945,44
12.1832,-45.7624,261
12.1832,-43.3973,116
12.1832,-42.2147,25
12.1832,-41.0322,117
12.1832,-39.8496,55
12.1832,-38.667,206
12.1832,-35.1193,45
12.1832,-33.9368,116
12.1832,-30.3891,87
12.1832,-29.2065,114
12.1832,-28.024,174
12.1832,-24.4763,174
12.1832,-22.1111,27
12.1832,-20.9286,174
12.1832,-17.3809,86
12.1832,-16.1983,90
12.1832,-15.0157,171
12.1832,-12.6506,116
12.1832,-11.4681,174
12.1832,-9.1029,116
12.1832,-7.9204,174
12.1832,-6.7378,123
12.1832,-5.5552,138
12.1832,-4.3727,174
12.1832,-3.1901,116
12.1832,-2.0075,154
12.1832,0.3576,174
12.1832,1.5402,28
12.1832,2.7227,116
12.1832,3.9053,232
12.1832,6.2704,116
12.1832,7.453,174
12.1832,8.6355,116
12.1832,11.0007,140
12.1832,12.1832,153
12.1832,14.5484,87
12.1832,16.9135,116
12.1832,18.0961,13
12.1832,19.2786,116
12.1832,21.6438,116
12.1832,22.8263,116
12.1832,25.1915,261
12.1832,26.374,116
12.1832,27.5566,116
12.1832,29.9217,70
12.1832,31.1043,177
12.1832,32.2868,84
12.1832,33.4694,116
12.1832,34.652,174
12.1832,37.0171,32
12.1832,41.7474,116
12.1832,42.9299,58
12.1832,44.1125,145
12.1832,45.2951,116
12.1832,46.4776,116
12.1832,47.6602,68
12.1832,48.8428,70
12.1832,51.2079,137
12.1832,52.3904,174
12.1832,55.9381,219
12.1832,57.1207,42
12.1832,58.3033,116
12.1832,60.6684,174
12.1832,63.0335,236
12.1832,64.2161,116
12.1832,67.7638,63
12.1832,70.1289,58
12.1832,71.3115,30
12.1832,72.4941,52
12.1832,73.6766,116
12.1832,76.0417,116
12.1832,78.4069,116
12.1832,79.5894,53
12.1832,81.9546,237
12.1832,85.5023,174
12.1832,87.8674,116
12.1832,89.05,116
12.1832,91.4151,116
12.1832,97.3279,174
12.1832,103.2407,116
12.1832,115.0664,124
12.1832,116.249,50
12.1832,117.4315,87
12.1832,124.5269,87
13.3658,-128.542,116
13.3658,-115.5338,59
13.3658,-114.3512,1
13.3658,-110.8035,41
13.3658,-109.6209,75
13.3658,-107.2558,116
13.3658,-102.5255,64
13.3658,-100.1604,26
13.3658,-97.7953,195
13.3658,-95.4302,36
13.3658,-94.2476,138
13.3658,-90.6999,174
13.3658,-88.3348,2
13.3658,-84.7871,174
13.3658,-81.2394,31
13.3658,-80.0568,137
13.3658,-78.8742,98
13.3658,-77.6917,87
13.3658,-74.144,87
13.3658,-72.9614,108
13.3658,-71.7789,8
13.3658,-70.5963,58
13.3658,-69.4137,174
13.3658,-65.866,174
13.3658,-64.6835,116
13.3658,-62.3183,261
13.3658,-59.9532,171
13.3658,-58.7706,1
13.3658,-56.4055,174
13.3658,-55.223,63
13.3658,-54.0404,198
13.3658,-51.6753,1
13.3658,-50.4927,115
13.3658,-49.3101,116
13.3658,-48.1276,178
13.3658,-46.945,39
13.3658,-45.7624,174
13.3658,-44.5799,174
13.3658,-42.2147,87
13.3658,-41.0322,174
13.3658,-37.4845,261
13.3658,-35.1193,173
13.3658,-33.9368,43
13.3658,-32.7542,174
13.3658,-31.5717,101
13.3658,-30.3891,15
13.3658,-29.2065,116
13.3658,-26.8414,116
13.3658,-25.6588,261
13.3658,-23.2937,176
13.3658,-22.1111,58
13.3658,-19.746,241
13.3658,-18.5634,20
13.3658,-17.3809,175
13.3658,-15.0157,22
13.3658,-13.8332,174
13.3658,-12.6506,116
13.3658,-9.1029,116
13.3658,-7.9204,116
13.3658,-5.5552,174
13.3658,-3.1901,174
13.3658,-2.0075,20
13.3658,0.3576,116
13.3658,1.5402,233
13.3658,5.0879,174
13.3658,6.2704,174
13.3658,8.6355,152
13.3658,9.8181,116
13.3658,11.0007,5
13.3658,12.1832,174
13.3658,13.3658,116
13.3658,15.7309,174
13.3658,16.9135,116
13.3658,18.0961,248
13.3658,20.4612,116
13.3658,21.6438,116
13.3658,24.0089,116
13.3658,25.1915,174
13.3658,27.5566,174
13.3658,29.9217,191
13.3658,32.2868,116
13.3658,34.652,116
13.3658,35.8345,87
13.3658,37.0171,142
13.3658,38.1997,51
13.3658,39.3822,123
13.3658,40.5648,174
13.3658,42.9299,79
13.3658,44.1125,40
13.3658,45.2951,174
13.3658,47.6602,123
13.3658,48.8428,27
13.3658,50.0253,41
13.3658,51.2079,83
13.3658,54.7556,174
13.3658,57.1207,54
13.3658,58.3033,120
13.3658,59.4858,116
13.3658,60.6684,174
13.3658,63.0335,25
13.3658,65.3987,174
13.3658,67.7638,116
13.3658,68.9464,116
13.3658,70.1289,82
13.3658,71.3115,101
13.3658,72.4941,116
13.3658,76.0417,145
13.3658,78.4069,174
13.3658,79.5894,121
13.3658,83.1371,104
13.3658,84.3197,68
13.3658,89.05,121
13.3658,92.5977,3
13.3658,93.7802,171
13.3658,94.9628,174
13.3658,99.693,116
13.3658,100.8756,1
13.3658,102.0582,115
13.3658,103.2407,87
13.3658,105.6059,174
13.3658,107.971,174
13.3658,110.3361,172
13.3658,111.5187,2
13.3658,112.7013,35
13.3658,113.8838,21
13.3658,119.7966,116
14.5484,-124.9943,116
14.5484,-120.264,174
14.5484,-116.7163,174
14.5484,-115.5338,2
14.5484,-114.3512,112
14.5484,-111.9861,174
14.5484,-106.0732,116
14.5484,-104.8907,10
14.5484,-103.7081,164
14.5484,-101.343,174
14.5484,-98.9779,116
14.5484,-96.6127,58
14.5484,-93.065,174
14.5484,-88.3348,174
14.5484,-87.1522,69
14.5484,-85.9696,192
14.5484,-82.4219,87
14.5484,-81.2394,116
14.5484,-78.8742,26
14.5484,-77.6917,25
14.5484,-76.5091,236
14.5484,-74.144,174
14.5484,-70.5963,116
14.5484,-68.2312,100
14.5484,-67.0486,161
14.5484,-63.5009,116
14.5484,-61.1358,116
14.5484,-59.9532,90
14.5484,-57.5881,174
14.5484,-56.4055,174
14.5484,-52.8578,174
14.5484,-50.4927,116
14.5484,-48.1276,174
14.5484,-46.945,87
14.5484,-44.5799,56
14.5484,-42.2147,174
14.5484,-39.8496,28
14.5484,-38.667,233
14.5484,-36.3019,146
14.5484,-35.1193,115
14.5484,-33.9368,182
14.5484,-32.7542,38
14.5484,-31.5717,116
14.5484,-30.3891,116
14.5484,-29.2065,111
14.5484,-28.024,5
14.5484,-25.6588,174
14.5484,-24.4763,116
14.5484,-22.1111,174
14.5484,-20.9286,174
14.5484,-19.746,116
14.5484,-18.5634,174
14.5484,-17.3809,174
14.5484,-15.0157,239
14.5484,-13.8332,116
14.5484,-10.2855,261
14.5484,-6.7378,174
14.5484,-4.3727,116
14.5484,-2.0075,116
14.5484,0.3576,174
14.5484,2.7227,116
14.5484,5.0879,87
14.5484,6.2704,86
14.5484,8.6355,109
14.5484,9.8181,116
14.5484,11.0007,58
14.5484,13.3658,116
14.5484,14.5484,116
14.5484,15.7309,116
14.5484,18.0961,116
14.5484,19.2786,174
14.5484,20.4612,116
14.5484,22.8263,258
14.5484,24.0089,116
14.5484,26.374,116
14.5484,28.7392,116
14.5484,29.9217,37
14.5484,31.1043,224
14.5484,33.4694,116
14.5484,35.8345,80
14.5484,37.0171,87
14.5484,38.1997,116
14.5484,39.3822,173
14.5484,40.5648,1
14.5484,41.7474,172
14.5484,42.9299,10
14.5484,44.1125,221
14.5484,46.4776,203
14.5484,48.8428,234
14.5484,50.0253,109
14.5484,51.2079,7
14.5484,52.3904,174
14.5484,53.573,116
14.5484,55.9381,174
14.5484,59.4858,174
14.5484,63.0335,174
14.5484,64.2161,174
14.5484,66.5812,85
14.5484,68.9464,87
14.5484,70.1289,78
14.5484,73.6766,116
14.5484,76.0417,87
14.5484,79.5894,87
14.5484,81.9546,261
14.5484,84.3197,89
14.5484,86.6848,116
14.5484,89.05,140
14.5484,91.4151,174
14.5484,97.3279,174
14.5484,99.693,59
14.5484,100.8756,54
14.5484,104.4233,116
14.5484,113.8838,118
14.5484,116.249,57
14.5484,117.4315,117
14.5484,122.1618,87
14.5484,128.0746,116
15.7309,-109.6209,57
15.7309,-108.4384,117
15.7309,-106.0732,58
15.7309,-97.7953,116
15.7309,-95.4302,116
15.7309,-94.2476,109
15.7309,-90.6999,174
15.7309,-83.6045,261
15.7309,-80.0568,116
15.7309,-78.8742,1
15.7309,-77.6917,115
15.7309,-75.3266,87
15.7309,-71.7789,174
15.7309,-69.4137,116
15.7309,-68.2312,116
15.7309,-65.866,158
15.7309,-64.6835,103
15.7309,-59.9532,116
15.7309,-58.7706,116
15.7309,-57.5881,116
15.7309,-54.0404,116
15.7309,-52.8578,174
15.7309,-51.6753,87
15.7309,-46.945,116
15.7309,-44.5799,205
15.7309,-43.3973,50
15.7309,-42.2147,37
15.7309,-41.0322,174
15.7309,-39.8496,116
15.7309,-37.4845,116
15.7309,-36.3019,87
15.7309,-33.9368,41
15.7309,-31.5717,116
15.7309,-29.2065,116
15.7309,-28.024,174
15.7309,-24.4763,235
15.7309,-23.2937,26
15.7309,-20.9286,174
15.7309,-16.1983,174
15.7309,-13.8332,174
15.7309,-12.6506,174
15.7309,-10.2855,20
15.7309,-9.1029,174
15.7309,-7.9204,116
15.7309,-5.5552,261
15.7309,-4.3727,116
15.7309,-3.1901,116
