x,y,n
-129.7245,-13.8332,116
-129.7245,-9.1029,63
-129.7245,-5.5552,116
-129.7245,-0.825,116
-129.7245,3.9053,87
-129.7245,7.453,116
-129.7245,11.0007,116
-129.7245,15.7309,115
-128.542,-18.5634,116
-128.542,-9.1029,53
-128.542,15.7309,1
-128.542,19.2786,116
-127.3594,-22.1111,174
-127.3594,-3.1901,25
-127.3594,-2.0075,33
-127.3594,2.7227,116
-127.3594,22.8263,116
-127.3594,27.5566,116
-126.1768,-26.8414,174
-126.1768,-15.0157,116
-126.1768,-11.4681,116
-126.1768,-6.7378,58
-126.1768,-3.1901,116
-126.1768,6.2704,174
-126.1768,8.6355,116
-126.1768,13.3658,87
-126.1768,31.1043,116
-124.9943,-35.1193,87
-124.9943,-31.5717,174
-124.9943,-13.8332,2
-124.9943,-7.9204,112
-124.9943,-6.7378,4
-124.9943,-5.5552,53
-124.9943,0.3576,174
-124.9943,11.0007,87
-124.9943,15.7309,116
-124.9943,19.2786,116
-124.9943,21.6438,87
-124.9943,25.1915,116
-124.9943,35.8345,116
-123.8117,-39.8496,87
-123.8117,-23.2937,174
-123.8117,-19.746,174
-123.8117,-16.1983,116
-123.8117,-13.8332,56
-123.8117,-12.6506,116
-123.8117,-6.7378,62
-123.8117,-5.5552,59
-123.8117,2.7227,116
-123.8117,28.7392,116
-123.8117,39.3822,116
-122.6291,-28.024,174
-122.6291,-10.2855,58
-122.6291,-9.1029,58
-122.6291,-3.1901,117
-122.6291,2.7227,58
-122.6291,6.2704,174
-122.6291,8.6355,58
-122.6291,9.8181,58
-122.6291,13.3658,58
-122.6291,14.5484,58
-122.6291,16.9135,87
-122.6291,20.4612,43
-122.6291,26.374,16
-122.6291,32.2868,116
-122.6291,42.9299,116
-121.4466,-44.5799,87
-121.4466,-37.4845,116
-121.4466,-32.7542,174
-121.4466,-18.5634,116
-121.4466,-15.0157,116
-121.4466,-12.6506,56
-121.4466,-9.1029,58
-121.4466,-6.7378,1
-121.4466,-3.1901,57
-121.4466,0.3576,101
-121.4466,12.1832,116
-121.4466,18.0961,87
-121.4466,20.4612,73
-121.4466,24.0089,116
-121.4466,26.374,42
-121.4466,34.652,116
-121.4466,47.6602,116
-120.264,-48.1276,116
-120.264,-41.0322,116
-120.264,-29.2065,174
-120.264,-25.6588,174
-120.264,-22.1111,174
-120.264,-12.6506,2
-120.264,-11.4681,116
-120.264,-6.7378,57
-120.264,-5.5552,116
-120.264,0.3576,160
-120.264,3.9053,174
-120.264,8.6355,116
-120.264,13.3658,61
-120.264,14.5484,55
-120.264,20.4612,58
-120.264,22.8263,58
-120.264,26.374,116
-120.264,29.9217,116
-120.264,38.1997,116
-119.0815,-44.5799,112
-119.0815,-38.667,87
-119.0815,-36.3019,116
-119.0815,-17.3809,116
-119.0815,-13.8332,116
-119.0815,-9.1029,116
-119.0815,-3.1901,174
-119.0815,6.2704,116
-119.0815,9.8181,116
-119.0815,15.7309,116
-119.0815,19.2786,1
-119.0815,25.1915,87
-119.0815,32.2868,116
-119.0815,40.5648,116
-119.0815,45.2951,116
-119.0815,53.573,116
-117.8989,-52.8578,116
-117.8989,-50.4927,87
-117.8989,-44.5799,4
-117.8989,-32.7542,174
-117.8989,-23.2937,54
-117.8989,-22.1111,120
-117.8989,-19.746,116
-117.8989,-9.1029,115
-117.8989,-7.9204,116
-117.8989,-2.0075,58
-117.8989,-0.825,50
-117.8989,1.5402,58
-117.8989,2.7227,61
-117.8989,12.1832,87
-117.8989,14.5484,87
-117.8989,19.2786,115
-117.8989,21.6438,58
-117.8989,22.8263,116
-117.8989,27.5566,58
-117.8989,29.9217,58
-117.8989,35.8345,116
-117.8989,48.8428,116
-116.7163,-56.4055,87
-116.7163,-46.945,174
-116.7163,-41.0322,174
-116.7163,-37.4845,116
-116.7163,-30.3891,173
-116.7163,-29.2065,1
-116.7163,-26.8414,175
-116.7163,-25.6588,86
-116.7163,-17.3809,116
-116.7163,-15.0157,116
-116.7163,-12.6506,113
-116.7163,-9.1029,1
-116.7163,-5.5552,138
-116.7163,-0.825,66
-116.7163,2.7227,55
-116.7163,5.0879,87
-116.7163,8.6355,174
-116.7163,11.0007,87
-116.7163,16.9135,174
-116.7163,24.0089,57
-116.7163,25.1915,1
-116.7163,27.5566,116
-116.7163,31.1043,116
-116.7163,33.4694,87
-116.7163,38.1997,116
-116.7163,40.5648,116
-116.7163,42.9299,116
-116.7163,46.4776,115
-115.5338,-35.1193,174
-115.5338,-23.2937,116
-115.5338,-20.9286,118
-115.5338,-12.6506,148
-115.5338,-7.9204,116
-115.5338,-5.5552,123
-115.5338,-2.0075,116
-115.5338,0.3576,1
-115.5338,1.5402,58
-115.5338,3.9053,58
-115.5338,6.2704,87
-115.5338,13.3658,87
-115.5338,15.7309,87
-115.5338,19.2786,174
-115.5338,20.4612,87
-115.5338,22.8263,87
-115.5338,25.1915,116
-115.5338,35.8345,116
-115.5338,44.1125,29
-115.5338,46.4776,1
-115.5338,51.2079,116
-115.5338,55.9381,116
-115.5338,59.4858,116
-114.3512,-59.9532,116
-114.3512,-54.0404,174
-114.3512,-50.4927,87
-114.3512,-43.3973,174
-114.3512,-31.5717,174
-114.3512,-29.2065,174
-114.3512,-20.9286,6
-114.3512,-19.746,137
-114.3512,-17.3809,116
-114.3512,-15.0157,116
-114.3512,-10.2855,58
-114.3512,-3.1901,145
-114.3512,0.3576,115
-114.3512,3.9053,116
-114.3512,7.453,87
-114.3512,9.8181,87
-114.3512,11.0007,87
-114.3512,28.7392,87
-114.3512,31.1043,116
-114.3512,33.4694,87
-114.3512,38.1997,116
-114.3512,44.1125,82
-114.3512,47.6602,116
-113.1686,-64.6835,85
-113.1686,-63.5009,2
-113.1686,-50.4927,174
-113.1686,-46.945,174
-113.1686,-39.8496,174
-113.1686,-37.4845,116
-113.1686,-25.6588,174
-113.1686,-23.2937,153
-113.1686,-12.6506,58
-113.1686,-10.2855,116
-113.1686,-7.9204,116
-113.1686,-5.5552,87
-113.1686,-0.825,67
-113.1686,1.5402,59
-113.1686,2.7227,114
-113.1686,6.2704,116
-113.1686,9.8181,87
-113.1686,13.3658,174
-113.1686,16.9135,173
-113.1686,18.0961,1
-113.1686,21.6438,87
-113.1686,24.0089,87
-113.1686,26.374,87
-113.1686,40.5648,116
-113.1686,44.1125,34
-113.1686,45.2951,116
-113.1686,50.0253,116
-113.1686,53.573,116
-113.1686,64.2161,116
-111.9861,-61.1358,87
-111.9861,-57.5881,116
-111.9861,-42.2147,87
-111.9861,-33.9368,174
-111.9861,-31.5717,80
-111.9861,-30.3891,2
-111.9861,-28.024,1
-111.9861,-23.2937,21
-111.9861,-19.746,151
-111.9861,-17.3809,87
-111.9861,-15.0157,116
-111.9861,-12.6506,116
-111.9861,-6.7378,3
-111.9861,-5.5552,23
-111.9861,-3.1901,117
-111.9861,-0.825,194
-111.9861,1.5402,1
-111.9861,7.453,58
-111.9861,12.1832,87
-111.9861,19.2786,22
-111.9861,20.4612,152
-111.9861,26.374,174
-111.9861,28.7392,116
-111.9861,32.2868,87
-111.9861,35.8345,118
-111.9861,37.0171,56
-111.9861,47.6602,116
-111.9861,54.7556,116
-111.9861,58.3033,116
-111.9861,60.6684,116
-110.8035,-67.0486,116
-110.8035,-54.0404,87
-110.8035,-52.8578,24
-110.8035,-51.6753,150
-110.8035,-48.1276,87
-110.8035,-44.5799,1
-110.8035,-43.3973,173
-110.8035,-39.8496,87
-110.8035,-37.4845,116
-110.8035,-31.5717,33
-110.8035,-30.3891,59
-110.8035,-28.024,173
-110.8035,-25.6588,174
-110.8035,-20.9286,84
-110.8035,-19.746,26
-110.8035,-16.1983,58
-110.8035,-13.8332,87
-110.8035,-10.2855,87
-110.8035,-9.1029,31
-110.8035,-7.9204,56
-110.8035,-6.7378,142
-110.8035,-5.5552,6
-110.8035,-3.1901,57
-110.8035,1.5402,57
-110.8035,3.9053,114
-110.8035,5.0879,147
-110.8035,7.453,116
-110.8035,9.8181,116
-110.8035,14.5484,103
-110.8035,15.7309,87
-110.8035,18.0961,174
-110.8035,22.8263,22
-110.8035,24.0089,153
-110.8035,31.1043,87
-110.8035,33.4694,58
-110.8035,38.1997,116
-110.8035,40.5648,58
-110.8035,42.9299,116
-110.8035,45.2951,116
-110.8035,52.3904,116
-109.6209,-64.6835,87
-109.6209,-58.7706,174
-109.6209,-46.945,116
-109.6209,-39.8496,174
-109.6209,-35.1193,87
-109.6209,-32.7542,174
-109.6209,-23.2937,174
-109.6209,-17.3809,174
-109.6209,-15.0157,17
-109.6209,-11.4681,174
-109.6209,-9.1029,5
-109.6209,-4.3727,58
-109.6209,-2.0075,174
-109.6209,0.3576,58
-109.6209,1.5402,59
-109.6209,6.2704,56
-109.6209,12.1832,116
-109.6209,14.5484,71
-109.6209,20.4612,174
-109.6209,24.0089,86
-109.6209,26.374,132
-109.6209,27.5566,42
-109.6209,28.7392,87
-109.6209,32.2868,116
-109.6209,34.652,56
-109.6209,35.8345,58
-109.6209,37.0171,58
-109.6209,50.0253,116
-109.6209,57.1207,116
-109.6209,59.4858,1
-109.6209,63.0335,99
-109.6209,64.2161,17
-109.6209,67.7638,116
-108.4384,-70.5963,116
-108.4384,-56.4055,1
-108.4384,-55.223,173
-108.4384,-49.3101,174
-108.4384,-44.5799,58
-108.4384,-42.2147,87
-108.4384,-37.4845,116
-108.4384,-30.3891,174
-108.4384,-28.024,174
-108.4384,-25.6588,22
-108.4384,-24.4763,152
-108.4384,-20.9286,108
-108.4384,-19.746,75
-108.4384,-15.0157,244
-108.4384,-12.6506,26
-108.4384,-9.1029,169
-108.4384,-6.7378,174
-108.4384,-4.3727,116
-108.4384,2.7227,115
-108.4384,3.9053,146
-108.4384,6.2704,118
-108.4384,8.6355,174
-108.4384,11.0007,116
-108.4384,13.3658,58
-108.4384,14.5484,58
-108.4384,16.9135,87
-108.4384,19.2786,174
-108.4384,24.0089,87
-108.4384,29.9217,174
-108.4384,34.652,60
-108.4384,37.0171,116
-108.4384,39.3822,58
-108.4384,40.5648,116
-108.4384,42.9299,116
-108.4384,45.2951,87
-108.4384,47.6602,87
-108.4384,51.2079,87
-108.4384,53.573,116
-108.4384,59.4858,115
-108.4384,71.3115,116
-107.2558,-68.2312,87
-107.2558,-64.6835,87
-107.2558,-61.1358,174
-107.2558,-52.8578,174
-107.2558,-46.945,174
-107.2558,-43.3973,116
-107.2558,-35.1193,174
-107.2558,-32.7542,174
-107.2558,-23.2937,116
-107.2558,-19.746,78
-107.2558,-12.6506,141
-107.2558,-10.2855,116
-107.2558,-3.1901,58
-107.2558,-2.0075,58
-107.2558,-0.825,27
-107.2558,0.3576,198
-107.2558,1.5402,36
-107.2558,12.1832,1
-107.2558,14.5484,116
-107.2558,21.6438,200
-107.2558,22.8263,41
-107.2558,26.374,87
-107.2558,28.7392,116
-107.2558,32.2868,116
-107.2558,34.652,17
-107.2558,38.1997,54
-107.2558,40.5648,116
-107.2558,41.7474,58
-107.2558,50.0253,87
-107.2558,58.3033,116
-107.2558,61.851,48
-106.0732,-74.144,87
-106.0732,-57.5881,87
-106.0732,-55.223,1
-106.0732,-41.0322,261
-106.0732,-37.4845,174
-106.0732,-28.024,234
-106.0732,-26.8414,27
-106.0732,-24.4763,18
-106.0732,-17.3809,261
-106.0732,-15.0157,116
-106.0732,-12.6506,7
-106.0732,-9.1029,174
-106.0732,-7.9204,112
-106.0732,-6.7378,62
-106.0732,-4.3727,174
-106.0732,-2.0075,58
-106.0732,2.7227,174
-106.0732,5.0879,174
-106.0732,7.453,116
-106.0732,9.8181,93
-106.0732,12.1832,115
-106.0732,16.9135,174
-106.0732,19.2786,116
-106.0732,21.6438,20
-106.0732,24.0089,58
-106.0732,31.1043,126
-106.0732,34.652,99
-106.0732,37.0171,116
-106.0732,38.1997,4
-106.0732,42.9299,116
-106.0732,44.1125,35
-106.0732,45.2951,23
-106.0732,47.6602,87
-106.0732,52.3904,116
-106.0732,54.7556,116
-106.0732,61.851,68
-106.0732,65.3987,116
-106.0732,67.7638,116
-104.8907,-67.0486,116
-104.8907,-63.5009,174
-104.8907,-59.9532,174
-104.8907,-56.4055,116
-104.8907,-55.223,57
-104.8907,-49.3101,174
-104.8907,-48.1276,174
-104.8907,-44.5799,1
-104.8907,-36.3019,174
-104.8907,-32.7542,116
-104.8907,-30.3891,174
-104.8907,-24.4763,156
-104.8907,-20.9286,261
-104.8907,-16.1983,85
-104.8907,-12.6506,58
-104.8907,-11.4681,116
-104.8907,-3.1901,174
-104.8907,-0.825,116
-104.8907,0.3576,58
-104.8907,7.453,58
-104.8907,9.8181,168
-104.8907,12.1832,116
-104.8907,13.3658,87
-104.8907,15.7309,87
-104.8907,19.2786,58
-104.8907,21.6438,21
-104.8907,24.0089,116
-104.8907,26.374,116
-104.8907,28.7392,58
-104.8907,31.1043,48
-104.8907,33.4694,116
-104.8907,35.8345,87
-104.8907,39.3822,116
-104.8907,41.7474,86
-104.8907,45.2951,116
-104.8907,48.8428,58
-104.8907,51.2079,116
-104.8907,53.573,116
-104.8907,57.1207,42
-104.8907,59.4858,116
-104.8907,72.4941,116
-104.8907,76.0417,116
-103.7081,-77.6917,116
-103.7081,-70.5963,174
-103.7081,-52.8578,222
-103.7081,-51.6753,39
-103.7081,-44.5799,173
-103.7081,-42.2147,116
-103.7081,-38.667,174
-103.7081,-29.2065,118
-103.7081,-26.8414,24
-103.7081,-25.6588,41
-103.7081,-23.2937,261
-103.7081,-18.5634,261
-103.7081,-16.1983,31
-103.7081,-13.8332,174
-103.7081,-10.2855,116
-103.7081,-7.9204,62
-103.7081,-6.7378,22
-103.7081,-5.5552,174
-103.7081,1.5402,148
-103.7081,2.7227,26
-103.7081,3.9053,112
-103.7081,5.0879,62
-103.7081,6.2704,99
-103.7081,7.453,17
-103.7081,8.6355,32
-103.7081,18.0961,232
-103.7081,20.4612,87
-103.7081,21.6438,95
-103.7081,22.8263,58
-103.7081,25.1915,58
-103.7081,27.5566,116
-103.7081,29.9217,58
-103.7081,32.2868,174
-103.7081,34.652,58
-103.7081,41.7474,30
-103.7081,42.9299,54
-103.7081,44.1125,120
-103.7081,47.6602,75
-103.7081,48.8428,41
-103.7081,57.1207,132
-103.7081,60.6684,87
-103.7081,63.0335,116
-103.7081,66.5812,58
-103.7081,68.9464,116
-102.5255,-74.144,174
-102.5255,-68.2312,51
-102.5255,-67.0486,36
-102.5255,-61.1358,51
-102.5255,-58.7706,116
-102.5255,-55.223,58
-102.5255,-50.4927,33
-102.5255,-49.3101,52
-102.5255,-41.0322,174
-102.5255,-37.4845,7
-102.5255,-36.3019,112
-102.5255,-33.9368,174
-102.5255,-31.5717,174
-102.5255,-29.2065,2
-102.5255,-28.024,54
-102.5255,-25.6588,109
-102.5255,-20.9286,174
-102.5255,-16.1983,116
-102.5255,-11.4681,116
-102.5255,-7.9204,177
-102.5255,-3.1901,28
-102.5255,-0.825,174
-102.5255,0.3576,51
-102.5255,6.2704,49
-102.5255,8.6355,142
-102.5255,11.0007,174
-102.5255,13.3658,174
-102.5255,15.7309,116
-102.5255,18.0961,29
-102.5255,21.6438,116
-102.5255,22.8263,58
-102.5255,24.0089,115
-102.5255,25.1915,1
-102.5255,26.374,87
-102.5255,29.9217,116
-102.5255,34.652,116
-102.5255,37.0171,259
-102.5255,40.5648,87
-102.5255,46.4776,116
-102.5255,52.3904,116
-102.5255,54.7556,169
-102.5255,66.5812,116
-102.5255,74.8592,116
-102.5255,78.4069,116
-101.343,-80.0568,115
-101.343,-64.6835,174
-101.343,-62.3183,47
-101.343,-61.1358,76
-101.343,-57.5881,58
-101.343,-54.0404,116
-101.343,-49.3101,89
-101.343,-46.945,174
-101.343,-43.3973,174
-101.343,-37.4845,141
-101.343,-36.3019,1
-101.343,-29.2065,116
-101.343,-26.8414,67
-101.343,-24.4763,85
-101.343,-18.5634,174
-101.343,-13.8332,174
-101.343,-12.6506,87
-101.343,-10.2855,174
-101.343,-5.5552,116
-101.343,-3.1901,233
-101.343,0.3576,123
-101.343,2.7227,114
-101.343,3.9053,147
-101.343,6.2704,125
-101.343,9.8181,116
-101.343,12.1832,58
-101.343,14.5484,116
-101.343,16.9135,173
-101.343,19.2786,116
-101.343,20.4612,58
-101.343,24.0089,87
-101.343,26.374,116
-101.343,27.5566,58
-101.343,28.7392,58
-101.343,31.1043,174
-101.343,33.4694,174
-101.343,37.0171,2
-101.343,41.7474,116
-101.343,48.8428,239
-101.343,50.0253,22
-101.343,52.3904,58
-101.343,54.7556,5
-101.343,58.3033,116
-101.343,59.4858,58
-101.343,61.851,58
-101.343,63.0335,58
-101.343,68.9464,116
-101.343,71.3115,116
-100.1604,-80.0568,1
-100.1604,-76.5091,87
-100.1604,-71.7789,87
-100.1604,-69.4137,173
-100.1604,-68.2312,1
-100.1604,-59.9532,37
-100.1604,-56.4055,116
-100.1604,-52.8578,1
-100.1604,-51.6753,173
-100.1604,-48.1276,53
-100.1604,-45.7624,174
-100.1604,-42.2147,116
-100.1604,-39.8496,136
-100.1604,-38.667,38
-100.1604,-35.1193,116
-100.1604,-33.9368,87
-100.1604,-31.5717,174
-100.1604,-26.8414,194
-100.1604,-24.4763,147
-100.1604,-23.2937,29
-100.1604,-22.1111,116
-100.1604,-19.746,116
-100.1604,-16.1983,116
-100.1604,-11.4681,87
-100.1604,-7.9204,174
-100.1604,-0.825,174
-100.1604,6.2704,171
-100.1604,8.6355,174
-100.1604,12.1832,116
-100.1604,16.9135,1
-100.1604,21.6438,116
-100.1604,27.5566,18
-100.1604,28.7392,58
-100.1604,35.8345,116
-100.1604,39.3822,174
-100.1604,44.1125,174
-100.1604,46.4776,174
-100.1604,53.573,116
-100.1604,57.1207,116
-100.1604,61.851,58
-100.1604,64.2161,116
-100.1604,65.3987,58
-100.1604,76.0417,116
-100.1604,81.9546,116
-98.9779,-83.6045,116
-98.9779,-74.144,174
-98.9779,-65.866,58
-98.9779,-63.5009,174
-98.9779,-59.9532,224
-98.9779,-54.0404,124
-98.9779,-49.3101,116
-98.9779,-48.1276,5
-98.9779,-43.3973,55
-98.9779,-37.4845,132
-98.9779,-33.9368,116
-98.9779,-29.2065,174
-98.9779,-17.3809,73
-98.9779,-15.0157,174
-98.9779,-12.6506,174
-98.9779,-9.1029,116
-98.9779,-5.5552,174
-98.9779,-4.3727,15
-98.9779,-3.1901,200
-98.9779,-2.0075,46
-98.9779,1.5402,174
-98.9779,3.9053,116
-98.9779,6.2704,3
-98.9779,11.0007,87
-98.9779,12.1832,58
-98.9779,14.5484,116
-98.9779,15.7309,87
-98.9779,18.0961,33
-98.9779,19.2786,141
-98.9779,21.6438,61
-98.9779,22.8263,171
-98.9779,25.1915,143
-98.9779,27.5566,69
-98.9779,29.9217,116
-98.9779,31.1043,58
-98.9779,32.2868,58
-98.9779,33.4694,58
-98.9779,34.652,58
-98.9779,37.0171,116
-98.9779,41.7474,116
-98.9779,44.1125,48
-98.9779,48.8428,42
-98.9779,51.2079,174
-98.9779,55.9381,58
-98.9779,59.4858,174
-98.9779,67.7638,116
-98.9779,70.1289,110
-98.9779,73.6766,87
-97.7953,-78.8742,116
-97.7953,-71.7789,154
-97.7953,-67.0486,58
-97.7953,-65.866,58
-97.7953,-57.5881,58
-97.7953,-56.4055,116
-97.7953,-54.0404,50
-97.7953,-51.6753,174
-97.7953,-46.945,174
-97.7953,-43.3973,206
-97.7953,-41.0322,59
-97.7953,-39.8496,115
-97.7953,-37.4845,129
-97.7953,-35.1193,116
-97.7953,-31.5717,228
-97.7953,-30.3891,9
-97.7953,-28.024,93
-97.7953,-25.6588,174
-97.7953,-24.4763,87
-97.7953,-22.1111,233
-97.7953,-19.746,116
-97.7953,-17.3809,188
-97.7953,-11.4681,104
-97.7953,-10.2855,70
-97.7953,-6.7378,116
-97.7953,-0.825,174
-97.7953,3.9053,58
-97.7953,5.0879,116
-97.7953,7.453,174
-97.7953,9.8181,174
-97.7953,12.1832,116
-97.7953,14.5484,58
-97.7953,15.7309,58
-97.7953,16.9135,116
-97.7953,19.2786,87
-97.7953,25.1915,114
-97.7953,26.374,4
-97.7953,27.5566,87
-97.7953,31.1043,58
-97.7953,32.2868,5
-97.7953,33.4694,58
-97.7953,34.652,116
-97.7953,39.3822,174
-97.7953,44.1125,126
-97.7953,46.4776,31
-97.7953,48.8428,132
-97.7953,52.3904,122
-97.7953,54.7556,87
-97.7953,57.1207,1
-97.7953,61.851,118
-97.7953,63.0335,56
-97.7953,70.1289,6
-97.7953,79.5894,116
-97.7953,84.3197,116
-96.6127,-81.2394,116
-96.6127,-71.7789,20
-96.6127,-69.4137,87
-96.6127,-64.6835,58
-96.6127,-61.1358,174
-96.6127,-52.8578,59
-96.6127,-49.3101,174
-96.6127,-42.2147,52
-96.6127,-38.667,12
-96.6127,-33.9368,116
-96.6127,-30.3891,24
-96.6127,-28.024,168
-96.6127,-22.1111,28
-96.6127,-19.746,62
-96.6127,-16.1983,174
-96.6127,-13.8332,66
-96.6127,-12.6506,108
-96.6127,-9.1029,174
-96.6127,-6.7378,48
-96.6127,-5.5552,116
-96.6127,-3.1901,146
-96.6127,-2.0075,115
-96.6127,1.5402,174
-96.6127,3.9053,174
-96.6127,13.3658,174
-96.6127,15.7309,116
-96.6127,18.0961,116
-96.6127,20.4612,174
-96.6127,22.8263,116
-96.6127,24.0089,58
-96.6127,25.1915,3
-96.6127,27.5566,141
-96.6127,28.7392,87
-96.6127,31.1043,58
-96.6127,32.2868,111
-96.6127,33.4694,58
-96.6127,37.0171,174
-96.6127,41.7474,261
-96.6127,46.4776,143
-96.6127,50.0253,116
-96.6127,52.3904,52
-96.6127,57.1207,115
-96.6127,59.4858,116
-96.6127,60.6684,58
-96.6127,64.2161,50
-96.6127,65.3987,124
-96.6127,67.7638,116
-96.6127,72.4941,116
-96.6127,76.0417,174
-95.4302,-85.9696,116
-95.4302,-76.5091,174
-95.4302,-72.9614,116
-95.4302,-67.0486,74
-95.4302,-64.6835,116
-95.4302,-58.7706,174
-95.4302,-56.4055,88
-95.4302,-55.223,173
-95.4302,-52.8578,115
-95.4302,-48.1276,174
-95.4302,-45.7624,174
-95.4302,-42.2147,171
-95.4302,-41.0322,38
-95.4302,-38.667,162
-95.4302,-36.3019,261
-95.4302,-32.7542,25
-95.4302,-30.3891,102
-95.4302,-29.2065,159
-95.4302,-25.6588,116
-95.4302,-24.4763,116
-95.4302,-19.746,199
-95.4302,-17.3809,174
-95.4302,-13.8332,174
-95.4302,-11.4681,116
-95.4302,-10.2855,58
-95.4302,-6.7378,68
-95.4302,-4.3727,174
-95.4302,-0.825,103
-95.4302,0.3576,158
-95.4302,1.5402,87
-95.4302,6.2704,116
-95.4302,8.6355,174
-95.4302,11.0007,174
-95.4302,14.5484,87
-95.4302,19.2786,174
-95.4302,21.6438,58
-95.4302,25.1915,84
-95.4302,27.5566,33
-95.4302,29.9217,116
-95.4302,34.652,173
-95.4302,39.3822,174
-95.4302,44.1125,174
-95.4302,47.6602,116
-95.4302,51.2079,27
-95.4302,52.3904,87
-95.4302,54.7556,174
-95.4302,57.1207,55
-95.4302,61.851,116
-95.4302,70.1289,87
-95.4302,72.4941,58
-95.4302,78.4069,116
-95.4302,81.9546,116
-94.2476,-83.6045,11
-94.2476,-78.8742,116
-94.2476,-72.9614,58
-94.2476,-70.5963,54
-94.2476,-67.0486,187
-94.2476,-62.3183,116
-94.2476,-50.4927,174
-94.2476,-43.3973,174
-94.2476,-39.8496,174
-94.2476,-37.4845,62
-94.2476,-33.9368,25
-94.2476,-32.7542,149
-94.2476,-26.8414,174
-94.2476,-24.4763,86
-94.2476,-22.1111,174
-94.2476,-16.1983,116
-94.2476,-12.6506,79
-94.2476,-11.4681,95
-94.2476,-9.1029,174
-94.2476,-6.7378,174
-94.2476,-2.0075,116
-94.2476,2.7227,174
-94.2476,5.0879,174
-94.2476,7.453,174
-94.2476,9.8181,116
-94.2476,13.3658,116
-94.2476,16.9135,116
-94.2476,18.0961,58
-94.2476,21.6438,116
-94.2476,24.0089,116
-94.2476,26.374,174
-94.2476,28.7392,87
-94.2476,29.9217,81
-94.2476,32.2868,174
-94.2476,34.652,88
-94.2476,37.0171,116
-94.2476,40.5648,28
-94.2476,41.7474,233
-94.2476,46.4776,177
-94.2476,48.8428,107
-94.2476,50.0253,67
-94.2476,52.3904,60
-94.2476,57.1207,119
-94.2476,59.4858,59
-94.2476,60.6684,59
-94.2476,64.2161,140
-94.2476,65.3987,32
-94.2476,67.7638,174
-94.2476,86.6848,94
-94.2476,87.8674,22
-93.065,-89.5173,116
-93.065,-83.6045,105
-93.065,-75.3266,116
-93.065,-70.5963,120
-93.065,-64.6835,25
-93.065,-62.3183,58
-93.065,-59.9532,174
-93.065,-57.5881,174
-93.065,-54.0404,261
-93.065,-49.3101,173
-93.065,-45.7624,174
-93.065,-42.2147,116
-93.065,-37.4845,199
-93.065,-33.9368,236
-93.065,-31.5717,116
-93.065,-29.2065,174
-93.065,-24.4763,175
-93.065,-20.9286,116
-93.065,-18.5634,233
-93.065,-17.3809,28
-93.065,-13.8332,87
-93.065,-10.2855,58
-93.065,-5.5552,116
-93.065,-3.1901,116
-93.065,-0.825,87
-93.065,0.3576,174
-93.065,11.0007,174
-93.065,13.3658,58
-93.065,15.7309,87
-93.065,16.9135,116
-93.065,18.0961,87
-93.065,19.2786,58
-93.065,20.4612,116
-93.065,21.6438,11
-93.065,24.0089,174
-93.065,27.5566,58
-93.065,29.9217,6
-93.065,31.1043,116
-93.065,33.4694,183
-93.065,34.652,77
-93.065,39.3822,116
-93.065,44.1125,111
-93.065,45.2951,39
-93.065,46.4776,45
-93.065,53.573,87
-93.065,55.9381,174
-93.065,59.4858,56
-93.065,64.2161,89
-93.065,70.1289,116
-93.065,72.4941,111
-93.065,73.6766,63
-93.065,76.0417,173
-93.065,77.2243,1
-93.065,84.3197,58
-93.065,90.2325,114
-91.8825,-85.9696,116
-91.8825,-81.2394,174
-91.8825,-77.6917,174
-91.8825,-72.9614,174
-91.8825,-68.2312,101
-91.8825,-64.6835,236
-91.8825,-61.1358,23
-91.8825,-51.6753,174
-91.8825,-49.3101,44
-91.8825,-48.1276,44
-91.8825,-44.5799,178
-91.8825,-43.3973,83
-91.8825,-41.0322,115
-91.8825,-38.667,116
-91.8825,-36.3019,116
-91.8825,-31.5717,116
-91.8825,-26.8414,1
-91.8825,-25.6588,115
-91.8825,-22.1111,261
-91.8825,-16.1983,168
-91.8825,-15.0157,93
-91.8825,-13.8332,53
-91.8825,-12.6506,121
-91.8825,-10.2855,116
-91.8825,-7.9204,174
-91.8825,-6.7378,116
-91.8825,-4.3727,94
-91.8825,-2.0075,116
-91.8825,-0.825,145
-91.8825,2.7227,174
-91.8825,5.0879,116
-91.8825,6.2704,174
-91.8825,8.6355,87
-91.8825,9.8181,87
-91.8825,13.3658,57
-91.8825,14.5484,59
-91.8825,18.0961,56
-91.8825,21.6438,250
-91.8825,25.1915,52
-91.8825,26.374,122
-91.8825,27.5566,116
-91.8825,29.9217,87
-91.8825,33.4694,1
-91.8825,37.0171,174
-91.8825,38.1997,146
-91.8825,39.3822,28
-91.8825,40.5648,116
-91.8825,41.7474,58
-91.8825,42.9299,6
-91.8825,44.1125,57
-91.8825,47.6602,174
-91.8825,51.2079,174
-91.8825,53.573,57
-91.8825,58.3033,174
-91.8825,61.851,174
-91.8825,66.5812,60
-91.8825,68.9464,87
-91.8825,77.2243,174
-91.8825,80.772,174
-91.8825,84.3197,116
-91.8825,90.2325,2
-90.6999,-83.6045,116
-90.6999,-75.3266,116
-90.6999,-68.2312,160
-90.6999,-62.3183,116
-90.6999,-61.1358,35
-90.6999,-58.7706,174
-90.6999,-56.4055,116
-90.6999,-55.223,58
-90.6999,-52.8578,17
