kind,lo,hi,sat,excl
two-sided,0.69,1.04,0.935402153261558,0.44598370197904535
two-sided,0.69,1.06,0.9407061431285624,0.44318975552968565
two-sided,0.69,1.08,0.9441893603546548,0.43899883585564614
two-sided,0.69,1.1,0.9457726409119696,0.4334109429569266
two-sided,0.69,1.12,0.9468017732742242,0.4267753201396973
two-sided,0.69,1.14,0.94743508549715,0.41653084982537836
two-sided,0.69,1.16,0.9479100696643445,0.40733410942956927
two-sided,0.69,1.18,0.9487017099430018,0.39103608847497084
two-sided,0.69,1.2,0.9490183660544649,0.3754365541327125
two-sided,0.69,1.22,0.949255858138062,0.3585564610011641
two-sided,0.69,1.24,0.9493350221659278,0.340512223515716
two-sided,0.69,1.26,0.9496516782773907,0.3233993015133877
two-sided,0.69,1.28,0.9498100063331222,0.30686845168800936
two-sided,0.69,1.3,0.9498100063331222,0.29348079161816065
two-sided,0.69,1.32,0.9498100063331222,0.2820721769499418
two-sided,0.69,1.34,0.949889170360988,0.2724097788125728
two-sided,0.69,1.36,0.949889170360988,0.26507566938300353
two-sided,0.69,1.38,0.949889170360988,0.26018626309662396
two-sided,0.69,1.4,0.949889170360988,0.25750873108265426
two-sided,0.69,1.42,0.9500474984167194,0.25599534342258445
two-sided,0.69,1.44,0.9500474984167194,0.25483119906868457
two-sided,0.69,1.46,0.9500474984167194,0.2542491268917346
two-sided,0.69,1.48,0.9500474984167194,0.25343422584400466
two-sided,0.69,1.5,0.9500474984167194,0.25320139697322464
two-sided,0.69,1.52,0.9500474984167194,0.25308498253783474
two-sided,0.69,1.54,0.9500474984167194,0.2525029103608848
two-sided,0.69,1.56,0.9502058264724509,0.25192083818393485
two-sided,0.69,1.58,0.9504433185560481,0.25180442374854484
two-sided,0.69,1.6,0.950759974667511,0.25087310826542486
two-sided,0.69,1.62,0.9511557948068398,0.24982537834691498
two-sided,0.69,1.64,0.951393286890437,0.24889406286379512
two-sided,0.69,1.66,0.9522640911969601,0.24819557625145516
two-sided,0.69,1.68,0.952580747308423,0.24772991850989523
two-sided,0.69,1.7,0.953214059531349,0.2472642607683353
two-sided,0.69,1.72,0.9540056998100064,0.24644935972060533
two-sided,0.69,1.74,0.9541640278657378,0.24621653084982542
two-sided,0.69,1.76,0.9545598480050665,0.24563445867287548
two-sided,0.69,1.78,0.9551139962001267,0.24540162980209546
two-sided,0.69,1.8,0.9557473084230526,0.2447031431897555
two-sided,0.69,1.82,0.9564597846738442,0.24412107101280556
two-sided,0.69,1.84,0.9569347688410387,0.2435389988358556
two-sided,0.69,1.86,0.9585180493983534,0.2431897555296857
two-sided,0.69,1.88,0.9593888537048765,0.24272409778812576
two-sided,0.69,1.9,0.9606554781507283,0.24237485448195573
two-sided,0.69,1.92,0.9624762507916402,0.2419091967403958
two-sided,0.69,1.94,0.9642178594046865,0.24097788125727593
two-sided,0.69,1.96,0.9661177960734643,0.2406286379511059
two-sided,0.69,1.98,0.967067764407853,0.23981373690337604
two-sided,0.69,2.0,0.9680968967701077,0.23981373690337604
two-sided,0.69,2.02,0.9687302089930335,0.239464493597206
two-sided,0.69,2.04,0.9708676377454085,0.2392316647264261
two-sided,0.69,2.06,0.9720550981633945,0.23830034924330612
two-sided,0.69,2.08,0.9732425585813806,0.2380675203725262
two-sided,0.69,2.1,0.9742716909436352,0.23771827706635618
two-sided,0.69,2.12,0.9753008233058899,0.23736903376018625
two-sided,0.69,2.14,0.977042431918936,0.23701979045401633
two-sided,0.69,2.16,0.9783090563647878,0.23597206053550646
two-sided,0.69,2.18,0.9795756808106396,0.23585564610011645
two-sided,0.69,2.2,0.9805256491450285,0.23562281722933642
two-sided,0.69,2.22,0.9813172894236859,0.23504074505238648
two-sided,0.69,2.24,0.9824255858138062,0.23492433061699647
two-sided,0.69,2.26,0.9828214059531349,0.23480791618160657
two-sided,0.69,2.28,0.9836130462317922,0.23457508731082655
two-sided,0.69,2.3,0.9846421785940469,0.23457508731082655
two-sided,0.69,2.32,0.9851963267891071,0.23457508731082655
two-sided,0.69,2.34,0.9860671310956302,0.23422584400465662
two-sided,0.69,2.36,0.9865421152628245,0.2338766006984866
two-sided,0.69,2.38,0.9872545915136162,0.23376018626309658
two-sided,0.69,2.4,0.9877295756808107,0.23364377182770668
two-sided,0.69,2.42,0.988204559848005,0.23341094295692666
two-sided,0.69,2.44,0.9882837238758708,0.23294528521536673
two-sided,0.69,2.46,0.9885212159594681,0.23294528521536673
two-sided,0.69,2.48,0.9889170360987967,0.23294528521536673
two-sided,0.69,2.5,0.9893128562381254,0.23294528521536673
two-sided,0.69,2.52,0.9894711842938568,0.23294528521536673
two-sided,0.69,2.54,0.9897086763774541,0.2325960419091967
two-sided,0.69,2.56,0.9897878404053199,0.2324796274738068
two-sided,0.69,2.58,0.9898670044331855,0.2324796274738068
two-sided,0.69,2.6,0.990025332488917,0.23213038416763676
two-sided,0.69,2.62,0.9901044965167828,0.23201396973224675
two-sided,0.69,2.64,0.9901836605446485,0.23201396973224675
two-sided,0.69,2.66,0.99034198860038,0.23189755529685685
two-sided,0.69,2.68,0.99034198860038,0.23154831199068682
two-sided,0.69,2.7,0.9905003166561115,0.2314318975552968
two-sided,0.69,2.72,0.9905794806839772,0.2313154831199069
two-sided,0.69,2.74,0.9907378087397086,0.2311990686845169
two-sided,0.69,2.76,0.9908169727675744,0.2311990686845169
two-sided,0.69,2.78,0.9908961367954402,0.23084982537834686
two-sided,0.69,2.8,0.9914502849905004,0.23073341094295696
two-sided,0.69,2.82,0.9919252691576947,0.23073341094295696
two-sided,0.69,2.84,0.9919252691576947,0.23050058207217694
two-sided,0.69,2.86,0.9920835972134262,0.23026775320139692
two-sided,0.69,2.88,0.9923210892970235,0.230034924330617
two-sided,0.69,2.9,0.9924002533248891,0.22980209545983699
two-sided,0.69,2.92,0.9924794173527549,0.22968568102444709
two-sided,0.69,2.94,0.9925585813806207,0.22968568102444709
two-sided,0.69,2.96,0.9926377454084864,0.22956926658905707
two-sided,0.69,2.98,0.9926377454084864,0.22956926658905707
two-sided,0.69,3.0,0.9926377454084864,0.22945285215366706
two-sided,0.69,3.02,0.9926377454084864,0.22933643771827705
two-sided,0.69,3.04,0.9927169094363522,0.22922002328288704
two-sided,0.69,3.06,0.9927960734642178,0.22898719441210713
two-sided,0.69,3.08,0.9927960734642178,0.2287543655413271
two-sided,0.69,3.1,0.9928752374920836,0.2286379511059371
two-sided,0.69,3.12,0.9928752374920836,0.2285215366705472
two-sided,0.69,3.14,0.9928752374920836,0.2285215366705472
two-sided,0.69,3.16,0.9929544015199493,0.2284051222351572
two-sided,0.69,3.18,0.9929544015199493,0.2284051222351572
two-sided,0.69,3.2,0.9929544015199493,0.2284051222351572
two-sided,0.69,3.22,0.9929544015199493,0.2284051222351572
two-sided,0.69,3.24,0.9929544015199493,0.22828870779976718
two-sided,0.69,3.26,0.9930335655478151,0.22828870779976718
two-sided,0.69,3.28,0.9930335655478151,0.22828870779976718
two-sided,0.69,3.3,0.9930335655478151,0.22828870779976718
two-sided,0.69,3.32,0.9931127295756809,0.22805587892898715
two-sided,0.69,3.34,0.9931918936035465,0.22805587892898715
two-sided,0.69,3.36,0.9931918936035465,0.22793946449359725
two-sided,0.69,3.38,0.9931918936035465,0.22793946449359725
two-sided,0.69,3.4,0.9931918936035465,0.22793946449359725
two-sided,0.69,3.42,0.9931918936035465,0.22793946449359725
two-sided,0.69,3.44,0.9931918936035465,0.22793946449359725
two-sided,0.69,3.46,0.9932710576314123,0.22793946449359725
two-sided,0.69,3.48,0.9932710576314123,0.22793946449359725
two-sided,0.69,3.5,0.993350221659278,0.22793946449359725
two-sided,0.69,3.52,0.993350221659278,0.22793946449359725
two-sided,0.69,3.54,0.9934293856871438,0.22793946449359725
two-sided,0.69,3.56,0.9934293856871438,0.22793946449359725
two-sided,0.69,3.58,0.9934293856871438,0.22793946449359725
two-sided,0.7,1.0,0.8815706143128562,0.470430733410943
two-sided,0.7,1.02,0.9204401519949335,0.4627473806752037
two-sided,0.7,1.04,0.9345313489550349,0.45785797438882425
two-sided,0.7,1.06,0.9398353388220393,0.45506402793946454
two-sided,0.7,1.08,0.9433185560481318,0.4508731082654249
two-sided,0.7,1.1,0.9449018366054465,0.4452852153667055
two-sided,0.7,1.12,0.9459309689677011,0.4386495925494761
two-sided,0.7,1.14,0.946564281190627,0.42840512223515714
two-sided,0.7,1.16,0.9470392653578215,0.41920838183934805
two-sided,0.7,1.18,0.9478309056364788,0.40291036088474974
two-sided,0.7,1.2,0.9481475617479417,0.38731082654249127
two-sided,0.7,1.22,0.9483850538315389,0.3704307334109429
two-sided,0.7,1.24,0.9484642178594047,0.35238649592549476
two-sided,0.7,1.26,0.9487808739708676,0.3352735739231665
two-sided,0.7,1.28,0.9489392020265991,0.31874272409778814
two-sided,0.7,1.3,0.9489392020265991,0.30535506402793944
two-sided,0.7,1.32,0.9489392020265991,0.2939464493597206
two-sided,0.7,1.34,0.9490183660544649,0.28428405122235156
two-sided,0.7,1.36,0.9490183660544649,0.2769499417927823
two-sided,0.7,1.38,0.9490183660544649,0.27206053550640275
two-sided,0.7,1.4,0.9490183660544649,0.26938300349243305
two-sided,0.7,1.42,0.9491766941101963,0.26786961583236324
two-sided,0.7,1.44,0.9491766941101963,0.26670547147846335
two-sided,0.7,1.46,0.9491766941101963,0.2661233993015134
two-sided,0.7,1.48,0.9491766941101963,0.26530849825378344
two-sided,0.7,1.5,0.9491766941101963,0.26507566938300353
two-sided,0.7,1.52,0.9491766941101963,0.2649592549476135
two-sided,0.7,1.54,0.9491766941101963,0.2643771827706636
two-sided,0.7,1.56,0.9493350221659278,0.26379511059371363
two-sided,0.7,1.58,0.949572514249525,0.2636786961583236
two-sided,0.7,1.6,0.949889170360988,0.26274738067520376
two-sided,0.7,1.62,0.9502849905003167,0.2616996507566939
two-sided,0.7,1.64,0.9505224825839139,0.2607683352735739
two-sided,0.7,1.66,0.951393286890437,0.26006984866123395
two-sided,0.7,1.68,0.9517099430018999,0.259604190919674
two-sided,0.7,1.7,0.9523432552248259,0.2591385331781141
two-sided,0.7,1.72,0.9531348955034832,0.2583236321303841
two-sided,0.7,1.74,0.9532932235592146,0.2580908032596042
two-sided,0.7,1.76,0.9536890436985433,0.25750873108265426
two-sided,0.7,1.78,0.9542431918936035,0.25727590221187424
two-sided,0.7,1.8,0.9548765041165295,0.2565774155995344
two-sided,0.7,1.82,0.9555889803673211,0.25599534342258445
two-sided,0.7,1.84,0.9560639645345155,0.2554132712456345
two-sided,0.7,1.86,0.9576472450918303,0.2550640279394645
two-sided,0.7,1.88,0.9585180493983534,0.25459837019790454
two-sided,0.7,1.9,0.9597846738442052,0.2542491268917346
two-sided,0.7,1.92,0.9616054464851171,0.2537834691501746
two-sided,0.7,1.94,0.9633470550981634,0.2528521536670547
two-sided,0.7,1.96,0.9652469917669411,0.2525029103608848
two-sided,0.7,1.98,0.9661969601013299,0.2516880093131548
two-sided,0.7,2.0,0.9672260924635846,0.2516880093131548
two-sided,0.7,2.02,0.9678594046865104,0.2513387660069849
two-sided,0.7,2.04,0.9699968334388853,0.2511059371362049
two-sided,0.7,2.06,0.9711842938568714,0.250174621653085
two-sided,0.7,2.08,0.9723717542748576,0.249941792782305
two-sided,0.7,2.1,0.9734008866371121,0.24959254947613507
two-sided,0.7,2.12,0.9744300189993667,0.24924330616996504
two-sided,0.7,2.14,0.9761716276124129,0.24889406286379512
two-sided,0.7,2.16,0.9774382520582647,0.24784633294528524
two-sided,0.7,2.18,0.9787048765041165,0.24772991850989523
two-sided,0.7,2.2,0.9796548448385054,0.2474970896391152
two-sided,0.7,2.22,0.9804464851171628,0.24691501746216526
two-sided,0.7,2.24,0.981554781507283,0.24679860302677536
two-sided,0.7,2.26,0.9819506016466117,0.24668218859138535
two-sided,0.7,2.28,0.9827422419252692,0.24644935972060533
two-sided,0.7,2.3,0.9837713742875237,0.24644935972060533
two-sided,0.7,2.32,0.9843255224825839,0.24644935972060533
two-sided,0.7,2.34,0.9851963267891071,0.2461001164144354
two-sided,0.7,2.36,0.9856713109563014,0.24575087310826538
two-sided,0.7,2.38,0.9863837872070931,0.24563445867287548
two-sided,0.7,2.4,0.9868587713742876,0.24551804423748547
two-sided,0.7,2.42,0.987333755541482,0.24528521536670544
two-sided,0.7,2.44,0.9874129195693477,0.2448195576251455
two-sided,0.7,2.46,0.9876504116529449,0.2448195576251455
two-sided,0.7,2.48,0.9880462317922736,0.2448195576251455
two-sided,0.7,2.5,0.9884420519316023,0.2448195576251455
two-sided,0.7,2.52,0.9886003799873337,0.2448195576251455
two-sided,0.7,2.54,0.988837872070931,0.2444703143189756
two-sided,0.7,2.56,0.9889170360987967,0.24435389988358558
two-sided,0.7,2.58,0.9889962001266625,0.24435389988358558
two-sided,0.7,2.6,0.9891545281823939,0.24400465657741555
two-sided,0.7,2.62,0.9892336922102597,0.24388824214202565
two-sided,0.7,2.64,0.9893128562381254,0.24388824214202565
two-sided,0.7,2.66,0.9894711842938568,0.24377182770663564
two-sided,0.7,2.68,0.9894711842938568,0.2434225844004656
two-sided,0.7,2.7,0.9896295123495883,0.2433061699650757
two-sided,0.7,2.72,0.9897086763774541,0.2431897555296857
two-sided,0.7,2.74,0.9898670044331855,0.24307334109429568
two-sided,0.7,2.76,0.9899461684610513,0.24307334109429568
two-sided,0.7,2.78,0.990025332488917,0.24272409778812576
two-sided,0.7,2.8,0.9905794806839772,0.24260768335273575
two-sided,0.7,2.82,0.9910544648511717,0.24260768335273575
two-sided,0.7,2.84,0.9910544648511717,0.24237485448195573
two-sided,0.7,2.86,0.9912127929069031,0.24214202561117582
two-sided,0.7,2.88,0.9914502849905004,0.2419091967403958
two-sided,0.7,2.9,0.991529449018366,0.24167636786961588
two-sided,0.7,2.92,0.9916086130462318,0.24155995343422587
two-sided,0.7,2.94,0.9916877770740975,0.24155995343422587
two-sided,0.7,2.96,0.9917669411019633,0.24144353899883586
two-sided,0.7,2.98,0.9917669411019633,0.24144353899883586
two-sided,0.7,3.0,0.9917669411019633,0.24132712456344585
two-sided,0.7,3.02,0.9917669411019633,0.24121071012805584
two-sided,0.7,3.04,0.991846105129829,0.24109429569266594
two-sided,0.7,3.06,0.9919252691576947,0.24086146682188592
two-sided,0.7,3.08,0.9919252691576947,0.2406286379511059
two-sided,0.7,3.1,0.9920044331855605,0.240512223515716
two-sided,0.7,3.12,0.9920044331855605,0.24039580908032598
two-sided,0.7,3.14,0.9920044331855605,0.24039580908032598
two-sided,0.7,3.16,0.9920835972134262,0.24027939464493597
two-sided,0.7,3.18,0.9920835972134262,0.24027939464493597
two-sided,0.7,3.2,0.9920835972134262,0.24027939464493597
two-sided,0.7,3.22,0.9920835972134262,0.24027939464493597
two-sided,0.7,3.24,0.9920835972134262,0.24016298020954596
two-sided,0.7,3.26,0.992162761241292,0.24016298020954596
two-sided,0.7,3.28,0.992162761241292,0.24016298020954596
two-sided,0.7,3.3,0.992162761241292,0.24016298020954596
two-sided,0.7,3.32,0.9922419252691577,0.23993015133876605
two-sided,0.7,3.34,0.9923210892970235,0.23993015133876605
two-sided,0.7,3.36,0.9923210892970235,0.23981373690337604
two-sided,0.7,3.38,0.9923210892970235,0.23981373690337604
two-sided,0.7,3.4,0.9923210892970235,0.23981373690337604
two-sided,0.7,3.42,0.9923210892970235,0.23981373690337604
two-sided,0.7,3.44,0.9923210892970235,0.23981373690337604
two-sided,0.7,3.46,0.9924002533248891,0.23981373690337604
two-sided,0.7,3.48,0.9924002533248891,0.23981373690337604
two-sided,0.7,3.5,0.9924794173527549,0.23981373690337604
two-sided,0.7,3.52,0.9924794173527549,0.23981373690337604
two-sided,0.7,3.54,0.9925585813806207,0.23981373690337604
two-sided,0.7,3.56,0.9925585813806207,0.23981373690337604
two-sided,0.7,3.58,0.9925585813806207,0.23981373690337604
two-sided,0.71,1.0,0.8811747941735275,0.48311990686845174
two-sided,0.71,1.02,0.9200443318556049,0.47543655413271246
two-sided,0.71,1.04,0.9341355288157062,0.4705471478463329
two-sided,0.71,1.06,0.9394395186827106,0.4677532013969732
two-sided,0.71,1.08,0.942922735908803,0.4635622817229337
two-sided,0.71,1.1,0.9445060164661178,0.45797438882421415
two-sided,0.71,1.12,0.9455351488283724,0.45133876600698486
two-sided,0.71,1.14,0.9461684610512983,0.4410942956926659
two-sided,0.71,1.16,0.9466434452184928,0.4318975552968568
two-sided,0.71,1.18,0.94743508549715,0.4155995343422585
two-sided,0.71,1.2,0.9477517416086131,0.4
two-sided,0.71,1.22,0.9479892336922102,0.38311990686845165
two-sided,0.71,1.24,0.948068397720076,0.3650756693830035
two-sided,0.71,1.26,0.9483850538315389,0.34796274738067523
two-sided,0.71,1.28,0.9485433818872704,0.3314318975552969
two-sided,0.71,1.3,0.9485433818872704,0.3180442374854482
two-sided,0.71,1.32,0.9485433818872704,0.30663562281722934
two-sided,0.71,1.34,0.9486225459151362,0.2969732246798603
two-sided,0.71,1.36,0.9486225459151362,0.28963911525029107
two-sided,0.71,1.38,0.9486225459151362,0.2847497089639115
two-sided,0.71,1.4,0.9486225459151362,0.2820721769499418
two-sided,0.71,1.42,0.9487808739708676,0.280558789289872
two-sided,0.71,1.44,0.9487808739708676,0.2793946449359721
two-sided,0.71,1.46,0.9487808739708676,0.27881257275902216
two-sided,0.71,1.48,0.9487808739708676,0.2779976717112922
two-sided,0.71,1.5,0.9487808739708676,0.27776484284051217
two-sided,0.71,1.52,0.9487808739708676,0.27764842840512227
two-sided,0.71,1.54,0.9487808739708676,0.27706635622817233
two-sided,0.71,1.56,0.9489392020265991,0.2764842840512224
two-sided,0.71,1.58,0.9491766941101963,0.2763678696158324
two-sided,0.71,1.6,0.9494933502216593,0.2754365541327125
two-sided,0.71,1.62,0.949889170360988,0.2743888242142025
two-sided,0.71,1.64,0.9501266624445852,0.27345750873108265
two-sided,0.71,1.66,0.9509974667511083,0.2727590221187427
two-sided,0.71,1.68,0.9513141228625712,0.27229336437718277
two-sided,0.71,1.7,0.9519474350854972,0.27182770663562283
two-sided,0.71,1.72,0.9527390753641545,0.27101280558789287
two-sided,0.71,1.74,0.952897403419886,0.27077997671711296
two-sided,0.71,1.76,0.9532932235592146,0.270197904540163
two-sided,0.71,1.78,0.9538473717542748,0.269965075669383
two-sided,0.71,1.8,0.9544806839772008,0.26926658905704304
two-sided,0.71,1.82,0.9551931602279924,0.2686845168800931
two-sided,0.71,1.84,0.9556681443951869,0.26810244470314315
two-sided,0.71,1.86,0.9572514249525016,0.26775320139697323
two-sided,0.71,1.88,0.9581222292590247,0.2672875436554133
two-sided,0.71,1.9,0.9593888537048765,0.26693830034924326
two-sided,0.71,1.92,0.9612096263457884,0.26647264260768333
two-sided,0.71,1.94,0.9629512349588347,0.26554132712456346
two-sided,0.71,1.96,0.9648511716276124,0.26519208381839343
two-sided,0.71,1.98,0.9658011399620012,0.2643771827706636
two-sided,0.71,2.0,0.9668302723242559,0.2643771827706636
two-sided,0.71,2.02,0.9674635845471817,0.26402793946449354
two-sided,0.71,2.04,0.9696010132995567,0.26379511059371363
two-sided,0.71,2.06,0.9707884737175427,0.26286379511059377
two-sided,0.71,2.08,0.9719759341355289,0.26263096623981375
two-sided,0.71,2.1,0.9730050664977834,0.2622817229336438
two-sided,0.71,2.12,0.974034198860038,0.2619324796274738
two-sided,0.71,2.14,0.9757758074730842,0.26158323632130387
two-sided,0.71,2.16,0.977042431918936,0.260535506402794
two-sided,0.71,2.18,0.9783090563647878,0.260419091967404
two-sided,0.71,2.2,0.9792590246991767,0.26018626309662396
two-sided,0.71,2.22,0.9800506649778341,0.259604190919674
two-sided,0.71,2.24,0.9811589613679544,0.259487776484284
two-sided,0.71,2.26,0.981554781507283,0.2593713620488941
two-sided,0.71,2.28,0.9823464217859404,0.2591385331781141
two-sided,0.71,2.3,0.9833755541481951,0.2591385331781141
two-sided,0.71,2.32,0.9839297023432553,0.2591385331781141
two-sided,0.71,2.34,0.9848005066497784,0.25878928987194416
two-sided,0.71,2.36,0.9852754908169727,0.25844004656577413
two-sided,0.71,2.38,0.9859879670677644,0.2583236321303841
two-sided,0.71,2.4,0.9864629512349589,0.2582072176949942
two-sided,0.71,2.42,0.9869379354021532,0.2579743888242142
two-sided,0.71,2.44,0.987017099430019,0.25750873108265426
two-sided,0.71,2.46,0.9872545915136162,0.25750873108265426
two-sided,0.71,2.48,0.9876504116529449,0.25750873108265426
two-sided,0.71,2.5,0.9880462317922736,0.25750873108265426
two-sided,0.71,2.52,0.988204559848005,0.25750873108265426
two-sided,0.71,2.54,0.9884420519316023,0.25715948777648423
two-sided,0.71,2.56,0.9885212159594681,0.25704307334109433
two-sided,0.71,2.58,0.9886003799873337,0.25704307334109433
two-sided,0.71,2.6,0.9887587080430652,0.2566938300349243
two-sided,0.71,2.62,0.988837872070931,0.2565774155995344
two-sided,0.71,2.64,0.9889170360987967,0.2565774155995344
two-sided,0.71,2.66,0.9890753641545282,0.2564610011641444
two-sided,0.71,2.68,0.9890753641545282,0.25611175785797435
two-sided,0.71,2.7,0.9892336922102597,0.25599534342258445
two-sided,0.71,2.72,0.9893128562381254,0.25587892898719444
two-sided,0.71,2.74,0.9894711842938568,0.25576251455180443
two-sided,0.71,2.76,0.9895503483217226,0.25576251455180443
two-sided,0.71,2.78,0.9896295123495883,0.2554132712456345
two-sided,0.71,2.8,0.9901836605446485,0.2552968568102445
two-sided,0.71,2.82,0.990658644711843,0.2552968568102445
two-sided,0.71,2.84,0.990658644711843,0.2550640279394645
two-sided,0.71,2.86,0.9908169727675744,0.25483119906868457
two-sided,0.71,2.88,0.9910544648511717,0.25459837019790454
two-sided,0.71,2.9,0.9911336288790373,0.2543655413271245
two-sided,0.71,2.92,0.9912127929069031,0.2542491268917346
two-sided,0.71,2.94,0.9912919569347688,0.2542491268917346
two-sided,0.71,2.96,0.9913711209626346,0.2541327124563446
two-sided,0.71,2.98,0.9913711209626346,0.2541327124563446
two-sided,0.71,3.0,0.9913711209626346,0.2540162980209546
two-sided,0.71,3.02,0.9913711209626346,0.2538998835855646
two-sided,0.71,3.04,0.9914502849905004,0.2537834691501746
two-sided,0.71,3.06,0.991529449018366,0.25355064027939467
two-sided,0.71,3.08,0.991529449018366,0.25331781140861465
two-sided,0.71,3.1,0.9916086130462318,0.25320139697322464
two-sided,0.71,3.12,0.9916086130462318,0.25308498253783474
two-sided,0.71,3.14,0.9916086130462318,0.25308498253783474
two-sided,0.71,3.16,0.9916877770740975,0.2529685681024447
two-sided,0.71,3.18,0.9916877770740975,0.2529685681024447
two-sided,0.71,3.2,0.9916877770740975,0.2529685681024447
two-sided,0.71,3.22,0.9916877770740975,0.2529685681024447
two-sided,0.71,3.24,0.9916877770740975,0.2528521536670547
two-sided,0.71,3.26,0.9917669411019633,0.2528521536670547
two-sided,0.71,3.28,0.9917669411019633,0.2528521536670547
two-sided,0.71,3.3,0.9917669411019633,0.2528521536670547
two-sided,0.71,3.32,0.991846105129829,0.2526193247962747
two-sided,0.71,3.34,0.9919252691576947,0.2526193247962747
two-sided,0.71,3.36,0.9919252691576947,0.2525029103608848
two-sided,0.71,3.38,0.9919252691576947,0.2525029103608848
two-sided,0.71,3.4,0.9919252691576947,0.2525029103608848
two-sided,0.71,3.42,0.9919252691576947,0.2525029103608848
two-sided,0.71,3.44,0.9919252691576947,0.2525029103608848
two-sided,0.71,3.46,0.9920044331855605,0.2525029103608848
two-sided,0.71,3.48,0.9920044331855605,0.2525029103608848
two-sided,0.71,3.5,0.9920835972134262,0.2525029103608848
two-sided,0.71,3.52,0.9920835972134262,0.2525029103608848
two-sided,0.71,3.54,0.992162761241292,0.2525029103608848
two-sided,0.71,3.56,0.992162761241292,0.2525029103608848
two-sided,0.71,3.58,0.992162761241292,0.2525029103608848
two-sided,0.72,1.0,0.8804623179227359,0.49697322467986027
two-sided,0.72,1.02,0.9193318556048131,0.4892898719441211
two-sided,0.72,1.04,0.9334230525649145,0.48440046565774153
two-sided,0.72,1.06,0.938727042431919,0.4816065192083818
two-sided,0.72,1.08,0.9422102596580114,0.4774155995343422
two-sided,0.72,1.1,0.9437935402153261,0.4718277066356228
two-sided,0.72,1.12,0.9448226725775808,0.4651920838183935
two-sided,0.72,1.14,0.9454559848005066,0.45494761350407453
two-sided,0.72,1.16,0.9459309689677011,0.44575087310826544
two-sided,0.72,1.18,0.9467226092463584,0.429452852153667
two-sided,0.72,1.2,0.9470392653578215,0.41385331781140866
two-sided,0.72,1.22,0.9472767574414186,0.3969732246798603
two-sided,0.72,1.24,0.9473559214692844,0.37892898719441215
two-sided,0.72,1.26,0.9476725775807473,0.36181606519208387
two-sided,0.72,1.28,0.9478309056364788,0.3452852153667054
two-sided,0.72,1.3,0.9478309056364788,0.3318975552968568
two-sided,0.72,1.32,0.9478309056364788,0.320488940628638
two-sided,0.72,1.34,0.9479100696643445,0.31082654249126895
two-sided,0.72,1.36,0.9479100696643445,0.3034924330616996
two-sided,0.72,1.38,0.9479100696643445,0.29860302677532014
two-sided,0.72,1.4,0.9479100696643445,0.29592549476135044
two-sided,0.72,1.42,0.948068397720076,0.2944121071012805
two-sided,0.72,1.44,0.948068397720076,0.29324796274738063
two-sided,0.72,1.46,0.948068397720076,0.2926658905704307
two-sided,0.72,1.48,0.948068397720076,0.29185098952270083
two-sided,0.72,1.5,0.948068397720076,0.2916181606519208
two-sided,0.72,1.52,0.948068397720076,0.2915017462165308
two-sided,0.72,1.54,0.948068397720076,0.29091967403958086
two-sided,0.72,1.56,0.9482267257758075,0.2903376018626309
two-sided,0.72,1.58,0.9484642178594047,0.290221187427241
two-sided,0.72,1.6,0.9487808739708676,0.28928987194412104
two-sided,0.72,1.62,0.9491766941101963,0.28824214202561116
two-sided,0.72,1.64,0.9494141861937936,0.2873108265424913
two-sided,0.72,1.66,0.9502849905003167,0.28661233993015134
two-sided,0.72,1.68,0.9506016466117796,0.2861466821885914
two-sided,0.72,1.7,0.9512349588347055,0.2856810244470315
two-sided,0.72,1.72,0.9520265991133628,0.2848661233993015
two-sided,0.72,1.74,0.9521849271690943,0.2846332945285215
two-sided,0.72,1.76,0.952580747308423,0.28405122235157154
two-sided,0.72,1.78,0.9531348955034832,0.28381839348079163
two-sided,0.72,1.8,0.9537682077264091,0.2831199068684517
two-sided,0.72,1.82,0.9544806839772008,0.28253783469150173
two-sided,0.72,1.84,0.9549556681443951,0.2819557625145518
two-sided,0.72,1.86,0.95653894870171,0.28160651920838187
two-sided,0.72,1.88,0.957409753008233,0.28114086146682193
two-sided,0.72,1.9,0.9586763774540848,0.2807916181606519
two-sided,0.72,1.92,0.9604971500949968,0.28032596041909197
two-sided,0.72,1.94,0.9622387587080431,0.2793946449359721
two-sided,0.72,1.96,0.9641386953768207,0.27904540162980207
two-sided,0.72,1.98,0.9650886637112096,0.2782305005820722
two-sided,0.72,2.0,0.9661177960734643,0.2782305005820722
two-sided,0.72,2.02,0.9667511082963901,0.2778812572759022
two-sided,0.72,2.04,0.968888537048765,0.27764842840512227
two-sided,0.72,2.06,0.9700759974667511,0.2767171129220023
two-sided,0.72,2.08,0.9712634578847372,0.2764842840512224
two-sided,0.72,2.1,0.9722925902469918,0.27613504074505235
two-sided,0.72,2.12,0.9733217226092463,0.27578579743888243
two-sided,0.72,2.14,0.9750633312222926,0.2754365541327125
two-sided,0.72,2.16,0.9763299556681444,0.2743888242142025
two-sided,0.72,2.18,0.9775965801139962,0.2742724097788126
two-sided,0.72,2.2,0.9785465484483851,0.2740395809080326
two-sided,0.72,2.22,0.9793381887270425,0.27345750873108265
two-sided,0.72,2.24,0.9804464851171628,0.27334109429569264
two-sided,0.72,2.26,0.9808423052564914,0.27322467986030263
two-sided,0.72,2.28,0.9816339455351488,0.2729918509895227
