kind,lo,hi,sat,excl
two-sided,0.6,1.96,0.968888537048765,0.17683352735739233
two-sided,0.6,1.98,0.9698385053831539,0.17601862630966236
two-sided,0.6,2.0,0.9708676377454085,0.17601862630966236
two-sided,0.6,2.02,0.9715009499683344,0.17566938300349244
two-sided,0.6,2.04,0.9736383787207094,0.17543655413271242
two-sided,0.6,2.06,0.9748258391386954,0.17450523864959255
two-sided,0.6,2.08,0.9760132995566815,0.17427240977881253
two-sided,0.6,2.1,0.977042431918936,0.1739231664726426
two-sided,0.6,2.12,0.9780715642811906,0.1735739231664727
two-sided,0.6,2.14,0.9798131728942369,0.17322467986030265
two-sided,0.6,2.16,0.9810797973400887,0.17217694994179278
two-sided,0.6,2.18,0.9823464217859404,0.17206053550640277
two-sided,0.6,2.2,0.9832963901203293,0.17182770663562286
two-sided,0.6,2.22,0.9840880303989867,0.1712456344586729
two-sided,0.6,2.24,0.9851963267891071,0.1711292200232829
two-sided,0.6,2.26,0.9855921469284357,0.1710128055878929
two-sided,0.6,2.28,0.9863837872070931,0.17077997671711287
two-sided,0.6,2.3,0.9874129195693477,0.17077997671711287
two-sided,0.6,2.32,0.9879670677644079,0.17077997671711287
two-sided,0.6,2.34,0.988837872070931,0.17043073341094295
two-sided,0.6,2.36,0.9893128562381254,0.17008149010477303
two-sided,0.6,2.38,0.990025332488917,0.16996507566938301
two-sided,0.6,2.4,0.9905003166561115,0.169848661233993
two-sided,0.6,2.42,0.9909753008233059,0.1696158323632131
two-sided,0.6,2.44,0.9910544648511717,0.16915017462165305
two-sided,0.6,2.46,0.9912919569347688,0.16915017462165305
two-sided,0.6,2.48,0.9916877770740975,0.16915017462165305
two-sided,0.6,2.5,0.9920835972134262,0.16915017462165305
two-sided,0.6,2.52,0.9922419252691577,0.16915017462165305
two-sided,0.6,2.54,0.9924794173527549,0.16880093131548313
two-sided,0.6,2.56,0.9925585813806207,0.16868451688009312
two-sided,0.6,2.58,0.9926377454084864,0.16868451688009312
two-sided,0.6,2.6,0.9927960734642178,0.1683352735739232
two-sided,0.6,2.62,0.9928752374920836,0.16821885913853318
two-sided,0.6,2.64,0.9929544015199493,0.16821885913853318
two-sided,0.6,2.66,0.9931127295756809,0.16810244470314317
two-sided,0.6,2.68,0.9931127295756809,0.16775320139697325
two-sided,0.6,2.7,0.9932710576314123,0.16763678696158324
two-sided,0.6,2.72,0.993350221659278,0.16752037252619323
two-sided,0.6,2.74,0.9935085497150095,0.16740395809080322
two-sided,0.6,2.76,0.9935877137428752,0.16740395809080322
two-sided,0.6,2.78,0.993666877770741,0.1670547147846333
two-sided,0.6,2.8,0.9942210259658011,0.16693830034924328
two-sided,0.6,2.82,0.9946960101329956,0.16693830034924328
two-sided,0.6,2.84,0.9946960101329956,0.16670547147846337
two-sided,0.6,2.86,0.994854338188727,0.16647264260768335
two-sided,0.6,2.88,0.9950918302723243,0.16623981373690333
two-sided,0.6,2.9,0.99517099430019,0.16600698486612342
two-sided,0.6,2.92,0.9952501583280557,0.1658905704307334
two-sided,0.6,2.94,0.9953293223559214,0.1658905704307334
two-sided,0.6,2.96,0.9954084863837872,0.1657741559953434
two-sided,0.6,2.98,0.9954084863837872,0.1657741559953434
two-sided,0.6,3.0,0.9954084863837872,0.1656577415599534
two-sided,0.6,3.02,0.9954084863837872,0.1655413271245635
two-sided,0.6,3.04,0.995487650411653,0.16542491268917348
two-sided,0.6,3.06,0.9955668144395187,0.16519208381839345
two-sided,0.6,3.08,0.9955668144395187,0.16495925494761354
two-sided,0.6,3.1,0.9956459784673845,0.16484284051222353
two-sided,0.6,3.12,0.9956459784673845,0.16472642607683352
two-sided,0.6,3.14,0.9956459784673845,0.16472642607683352
two-sided,0.6,3.16,0.9957251424952501,0.1646100116414435
two-sided,0.6,3.18,0.9957251424952501,0.1646100116414435
two-sided,0.6,3.2,0.9957251424952501,0.1646100116414435
two-sided,0.6,3.22,0.9957251424952501,0.1646100116414435
two-sided,0.6,3.24,0.9957251424952501,0.1644935972060535
two-sided,0.6,3.26,0.9958043065231159,0.1644935972060535
two-sided,0.6,3.28,0.9958043065231159,0.1644935972060535
two-sided,0.6,3.3,0.9958043065231159,0.1644935972060535
two-sided,0.6,3.32,0.9958834705509816,0.1642607683352736
two-sided,0.6,3.34,0.9959626345788474,0.1642607683352736
two-sided,0.6,3.36,0.9959626345788474,0.16414435389988358
two-sided,0.6,3.38,0.9959626345788474,0.16414435389988358
two-sided,0.6,3.4,0.9959626345788474,0.16414435389988358
two-sided,0.6,3.42,0.9959626345788474,0.16414435389988358
two-sided,0.6,3.44,0.9959626345788474,0.16414435389988358
two-sided,0.6,3.46,0.9960417986067132,0.16414435389988358
two-sided,0.6,3.48,0.9960417986067132,0.16414435389988358
two-sided,0.6,3.5,0.9961209626345788,0.16414435389988358
two-sided,0.6,3.52,0.9961209626345788,0.16414435389988358
two-sided,0.6,3.54,0.9962001266624446,0.16414435389988358
two-sided,0.6,3.56,0.9962001266624446,0.16414435389988358
two-sided,0.6,3.58,0.9962001266624446,0.16414435389988358
two-sided,0.61,1.0,0.8850538315389487,0.39976717112922
two-sided,0.61,1.02,0.9239233692210259,0.39208381839348083
two-sided,0.61,1.04,0.9380145661811273,0.38719441210710126
two-sided,0.61,1.06,0.9433185560481318,0.38440046565774155
two-sided,0.61,1.08,0.9468017732742242,0.38020954598370194
two-sided,0.61,1.1,0.9483850538315389,0.3746216530849825
two-sided,0.61,1.12,0.9494141861937936,0.36798603026775323
two-sided,0.61,1.14,0.9500474984167194,0.35774155995343426
two-sided,0.61,1.16,0.9505224825839139,0.3485448195576252
two-sided,0.61,1.18,0.9513141228625712,0.33224679860302675
two-sided,0.61,1.2,0.9516307789740343,0.3166472642607684
two-sided,0.61,1.22,0.9518682710576314,0.29976717112922
two-sided,0.61,1.24,0.9519474350854972,0.2817229336437719
two-sided,0.61,1.26,0.9522640911969601,0.2646100116414435
two-sided,0.61,1.28,0.9524224192526916,0.24807916181606515
two-sided,0.61,1.3,0.9524224192526916,0.23469150174621656
two-sided,0.61,1.32,0.9524224192526916,0.2232828870779977
two-sided,0.61,1.34,0.9525015832805573,0.21362048894062868
two-sided,0.61,1.36,0.9525015832805573,0.20628637951105933
two-sided,0.61,1.38,0.9525015832805573,0.20139697322467986
