dyn_stable,on_hull,experimental,n,frac_of_total,n_hull_le_1meV,median_e_hull,median_vol_per_atom,pass_d1_735,pass_d1_735_ndef,pass_d1_804,pass_d1_804_ndef,pass_d7,pass_d7_ndef,pass_d8,pass_d8_ndef,oxi_ok_frac
True,True,True,4254,0.1599248120300752,4254,0.0,20.466141242258104,0.994629070157771,2979,0.9751594494796911,2979,0.8704748472026328,4254,0.9677945373012637,2453,0.7014574518100611
True,True,False,1723,0.0647744360902255,1723,0.0,18.05057948108209,1.0,864,0.9849537037037037,864,0.583865351131747,1723,0.9666666666666667,750,0.502031340684852
True,False,True,2130,0.0800751879699248,122,0.0206732011249983,18.913807926120576,0.992,1625,0.9636923076923077,1625,0.8943661971830986,2130,0.9493763756419662,1363,0.7643192488262911
True,False,False,4856,0.1825563909774436,101,0.0458127089416668,19.894327733116064,0.9954699886749717,2649,0.9818799546998868,2649,0.621499176276771,4856,0.9500680889695869,2203,0.5461285008237232
False,True,True,1688,0.0634586466165413,1688,0.0,17.45591871893229,0.995819397993311,1196,0.9423076923076923,1196,0.840047393364929,1688,0.9763928234183191,1059,0.7109004739336493
False,True,False,1616,0.0607518796992481,1616,0.0,19.41042280980563,0.9984276729559748,636,0.9685534591194969,636,0.4313118811881188,1616,0.9770114942528736,609,0.3935643564356436
False,False,True,2118,0.0796240601503759,119,0.0333892605513272,16.90190105319389,0.9757248819959542,1483,0.9359406608226568,1483,0.8432483474976393,2118,0.9707016191210486,1297,0.7039660056657224
False,False,False,8215,0.3088345864661654,80,0.0951238569999999,19.2615518716689,0.9929314745729433,5093,0.9785980757903004,5093,0.6637857577601948,8215,0.965054945054945,4550,0.6214242239805234
