fraction,draw,n_structures,n_groups,n_pairs,cosine,spearman_vs_published,dev_accuracy,v_atom,M_z,D_BV,eta_site,k_max,f_iso
0.5,23,2094,376,3451,0.9934031312179371,0.9940343893693631,0.7417720288476324,-4.368016416236575,-1.6378222300086895,-0.8879155927037533,-0.7904536405481115,-0.1308646273546696,0.5584991523133662
0.5,24,2094,362,3596,0.987572211101842,0.9850262082363919,0.7473084781108433,-7.11389182939892,-0.9963786481021245,-0.8747901454302597,-0.8034381678000381,-0.24162307410349998,0.7357205490944405
0.5,25,2094,379,3393,0.9964915337582768,0.9932878483718169,0.7531767572326454,-5.243313950162657,-0.9105965690084559,-1.1875658384835348,-0.6823746552998027,-0.2614032382497963,0.7267422472392436
0.5,26,2094,384,3307,0.9947175732543075,0.996309851414856,0.746743532298408,-5.289681876385476,-1.7710375954120579,-1.7230259853387573,-0.8802584847351794,-0.1587655699443757,0.7681306329729141
0.5,27,2094,391,3314,0.9949441890145646,0.9916452803731909,0.7391082068240693,-4.313936454834584,-0.8614064998353923,-0.656279875845788,-0.8028693147082343,-0.06541966727128114,0.604518125512564
0.5,28,2094,375,3617,0.9943682095455325,0.9944836249047355,0.7535016072071822,-4.8790584526286,-0.7918364340702528,-0.9102931082737576,-0.6747545583711724,-0.22437772752757548,0.37097033257445744
0.5,29,2094,377,3639,0.9731418678053798,0.9842526670535846,0.7493932279266825,-4.473094154345304,-2.3576550455586625,-0.9906637929651874,-0.9393901667780856,-0.32720742094608957,0.4971263796765653
0.5,30,2094,384,3255,0.9506774858203478,0.879018836024433,0.7393723458864376,-2.852424283151307,0.05007462946134852,-1.2573801275876855,-0.7335991866180875,-0.11585558596393483,0.5241411916461844
0.5,31,2094,362,2882,0.9323757068353552,0.9166826048073418,0.7433733354702694,-2.321318266965972,-0.2298706817944624,-1.378997829066762,-0.895854718736176,-0.25834863577984596,0.5806785196012599
0.5,32,2094,388,3100,0.9982539117346688,0.9953337826853229,0.7582573905743737,-5.565516681513313,-1.609134015867912,-1.2207163064298499,-0.8477375049884307,-0.3181490144256646,0.9098879717326348
0.5,33,2094,365,3840,0.9647311911685615,0.8784555940394386,0.7535856869410289,-7.312713633180964,0.15944592455440273,-1.572258968533205,-0.815999911261916,-0.3830112533271305,0.6104049327200508
0.5,34,2094,355,3148,0.9813181114147606,0.950003242503902,0.7513829817355021,-4.480096581306311,-0.27734969968316564,-1.3423171357213595,-0.9386555521512092,-0.3978218792034036,0.6076278959649806
0.5,35,2094,392,3531,0.9980243559150324,0.9954259144662152,0.7577832471391989,-4.5742066229005625,-1.3592646163792577,-1.01973442946454,-0.70503775357915,-0.24889322836303043,0.7597949195766162
0.5,36,2094,362,3724,0.9909219804900827,0.9787329248640843,0.7470239062788869,-4.355035961973578,-0.4736742342633013,-1.0597658110698507,-0.7603642769277552,-0.23014190554341307,0.6099120423922247
0.5,37,2094,384,3883,0.9964796906896072,0.995152966160923,0.7538184286709052,-5.647609633839411,-0.9258269152722607,-1.3650406607177923,-0.8459470407768971,-0.25557938383814605,0.6040957600642024
0.5,38,2094,389,3499,0.885332539499172,0.42660027919305854,0.7420296813702669,-6.273475849050724,1.616224229302094,-1.4081655043011871,-0.7342294244071418,-0.2084294528467211,0.5648839864002478
0.5,39,2094,372,3848,0.9954766282186367,0.9944963180456692,0.7383338532548109,-5.399906769034552,-1.3541490006090922,-0.810725408692493,-0.8215071500755551,-0.1006408967480122,0.4231431149237792
0.5,40,2094,375,3703,0.9635238143517416,0.9853495055211712,0.7373712572573442,-3.0800412199671254,-1.7629344329327328,-0.8554267783337162,-0.7548995792631702,-0.10203926175813369,0.6860547637510215
0.5,41,2094,358,3776,0.9804011785500577,0.9849155479551924,0.7491651462675287,-2.506825274315136,-0.654379814504829,-1.1113644052503482,-0.6795026445762693,-0.2568995954396695,0.46765694751336845
0.5,42,2094,390,3561,0.9666603747486445,0.9433687686411377,0.7468911719506129,-2.975840534398659,-0.3270464756312654,-1.27914515323331,-0.9851193682492649,-0.29627481339524275,0.589500890640935
0.5,43,2094,359,4067,0.9981265396079033,0.9961887210334792,0.7480846707520764,-5.07218052878126,-1.5468818134840103,-1.2855482021637028,-0.7345949663706582,-0.07176226567751336,0.6077452846933313
0.5,44,2094,367,3583,0.9967988852869752,0.995734019773617,0.7501327522082437,-4.607597471050148,-0.8916768500905843,-1.394583583128924,-0.79850678254928,-0.2571493365351504,0.5649664889106522
0.5,45,2094,371,3481,0.9577331510844533,0.9820302488400445,0.7413453880684167,-3.247987253908869,-2.0051397252863983,-0.9268130424574058,-0.7237151512953944,-0.1347633655562803,0.461647652098543
0.5,46,2094,385,3651,0.9915356848209751,0.9902830285281303,0.7403470868562833,-5.025735733015244,-0.8289946428103514,-0.6610775814865009,-0.7544404908193899,-0.09926019102954536,0.549763391786884
0.5,47,2094,359,3382,0.9928595356637849,0.9916818412031412,0.7370108372733457,-4.317804432805582,-1.4551006449922523,-0.656141067364416,-0.759167812065576,-0.13641812562155908,0.34326036617816963
0.5,48,2094,367,3507,0.9951708112756584,0.9941641045658746,0.7549245064263601,-6.900305174616431,-1.4945521634286447,-1.1874109205962484,-0.7578875950803031,-0.18761450318848014,0.5176449875644075
0.5,49,2094,380,4044,0.9761292655177333,0.9878182784367662,0.7531499444980023,-2.7918605445149347,-1.0827837701837562,-1.1331804025766141,-0.8708434810777471,-0.3363879033581483,0.6044550463012514
0.5,50,2094,368,3389,0.9835987659384817,0.9777754827246111,0.7423132415796739,-7.154397451543032,-0.8487038835972159,-0.7541566980496769,-0.8945149728585747,-0.17726764587667304,0.6697632637623555
0.5,51,2094,397,3622,0.9939985069286885,0.9886417518810954,0.7499149267246226,-4.935633790580928,-0.6671748657311624,-1.0828019666231008,-0.8106104240942937,-0.24816514661718053,0.6166477094814059
0.5,52,2094,365,3510,0.995738323863344,0.9943769326809888,0.752567908736445,-6.364771275687023,-1.3261155550834227,-1.0848062773381404,-0.7022682628831388,-0.22900138596621594,0.7267565226158644
0.5,53,2094,360,3747,0.9963422385279975,0.9939761686872411,0.7447979286405373,-4.558233317758455,-1.478759793821371,-0.9203654182193864,-0.6524046087407954,-0.046061449542065,0.563082907625698
0.5,54,2094,366,3406,0.9969283766370097,0.9940063394602676,0.7424588746787754,-5.0978962961949446,-0.9564167703425301,-1.0344797855573549,-0.7777656039116886,-0.02258274535897511,0.6103210986867018
0.5,55,2094,385,4058,0.9759459940503583,0.9471098890756972,0.7386604622394619,-6.743012209727766,-0.3905277123206908,-0.7814800586689623,-0.8571254737222826,-0.16951899566920414,0.6117695905641595
0.5,56,2094,363,4143,0.9944075250867173,0.9936149479423673,0.7419156652771484,-5.041676322568566,-1.5493204448990212,-0.7245553550963797,-0.8156316625300736,-0.17817323597150306,0.4882982520804094
0.5,57,2094,369,3648,0.9871927913751686,0.9790307891108809,0.7483956289071885,-5.779032126442214,-0.5879112505441219,-0.985803042741752,-0.759140435966596,-0.1602768882666103,0.4785894371970121
0.5,58,2094,381,3166,0.9995085828909249,0.9990116788794876,0.7494261702988044,-4.924802393636999,-1.2557784591603052,-1.0756969546620592,-0.7817517055503361,-0.1427600864266794,0.5037209579175811
0.5,59,2094,374,3717,0.9990734481008698,0.9985277004442438,0.7508254726896426,-3.8494083250753692,-1.0958214260179053,-0.8813946274448418,-0.7023203588010821,-0.22609052021268267,0.5745313192468061
0.5,60,2094,380,3234,0.999177899468087,0.9982959351215205,0.7548617502191777,-5.8928514838272275,-1.3999586063837588,-1.3896622366408906,-0.7890543873630419,-0.26747292835411995,0.5917638205113934
0.5,61,2094,384,4042,0.9864752268016902,0.9682431163303472,0.7432481203097503,-4.817270150626844,-0.39505770936368306,-0.9560807423463303,-0.7332081228100185,-0.08862483010860732,0.5438065388339722
0.5,62,2094,358,3622,0.9938269870415118,0.9934744114843646,0.7456713733578434,-5.4138848007300515,-1.299149639691254,-0.7121708228130295,-0.6732040856233934,-0.19717884570000277,0.50492521490523
0.5,63,2094,373,3538,0.9842647148482282,0.9797921271110678,0.7414459819495711,-6.517302793960887,-0.8042245074973297,-0.7495288747286447,-0.7481826723320814,-0.11515444955129932,0.5165239140232585
0.5,64,2094,375,3781,0.9562882472139155,0.8420805928365722,0.7398543389409017,-4.636823665499693,0.2745706584062218,-1.221808880353961,-0.7981094160872519,-0.28751984029939304,0.34160312362707024
0.5,65,2094,374,3442,0.9784657944193159,0.9764221632593748,0.7408118969614086,-5.0753642272796595,-2.173093613471023,-0.5304291239376863,-0.7563586153354438,0.029593483601208476,0.5635669761395371
0.5,66,2094,377,3246,0.9965861701704886,0.9949149942091129,0.7481244943898417,-3.6639126664213957,-0.8426644308707565,-1.0941104901925822,-0.7679584219766974,-0.13960297818470094,0.6490709356404909
0.5,67,2094,378,3231,0.9914661834190714,0.9912223132735262,0.7405091383758847,-4.613401699166372,-1.7704710506887085,-0.8406642636045378,-0.7816687535529148,-0.12076926322876835,0.5057610377269588
0.5,68,2094,383,3123,0.9917618543134158,0.9911270297054048,0.7460004204891185,-6.783797292865909,-1.0319938505879005,-1.0493077381293088,-0.8982655374384207,-0.155578866675428,0.6013463098226878
0.5,69,2094,375,4020,0.9498630226450321,0.9755823068645904,0.7376698272808284,-3.3721734537921035,-2.1646846313447172,-0.6600289585119907,-0.7676798025236243,-0.14098336470564093,0.4145695736438699
0.5,70,2094,370,3144,0.9668959058449321,0.9004053529266365,0.7447576592776823,-3.8442417099182986,-0.032811926161570165,-1.190999392953052,-1.0313365069806375,-0.37023331781958624,0.6484063163281195
0.5,71,2094,349,3882,0.9916421436397114,0.995425231925021,0.7487884190040147,-3.6848491527389933,-1.376638062608092,-1.0657441809765436,-0.8907821973336103,-0.3346176058991073,0.5501769145068872
0.5,72,2094,377,3759,0.9924198566492072,0.9943167224117214,0.7524513670729185,-3.520136203362495,-1.3646385598990254,-1.0231993145981013,-0.6123498926055903,-0.21140474715925275,0.5138359964919077
0.5,73,2094,376,3924,0.9903027152149949,0.9793151308678867,0.7491734535558262,-5.065442389694294,-0.5514518779812206,-1.395345006037315,-0.8996622410781073,-0.32990984934794454,0.5406799296556147
0.5,74,2094,382,3367,0.9976152431923268,0.9962732946719788,0.7436292109774255,-4.3366846670426025,-1.0677825161883359,-1.2182699231384002,-0.9237567558838323,-0.14775284618090975,0.7421549324439652
0.5,75,2094,370,3513,0.9955404139066746,0.992735336097878,0.7543088727388387,-4.471449995832418,-1.566714704269904,-1.068303109761004,-0.6809980243145914,-0.3455606108115887,0.4632500568994043
0.5,76,2094,385,3282,0.9754867454029611,0.9578565112948279,0.7460489884713013,-4.210071859078264,-0.36251879295923634,-1.7449152207174072,-0.8730585040240186,-0.2616427680691522,0.6274675134596094
0.5,77,2094,375,3284,0.9775810901473084,0.9352539445061847,0.7472787806443904,-5.591653520412205,-0.16407247017163806,-1.2048082721855862,-0.7582934212504037,-0.1716558011343765,0.6262774403120472
0.5,78,2094,392,3545,0.9979633048215356,0.9976686856494582,0.7548322342505969,-5.91003772995453,-1.572382004832354,-1.798250139537938,-0.8898780566716632,-0.3069058016915403,0.6098774779589207
0.5,79,2094,367,3712,0.9958489159225297,0.9954929006120993,0.7511516011247057,-5.98257521086278,-2.105602376830792,-1.3073400058241726,-1.0025515142181187,-0.2836475049334486,0.6873984460119061
0.5,80,2094,387,3514,0.9979598266383004,0.9964823020277519,0.7461645120043784,-4.102860617173537,-1.097370269886553,-0.8034960174888334,-0.8526849592573496,-0.32680493897902907,0.4621971569616674
0.5,81,2094,395,3617,0.998191171807223,0.9968816844273362,0.7531344206284746,-4.600346781859961,-0.8632647627374059,-1.0866219769462657,-0.8143425730618389,-0.24060224272825118,0.5341149971130601
0.5,82,2094,369,3855,0.9929562675006975,0.9899516950768981,0.748608705447737,-5.395676555535952,-0.7565557715721177,-1.0406026395714258,-0.7005381234516961,-0.11023165380194674,0.5966233122988064
0.5,83,2094,379,3780,0.9990867711949051,0.9986457462298716,0.7451972040159429,-5.184690212054224,-1.443565112513768,-1.0771631262052046,-0.8443529900005174,-0.14009863773159717,0.6448305005679925
0.5,84,2094,364,3090,0.9826710953751762,0.9789571132438792,0.7468338964932356,-3.9376763027707344,-0.5321693892062671,-1.6016237841443528,-0.6465129205351705,-0.21602362745059647,0.3935352381363605
0.5,85,2094,371,3813,0.9897025098498892,0.984935890952437,0.7451034777297497,-6.804957066748568,-2.18949806233358,-0.9092531646383839,-0.8350248515141536,-0.2948055526968556,0.31592313420179535
0.5,86,2094,362,3641,0.9978122247260279,0.9980084863716054,0.7537355693327331,-4.506411858249278,-1.320032563747467,-1.3479639967328636,-0.7598556307141482,-0.2699613991216514,0.4476794571849685
0.5,87,2094,366,3456,0.988398114117116,0.9805538579607134,0.7507401606033314,-6.957303729097468,-0.7128397618654897,-1.4821263542326832,-0.8192051322465417,-0.2705764421064621,0.5576208128616792
0.5,88,2094,369,4150,0.9960079186417319,0.9962737308444115,0.7420757427008281,-3.305588013452331,-1.033602290510695,-0.9178959000362146,-0.7798203667503993,-0.0860940668921941,0.5384657782238091
0.5,89,2094,371,4280,0.9845071742792839,0.9633896170687198,0.7450966523949596,-6.388041438272991,-0.47129357896338436,-1.1818418171019878,-0.8756575292844295,-0.1931946300897532,0.8335720830448251
0.5,90,2094,379,3541,0.9961480373995738,0.9928940559437422,0.7401484624524834,-4.40407564042392,-0.8214569642176216,-0.7788140112605265,-0.8203661896548139,-0.09634994096580105,0.5840462576458582
0.5,91,2094,380,4024,0.997900053152341,0.9968755235734674,0.7503740874623971,-5.1985849205002665,-1.4196786176086345,-1.530404767519048,-0.7447880978442724,-0.20089025709561367,0.46754011872742757
0.5,92,2094,362,3697,0.9991311069812577,0.9984501794589459,0.7464841410934925,-4.869959943781415,-1.3526936501271234,-1.3188300595433593,-0.7861341905041264,-0.10835015209880065,0.5915228252744111
0.5,93,2094,391,3600,0.9976557545594662,0.9971432149219596,0.74496642527302,-4.926492892107507,-1.3521139395807613,-0.8586417520204349,-0.8241463362337381,-0.29785215419508254,0.48883408556647095
0.5,94,2094,356,3948,0.9983641368411525,0.9979094624777398,0.7484772415341973,-5.080472894701839,-1.200023499414451,-1.0534787396737162,-0.7736845427253947,-0.3013747904475871,0.37549951875563303
0.5,95,2094,365,3765,0.9830611095594632,0.9644160651855633,0.7435676127695319,-3.570392842289835,-0.3830876121968623,-1.199092281068056,-0.8484564354573829,-0.37535134124049296,0.2703310750094474
0.5,96,2094,356,3582,0.998603955346538,0.9957171931305147,0.7458187500613623,-5.125309914291203,-1.4102027999465057,-1.1810229254958495,-0.9516715676258332,-0.48928702325046003,0.6035290477423106
0.5,97,2094,365,4065,0.9916405896240094,0.9898188823694867,0.7464565034783397,-6.617087358320411,-0.9157528094112167,-1.1338896597784551,-0.9631435652824692,-0.273381509777426,0.49286038409148897
0.5,98,2094,365,4059,0.9834786362151974,0.9847448057388184,0.7382967883635478,-4.499792794220021,-1.9988787256941514,-0.7817554491388486,-0.7520794837386136,-0.05489987008793298,0.4984931815183344
0.5,99,2094,362,3706,0.9918228546310488,0.9887995856495292,0.7495848170829128,-6.16589636217258,-0.9405211499002376,-1.1262274373522474,-0.6526573547595494,-0.06694764216854483,0.5073078128268121
0.5,100,2094,396,3105,0.9990417545646189,0.9973919373471559,0.7471695674681903,-3.855208006171325,-0.8211235671810309,-0.9344004515079067,-0.7552060699291473,-0.156142645732291,0.4865300243008186
0.5,101,2094,367,3752,0.9955405510733688,0.9935264798137293,0.7393762585229451,-2.658373780355893,-0.8820008354890605,-0.6260756218723174,-0.637175803547776,-0.048995688992682786,0.29947055117146537
0.5,102,2094,372,3679,0.9977562158021438,0.9975648615700733,0.7538727273349214,-5.962688715752873,-1.1679246272723647,-1.3973037885083162,-0.8240297726088581,-0.2263383469224621,0.5100849401642567
0.5,103,2094,386,3223,0.9452675090185731,0.977275595439382,0.7464340203996644,-3.4853861705999916,-2.3568648921866178,-1.121366026630599,-0.7159423825952484,-0.21230276051018465,0.6501989842758765
0.5,104,2094,351,3707,0.9975390005129929,0.9975614948028032,0.7520027406436592,-5.458969385924397,-1.2737154543216802,-0.9611318763333218,-0.7260879875902878,-0.20694403230550265,0.582584058582684
0.5,105,2094,385,3535,0.9710525658807285,0.9163599106110571,0.7415189879996594,-5.697191676077973,-0.09477728546911252,-1.1610663476889647,-0.774665405938186,-0.18684514077713926,0.1586249317483323
0.5,106,2094,377,3673,0.9969627419823086,0.9966106709424111,0.7540345892885926,-4.508957983452512,-1.5159921558156035,-0.9805029929439508,-0.7646543468248771,-0.22290772036540307,0.5373857078849409
0.5,107,2094,352,3353,0.9784909318266941,0.9425183993136509,0.7430529395633618,-5.874284513810402,-0.24029608603248903,-1.064266385851906,-0.8965827518116157,-0.17106058748682712,0.4895469800097862
0.5,108,2094,377,3704,0.9373272768109254,0.9842310166834226,0.7395085431514632,-2.0499592033294696,-1.338159356711901,-0.8801870051294848,-0.7959020204502733,-0.1006571348952958,0.45152665287122973
0.5,109,2094,377,3665,0.9910454634092812,0.9809269227162305,0.7462383326950732,-4.397690957125104,-0.5060389413386128,-0.9552786859642158,-0.7593296761889866,-0.3447695955524899,0.420972132310508
0.5,110,2094,369,3935,0.980841071695185,0.952169698061422,0.7520363898266157,-5.990224477980573,-0.3198893476142514,-1.8013100806852473,-0.8569760995494422,-0.32136718516856805,0.7676788312336498
0.5,111,2094,377,3290,0.9751892632547161,0.9314789440346102,0.7434955139835439,-6.682835275543221,-0.19835175039850259,-1.1527564922231786,-0.7971436284979709,-0.17192790606018893,0.6546617931578234
0.5,112,2094,368,3425,0.9433730986799875,0.8907412519948238,0.7339301077455744,-1.936648368681701,-0.06256135548195807,-0.9346041445960597,-0.7573460482398913,-0.153263143698708,0.26446066418257275
0.5,113,2094,371,3943,0.972819207657975,0.9472391164391731,0.7340521067867596,-7.024155999925284,-0.44433721546848454,-0.6432269256810624,-0.8751070729561081,-0.25478576424739696,0.4249898995654827
0.5,114,2094,357,3797,0.9686906301159972,0.8989692432580833,0.7324840315945736,-4.824529947052475,0.011613746328708891,-0.8343478307401423,-0.8281203691454749,-0.37531812011926147,0.3997430454978847
0.5,115,2094,367,3289,0.9302829982288655,0.9677872937411314,0.7474215424859572,-1.8860463475188127,-0.6539345214413932,-1.276334456754623,-0.7446835821479376,-0.2042806780491251,0.5007509583378993
0.5,116,2094,380,4371,0.9203658326865094,0.9511383774996084,0.7425782033509116,-6.1557447868821455,-4.653731833416672,-1.181580266450304,-0.6916567763499196,-0.1484971905696473,0.7385199076879989
0.5,117,2094,378,3542,0.9561458539124917,0.9870582824678759,0.7436858341305231,-3.19498473110174,-1.5811452211470116,-1.7021001999230998,-0.8282206711198289,-0.2612626591429696,0.711399550773151
0.5,118,2094,364,4000,0.9874727935542714,0.9726106357988146,0.7460184311840502,-3.3215824776825524,-0.463447996979477,-1.0625938456567015,-0.844187335724307,-0.21533733061221408,0.6150410778947092
0.5,119,2094,386,2840,0.987903772246934,0.9795352985487286,0.7472060424408935,-2.3629845816214003,-0.5079682192235535,-0.7782452424136947,-0.7436833253648663,-0.17100746323040808,0.3843214963157703
0.5,120,2094,380,4125,0.9767438045688187,0.9756442230781358,0.7468571543356621,-6.118935007159211,-2.8332270580886694,-0.7713069614740514,-0.8832394626317959,-0.30016138714059387,0.6155940434277786
0.5,121,2094,397,3607,0.9729296201960529,0.9848607321318613,0.7440384113875801,-3.438653690578419,-1.7635013466178937,-1.2680894231681519,-0.5689752293680483,-0.0654476253366166,0.47403470700409756
0.5,122,2094,385,3250,0.9621404439388065,0.9891308844423822,0.7439066612548909,-3.0710921302672305,-1.5721247348751257,-1.491312173256586,-0.7545040462593537,-0.20753482064745565,0.5318711585042029
0.5,123,2094,364,3626,0.9967596996608341,0.9965856132612145,0.7558479288730521,-4.75737906903713,-1.0059679784678033,-1.4977499840699064,-0.7711606265381459,-0.2714248595138363,0.5049816683830026
0.5,124,2094,366,3606,0.935258793050741,0.9371405480381518,0.7388341890693009,-2.933291693575054,-0.3505998221152671,-1.8966590459675687,-0.8121430262836583,-0.045313113291135056,0.5819887429022028
0.5,125,2094,373,3595,0.9956781289835929,0.9935924474610173,0.7397443928885606,-4.714709512648241,-1.474042863667076,-0.8304046873817551,-0.7111682336746706,-0.10786621436707554,0.38576027544524505
0.5,126,2094,382,3229,0.9996833974369338,0.999355526948304,0.7484454198145282,-4.855635050083923,-1.1716221597767222,-1.2483439877183637,-0.7952982598173379,-0.16244067330811815,0.5255150489530312
0.5,127,2094,384,3771,0.9759279417467178,0.9593216895345557,0.7455962746165827,-9.27216214060557,-0.7906153892601168,-0.9157841084470522,-0.8586347361831169,-0.31783205201379455,0.6350656855138079
0.5,128,2094,371,3000,0.903393237239985,0.9611451387968183,0.7382571832349465,-3.6648878465252706,-3.0843157339544534,-0.6933632349754226,-0.8338738681427189,-0.10623790532934545,0.575458733924119
0.5,129,2094,363,3336,0.9762865674565114,0.9522131961256316,0.7437198841977317,-8.534452276103357,-0.5659452863162414,-1.0544028746590786,-0.8740669158637556,-0.13673592768341777,0.6312562063318203
0.5,130,2094,387,3526,0.974769787455923,0.9908439300916309,0.750900325883589,-2.6638125091330664,-1.0444038828858697,-1.204084366762022,-0.8067497729632229,-0.22921509714049199,0.4497822179513707
0.5,131,2094,364,3527,0.9920013362973452,0.9918742677941249,0.742326057712997,-3.3248518341178572,-0.8710087636646745,-1.147136228138083,-0.8148353796477703,-0.10701783845770721,0.6542869526536614
0.5,132,2094,389,3770,0.9777161868573158,0.9913182726800422,0.7454025543115755,-3.327511511234664,-1.590301018854485,-1.0857568128042279,-0.8029279255775612,-0.16808391698192698,0.7209234363715368
0.5,133,2094,372,3989,0.9955916229103307,0.9959566707600249,0.7457672084974998,-5.29020706915823,-1.262887152184023,-0.766121731706495,-0.7960871613865239,-0.27258501626034015,0.4718846644995924
0.5,134,2094,360,3845,0.9960535172334499,0.9959966454403264,0.7495199025269715,-4.755588874691601,-1.5928831469341063,-0.9059385522372096,-0.8693374556643372,-0.2601292624189771,0.6273167201337811
0.5,135,2094,379,4214,0.9888672404560025,0.9928150923851516,0.7495733402573831,-3.3300614345980017,-0.9881644864385226,-1.3019036290852366,-0.765464588574729,-0.30140421356484576,0.585317853041553
0.5,136,2094,370,4027,0.9923549909777697,0.9874790911025378,0.7463084094602765,-5.016404937639053,-0.6950489397919342,-1.2649324313833352,-0.6076867738562061,-0.09491217769725394,0.3846999727052015
0.5,137,2094,360,4053,0.9992012188466743,0.9985214359422031,0.7447787228861011,-4.863966540820395,-1.118010046272971,-1.062536556167016,-0.8584189421819477,-0.15042345220658979,0.7094959346380451
0.5,138,2094,375,4123,0.9807835584137243,0.955467290476338,0.7461654913351067,-5.9125916760348,-0.3577081744757691,-0.9673089031913601,-0.7674106127294645,-0.3520925828596125,0.568084608534513
0.5,139,2094,366,3765,0.9905357213562463,0.9901295226430579,0.7396692034649702,-6.402417432951194,-1.100201360949123,-0.8515001678214955,-0.9008152952783489,-0.15761771664134674,0.3714209306795494
0.5,140,2094,354,3787,0.9966848208407628,0.9918114805435776,0.7459750400972692,-3.483281783507866,-0.7077300982401716,-1.0334788258056498,-0.7062843867551899,-0.04253277748891616,0.46873548530246845
