analysis_unit,provenance,score_model,decile,n,weight_sum,score_min,score_median,score_max,tie_with_previous_decile,tie_with_next_decile,ties_split_across_boundary,decile_definition,parse_ok_rate,n_elements_known_n,n_elements_mean,n_elements_median,n_sites_known_n,n_sites_mean,n_sites_median,L2_pass_n,L2_pass_weight,L2_pass_rate,L2_explicit_violation_n,L2_explicit_violation_weight,L2_explicit_violation_rate,L2_no_verdict_n,L2_no_verdict_weight,L2_no_verdict_rate,L4_pass_n,L4_pass_weight,L4_pass_rate,L4_explicit_violation_n,L4_explicit_violation_weight,L4_explicit_violation_rate,L4_no_verdict_n,L4_no_verdict_weight,L4_no_verdict_rate,D1_pass_n,D1_pass_weight,D1_pass_rate,D1_explicit_violation_n,D1_explicit_violation_weight,D1_explicit_violation_rate,D1_no_verdict_n,D1_no_verdict_weight,D1_no_verdict_rate,D2_pass_n,D2_pass_weight,D2_pass_rate,D2_explicit_violation_n,D2_explicit_violation_weight,D2_explicit_violation_rate,D2_no_verdict_n,D2_no_verdict_weight,D2_no_verdict_rate,D3_pass_n,D3_pass_weight,D3_pass_rate,D3_explicit_violation_n,D3_explicit_violation_weight,D3_explicit_violation_rate,D3_no_verdict_n,D3_no_verdict_weight,D3_no_verdict_rate,D4_pass_n,D4_pass_weight,D4_pass_rate,D4_explicit_violation_n,D4_explicit_violation_weight,D4_explicit_violation_rate,D4_no_verdict_n,D4_no_verdict_weight,D4_no_verdict_rate,D5_pass_n,D5_pass_weight,D5_pass_rate,D5_explicit_violation_n,D5_explicit_violation_weight,D5_explicit_violation_rate,D5_no_verdict_n,D5_no_verdict_weight,D5_no_verdict_rate,D6_pass_n,D6_pass_weight,D6_pass_rate,D6_explicit_violation_n,D6_explicit_violation_weight,D6_explicit_violation_rate,D6_no_verdict_n,D6_no_verdict_weight,D6_no_verdict_rate,D7_pass_n,D7_pass_weight,D7_pass_rate,D7_explicit_violation_n,D7_explicit_violation_weight,D7_explicit_violation_rate,D7_no_verdict_n,D7_no_verdict_weight,D7_no_verdict_rate,D8_pass_n,D8_pass_weight,D8_pass_rate,D8_explicit_violation_n,D8_explicit_violation_weight,D8_explicit_violation_rate,D8_no_verdict_n,D8_no_verdict_weight,D8_no_verdict_rate
orig_index_records,all,CLscore_B,1,810868,810868.0,0.0,0.0015480000292882323,0.0036619999445974827,False,True,True,equal record count ordered by score then orig_index,1.0,810868,3.141572981052403,3.0,810868,7.606323100677299,6.0,38308,38308.0,0.0472432011128815,28902,28902.0,0.035643285960230274,743658,743658.0,0.9171135129268883,1586,1586.0,0.001955928708495094,372541,372541.0,0.45943482786347467,436741,436741.0,0.5386092434280302,63615,63615.0,0.07845296645076634,3503,3503.0,0.004320061958296541,743750,743750.0,0.9172269715909371,63229,63229.0,0.07797693336030032,2055,2055.0,0.002534321245874791,745584,745584.0,0.9194887453938249,44437,44437.0,0.054801767981965004,24984,24984.0,0.03081142676736534,741447,741447.0,0.9143868052506696,72274,72274.0,0.08913164658119448,312,312.0,0.0003847728606875595,738282,738282.0,0.910483580558118,71772,71772.0,0.08851255691431897,814,814.0,0.0010038625275630559,738282,738282.0,0.910483580558118,62771,62771.0,0.07741210653275256,2562,2562.0,0.003159577144492075,745535,745535.0,0.9194283163227553,457079,457079.0,0.5636910076609263,353789,353789.0,0.43630899233907366,0,0.0,0.0,6813,6813.0,0.008402107371360074,9290,9290.0,0.011456858576241756,794765,794765.0,0.9801410340523982
orig_index_records,all,CLscore_B,2,810868,810868.0,0.0036619999445974827,0.006541999988257885,0.010332000441849232,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.107002619415244,3.0,810868,7.294506627465876,6.0,68106,68106.0,0.08399147580124015,29816,29816.0,0.036770473122629085,712946,712946.0,0.8792380510761307,5363,5363.0,0.006613900166241608,410285,410285.0,0.5059824780358826,395220,395220.0,0.48740362179787583,93058,93058.0,0.11476343868545805,4579,4579.0,0.005647035029129279,713231,713231.0,0.8795895262854126,90807,90807.0,0.11198740115530519,1987,1987.0,0.0024504604941864767,718074,718074.0,0.8855621383505083,76924,76924.0,0.09486624210105714,23165,23165.0,0.028568151659702935,710779,710779.0,0.87656560623924,102413,102413.0,0.12630045827434305,925,925.0,0.0011407528722307454,707530,707530.0,0.8725587888534262,100708,100708.0,0.12419777325039341,2630,2630.0,0.0032434378961803895,707530,707530.0,0.8725587888534262,89784,89784.0,0.11072579014093539,3102,3102.0,0.003825530172605159,717982,717982.0,0.8854486796864595,420207,420207.0,0.5182187483042863,390661,390661.0,0.48178125169571373,0,0.0,0.0,17907,17907.0,0.02208374236003887,15384,15384.0,0.018972261823132743,777577,777577.0,0.9589439958168284
orig_index_records,all,CLscore_B,3,810867,810867.0,0.010332000441849232,0.01521500013768673,0.02140600048005581,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.0956790694404877,3.0,810867,7.3664608375972875,6.0,83262,83262.0,0.10268268408999257,27813,27813.0,0.03430032298761696,699792,699792.0,0.8630169929223904,9516,9516.0,0.011735586723840037,407775,407775.0,0.5028876498858629,393576,393576.0,0.48537676339029706,105622,105622.0,0.13025810644655658,5062,5062.0,0.006242700714173841,700183,700183.0,0.8634991928392696,101161,101161.0,0.1247565877018056,2261,2261.0,0.002788373432387802,707445,707445.0,0.8724550388658066,93040,93040.0,0.11474138175557767,19742,19742.0,0.02434677943485183,698085,698085.0,0.8609118388095705,114075,114075.0,0.1406827506853775,1460,1460.0,0.001800541889113751,695332,695332.0,0.8575167074255088,111783,111783.0,0.13785614656904277,3752,3752.0,0.004627146005448489,695332,695332.0,0.8575167074255088,99668,99668.0,0.1229153486330064,3865,3865.0,0.004766503014674416,707334,707334.0,0.8723181483523191,423968,423968.0,0.5228576326327252,386899,386899.0,0.4771423673672748,0,0.0,0.0,26032,26032.0,0.03210390853247203,17115,17115.0,0.021107037282316336,767720,767720.0,0.9467890541852116
orig_index_records,all,CLscore_B,4,810868,810868.0,0.02140600048005581,0.029153000563383102,0.03884100168943405,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.0963264057775124,3.0,810868,7.664812275240853,7.0,98986,98986.0,0.12207412303852168,27218,27218.0,0.03356649910959614,684664,684664.0,0.8443593778518822,15746,15746.0,0.01941869700123818,388571,388571.0,0.4792037668276464,406551,406551.0,0.5013775361711154,120268,120268.0,0.14832007182426732,5363,5363.0,0.006613900166241608,685237,685237.0,0.845066028009491,114079,114079.0,0.14068751017428238,2466,2466.0,0.003041185495049749,694323,694323.0,0.8562713043306679,109501,109501.0,0.13504170839150145,17910,17910.0,0.022087442099083945,683457,683457.0,0.8428708495094146,127963,127963.0,0.15780990247487878,2128,2128.0,0.002624348229304893,680777,680777.0,0.8395657492958163,125292,125292.0,0.15451590147841573,4799,4799.0,0.005918349225767942,680777,680777.0,0.8395657492958163,111925,111925.0,0.13803109753992018,4698,4698.0,0.005793791344583829,694245,694245.0,0.8561751111154959,445727,445727.0,0.5496911951143713,365141,365141.0,0.45030880488562874,0,0.0,0.0,35374,35374.0,0.04362485632680042,18412,18412.0,0.02270653176595944,757082,757082.0,0.9336686119072402
orig_index_records,all,CLscore_B,5,810867,810867.0,0.03884100168943405,0.05098100006580353,0.06638099998235703,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.1129766040546722,3.0,810867,8.00094466786785,8.0,118605,118605.0,0.14626936353310716,27648,27648.0,0.034096837089189716,664614,664614.0,0.8196337993777031,25884,25884.0,0.03192138784782215,371206,371206.0,0.45778900855504046,413777,413777.0,0.5102896035971374,139878,139878.0,0.1725042454557899,5731,5731.0,0.007067743538706101,665258,665258.0,0.820428011005504,131937,131937.0,0.16271102412602806,2282,2282.0,0.002814271637642178,676648,676648.0,0.8344747042363297,129805,129805.0,0.1600817396687743,17326,17326.0,0.02136725258272935,663736,663736.0,0.8185510077484963,146736,146736.0,0.1809618593431475,2768,2768.0,0.003413630102100591,661363,661363.0,0.8156245105547519,144004,144004.0,0.17759262616434016,5500,5500.0,0.006782863280907966,661363,661363.0,0.8156245105547519,129004,129004.0,0.15909390812550023,5279,5279.0,0.006510315501802391,676584,676584.0,0.8343957763726974,467020,467020.0,0.5759514198999343,343847,343847.0,0.42404858010006574,0,0.0,0.0,48921,48921.0,0.060331719011872474,20188,20188.0,0.024896807984540005,741758,741758.0,0.9147714730035875
orig_index_records,all,CLscore_B,6,810868,810868.0,0.06638099998235703,0.08612500131130219,0.11160500347614288,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.1337862636088736,3.0,810868,8.404724320111288,8.0,150905,150905.0,0.18610304019889798,29031,29031.0,0.0358023747391684,630932,630932.0,0.7780945850619336,42520,42520.0,0.052437634732163556,354999,354999.0,0.43780122042058633,413349,413349.0,0.5097611448472501,172951,172951.0,0.2132911891947888,6236,6236.0,0.00769052422835776,631681,631681.0,0.7790182865768535,163483,163483.0,0.2016148127685394,2238,2238.0,0.002760005327624225,645147,645147.0,0.7956251819038364,163050,163050.0,0.20108081709970058,17651,17651.0,0.021768031294859335,630167,630167.0,0.7771511516054401,179880,179880.0,0.22183635314255834,3275,3275.0,0.004038881790871017,627713,627713.0,0.7741247650665707,177130,177130.0,0.21844492568457505,6025,6025.0,0.007430309248854314,627713,627713.0,0.7741247650665707,159144,159144.0,0.19626375686301592,6659,6659.0,0.00821218743371301,645065,645065.0,0.7955240557032711,488616,488616.0,0.6025838977490787,322252,322252.0,0.3974161022509212,0,0.0,0.0,72082,72082.0,0.08889486328230982,22821,22821.0,0.028143914915867933,715965,715965.0,0.8829612218018222
orig_index_records,all,CLscore_B,7,810868,810868.0,0.11160500347614288,0.1446170061826706,0.187608003616333,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.158410493446529,3.0,810868,8.896745216237415,8.0,193144,193144.0,0.23819413270717305,30949,30949.0,0.0381677412353182,586775,586775.0,0.7236381260575088,66348,66348.0,0.08182342872082755,338803,338803.0,0.41782756256258724,405717,405717.0,0.5003490087165852,216460,216460.0,0.266948504565478,6796,6796.0,0.008381142183437995,587612,587612.0,0.724670353251084,205137,205137.0,0.2529844561630253,2292,2292.0,0.002826600630435533,603439,603439.0,0.7441889432065392,206431,206431.0,0.2545802769378,18251,18251.0,0.022507979103873872,586186,586186.0,0.7229117439583261,223349,223349.0,0.2754443386593132,3915,3915.0,0.004828159453819857,583604,583604.0,0.719727501886867,220559,220559.0,0.2720035813473956,6705,6705.0,0.008268916765737457,583604,583604.0,0.719727501886867,199477,199477.0,0.2460042818313215,8001,8001.0,0.009867204033208858,603390,603390.0,0.7441285141354697,511157,511157.0,0.6303825036874066,299711,299711.0,0.36961749631259344,0,0.0,0.0,103278,103278.0,0.12736721636567233,26466,26466.0,0.03263909785563125,681124,681124.0,0.8399936857786964
orig_index_records,all,CLscore_B,8,810867,810867.0,0.187608003616333,0.24467100203037262,0.32089200615882874,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.196495849504296,3.0,810867,9.576318927764973,8.0,245207,245207.0,0.3024010102766545,35240,35240.0,0.043459654912581226,530420,530420.0,0.6541393348107643,99351,99351.0,0.12252440905845224,318352,318352.0,0.3926069256733842,393164,393164.0,0.4848686652681636,271738,271738.0,0.3351203094958853,7789,7789.0,0.009605767653634937,531340,531340.0,0.6552739228504798,258367,258367.0,0.31863055223606335,2399,2399.0,0.0029585616383451295,550101,550101.0,0.6784108861255915,260319,260319.0,0.3210378520768511,20584,20584.0,0.02538517414076538,529964,529964.0,0.6535769737823836,278833,278833.0,0.34387020312825656,4860,4860.0,0.005993584644584131,527174,527174.0,0.6501362122271593,276338,276338.0,0.34079324969446284,7355,7355.0,0.009070538078377835,527174,527174.0,0.6501362122271593,250659,250659.0,0.3091246776598382,10165,10165.0,0.012535964590987178,550043,550043.0,0.6783393577491746,539697,539697.0,0.6655801752938522,271170,271170.0,0.33441982470614784,0,0.0,0.0,147084,147084.0,0.1813910296016486,29388,29388.0,0.03624268838169515,634395,634395.0,0.7823662820166563
orig_index_records,all,CLscore_B,9,810868,810868.0,0.32089200615882874,0.421409010887146,0.5541340112686157,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.2646127359816886,3.0,810868,10.74881361701288,9.0,315688,315688.0,0.3893210732203022,40293,40293.0,0.04969119511437126,454887,454887.0,0.5609877316653266,150444,150444.0,0.18553451363230514,292360,292360.0,0.36055190240581697,368064,368064.0,0.45391358396187786,344772,344772.0,0.42518881001593356,10269,10269.0,0.01266420675128381,455827,455827.0,0.5621469832327827,329832,329832.0,0.4067641095714716,2403,2403.0,0.0029634909751032226,478633,478633.0,0.5902723994534252,334559,334559.0,0.41259366506015777,21668,21668.0,0.026721981876211665,454641,454641.0,0.5606843530636306,352521,352521.0,0.43474523596935627,6724,6724.0,0.00829234844635625,451623,451623.0,0.5569624155842875,351142,351142.0,0.4330445892549712,8103,8103.0,0.00999299516074133,451623,451623.0,0.5569624155842875,318611,318611.0,0.39292585229655136,13682,13682.0,0.01687327653822817,478575,478575.0,0.5902008711652205,571568,571568.0,0.7048841488380353,239300,239300.0,0.2951158511619647,0,0.0,0.0,215000,215000.0,0.2651479648968759,29155,29155.0,0.035955297286364735,566713,566713.0,0.6988967378167593
orig_index_records,all,CLscore_B,10,810867,810867.0,0.5541340112686157,0.734404981136322,1.0,True,False,True,equal record count ordered by score then orig_index,1.0,810867,3.376384783201191,3.0,810867,15.232580682158726,11.0,412837,412837.0,0.5091303506000368,54867,54867.0,0.06766461084246862,343163,343163.0,0.42320503855749464,241196,241196.0,0.2974544530730687,258238,258238.0,0.31847146326092934,311433,311433.0,0.38407408366600193,446605,446605.0,0.5507746646490731,20147,20147.0,0.02484624482190051,344115,344115.0,0.42437909052902634,436517,436517.0,0.5383336601440187,2259,2259.0,0.00278590693664929,372091,372091.0,0.458880432919332,445854,445854.0,0.5498484954992618,21964,21964.0,0.02708705620033865,343049,343049.0,0.42306444830039946,457829,457829.0,0.5646166387336025,13282,13282.0,0.01637999819945811,339756,339756.0,0.41900336306693947,460539,460539.0,0.5679587404592862,10572,10572.0,0.013037896473774367,339756,339756.0,0.41900336306693947,417664,417664.0,0.5150832380649354,21192,21192.0,0.026134988845273023,372011,372011.0,0.45878177308979157,618537,618537.0,0.7628094373059947,192330,192330.0,0.23719056269400532,0,0.0,0.0,325716,325716.0,0.4016885629825853,24593,24593.0,0.030329264848612657,460558,460558.0,0.5679821721688021
orig_index_records,all,CLscore_jang,1,810868,810868.0,0.0,0.004532000049948692,0.02375900000333786,False,True,True,equal record count ordered by score then orig_index,1.0,810868,3.310157756872882,3.0,810868,8.195940646319746,4.0,54817,54817.0,0.0676028650779165,7080,7080.0,0.008731384146371543,748971,748971.0,0.923665750775712,29195,29195.0,0.03600462714029904,480808,480808.0,0.5929547102611029,300865,300865.0,0.371040662598598,60886,60886.0,0.07508743716609854,1020,1020.0,0.0012579112753247138,748962,748962.0,0.9236546515585767,59645,59645.0,0.07355697844778682,481,481.0,0.0005931914935599876,750742,750742.0,0.9258498300586532,56438,56438.0,0.06960195740860411,5635,5635.0,0.006949343172994865,748795,748795.0,0.923448699418401,61719,61719.0,0.0761147313742804,583,583.0,0.000718982621092459,748566,748566.0,0.9231662860046271,61828,61828.0,0.07624915522625138,474,474.0,0.0005845587691214846,748566,748566.0,0.9231662860046271,57650,57650.0,0.07109665198281348,2483,2483.0,0.0030621506829718276,750735,750735.0,0.9258411973342147,338835,338835.0,0.4178670264457347,472033,472033.0,0.5821329735542653,0,0.0,0.0,46927,46927.0,0.05787255138937534,6119,6119.0,0.007546234405599925,757822,757822.0,0.9345812142050247
orig_index_records,all,CLscore_jang,2,810868,810868.0,0.02375900000333786,0.05505099892616272,0.09510499984025955,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.1544628718854364,3.0,810868,7.694700000493299,6.0,96426,96426.0,0.11891701238672632,12304,12304.0,0.015173863070191449,702138,702138.0,0.8659091245430822,42461,42461.0,0.05236487319761046,444172,444172.0,0.5477734970426753,324235,324235.0,0.3998616297597143,105975,105975.0,0.1306932817671927,2720,2720.0,0.00335443006753257,702173,702173.0,0.8659522881652747,101919,101919.0,0.1256912345782544,1369,1369.0,0.0016883142509015031,707580,707580.0,0.8726204511708441,100751,100751.0,0.12425080284337278,8617,8617.0,0.010626883783797116,701500,701500.0,0.8651223133728301,109252,109252.0,0.13473463005076042,1110,1110.0,0.0013689034466768943,700506,700506.0,0.8638964665025627,109354,109354.0,0.1348604211782929,1008,1008.0,0.0012431123191444231,700506,700506.0,0.8638964665025627,98409,98409.0,0.12136253989551937,4923,4923.0,0.00607127177296428,707536,707536.0,0.8725661883315163,382288,382288.0,0.47145528002091586,428580,428580.0,0.5285447199790841,0,0.0,0.0,67227,67227.0,0.08290745226103385,13391,13391.0,0.01651440185085612,730250,730250.0,0.90057814588811
orig_index_records,all,CLscore_jang,3,810867,810867.0,0.09510499984025955,0.1412159949541092,0.1909179985523224,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.1674158647472397,3.0,810867,8.117309003819368,7.0,130212,130212.0,0.16058367155156147,19102,19102.0,0.023557500798527996,661553,661553.0,0.8158588276499106,54199,54199.0,0.06684080126580562,398969,398969.0,0.4920276691491946,357699,357699.0,0.44113152958499974,144568,144568.0,0.17828817796260052,4634,4634.0,0.005714870626132276,661665,661665.0,0.8159969514112672,139355,139355.0,0.17185925682016903,2098,2098.0,0.0025873540296990753,669414,669414.0,0.8255533891501319,137886,137886.0,0.17004761570023197,12494,12494.0,0.015408198878484387,660487,660487.0,0.8145441854212836,150519,150519.0,0.18562723603254294,1720,1720.0,0.0021211863351203097,658628,658628.0,0.8122515776323368,150250,150250.0,0.18529549235571308,1989,1989.0,0.002452930011950172,658628,658628.0,0.8122515776323368,134326,134326.0,0.16565725328568062,7203,7203.0,0.008883084402250925,669338,669338.0,0.8254596623120685,434709,434709.0,0.5361039479964038,376158,376158.0,0.4638960520035961,0,0.0,0.0,84710,84710.0,0.10446842700467525,18815,18815.0,0.023203558660051526,707342,707342.0,0.8723280143352732
orig_index_records,all,CLscore_jang,4,810868,810868.0,0.1909179985523224,0.2425599992275238,0.29511600732803345,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.1837635718760637,3.0,810868,8.516366412289052,8.0,155405,155405.0,0.191652648766507,27334,27334.0,0.033709555686005616,628129,628129.0,0.7746377955474874,61976,61976.0,0.07643167568580829,368678,368678.0,0.45467079721976944,380214,380214.0,0.4688975270944223,175837,175837.0,0.2168503381561487,6532,6532.0,0.008055565147471598,628499,628499.0,0.7750940966963796,169998,169998.0,0.2096494127280889,2954,2954.0,0.00364300971304824,637916,637916.0,0.7867075775588629,166438,166438.0,0.20525905572793599,17659,17659.0,0.021777897265646197,626771,626771.0,0.7729630470064178,184547,184547.0,0.22759191385034308,2458,2458.0,0.0030313195242628885,623863,623863.0,0.769376766625394,183620,183620.0,0.22644869448541563,3385,3385.0,0.004174538889190349,623863,623863.0,0.769376766625394,164483,164483.0,0.20284805911689696,8583,8583.0,0.010584953407952959,637802,637802.0,0.7865669874751501,471312,471312.0,0.5812438029370995,339556,339556.0,0.4187561970629005,0,0.0,0.0,96346,96346.0,0.11881835267885772,21667,21667.0,0.026720748629863306,692855,692855.0,0.854460898691279
orig_index_records,all,CLscore_jang,5,810867,810867.0,0.29511600732803345,0.3479979932308197,0.40100398659706116,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.190667520074192,3.0,810867,8.839309035883813,8.0,177372,177372.0,0.21874364106567415,35671,35671.0,0.043991184744230555,597824,597824.0,0.7372651741900953,67843,67843.0,0.08366723519393439,347180,347180.0,0.428158995248296,395844,395844.0,0.48817376955776964,204289,204289.0,0.25193897396243775,8071,8071.0,0.009953543552765128,598507,598507.0,0.7381074824847972,197566,197566.0,0.24364784853742968,3446,3446.0,0.004249772157456155,609855,609855.0,0.7521023793051141,191457,191457.0,0.23611393730414482,22995,22995.0,0.02835853475354158,596415,596415.0,0.7355275279423136,214814,214814.0,0.26491890778635707,3365,3365.0,0.0041498790800464196,592688,592688.0,0.7309312131335965,213097,213097.0,0.2628014211948445,5082,5082.0,0.006267365671558961,592688,592688.0,0.7309312131335965,191573,191573.0,0.23625699405697853,9553,9553.0,0.01178121689500251,609741,609741.0,0.751961789048019,499173,499173.0,0.6156040386401223,311694,311694.0,0.38439596135987775,0,0.0,0.0,104679,104679.0,0.12909515370584818,24003,24003.0,0.02960164860575162,682185,682185.0,0.8413031976884002
orig_index_records,all,CLscore_jang,6,810868,810868.0,0.40100398659706116,0.4535120129585266,0.5057010054588318,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.1838905962499444,3.0,810868,9.104865403493541,8.0,195305,195305.0,0.24085917806597373,41912,41912.0,0.05168782095236216,573651,573651.0,0.7074530009816641,71266,71266.0,0.08788853426205005,330831,330831.0,0.4079961226734808,408771,408771.0,0.5041153430644691,227093,227093.0,0.28006161298756393,9156,9156.0,0.011291603565561843,574619,574619.0,0.7086467834468743,218829,218829.0,0.26987006516473705,3683,3683.0,0.004542046301000903,588356,588356.0,0.725587888534262,212327,212327.0,0.2618514974077162,26351,26351.0,0.03249727452557013,572190,572190.0,0.7056512280667137,238440,238440.0,0.2940552593023772,4473,4473.0,0.005516310916203377,567955,567955.0,0.7004284297814194,235923,235923.0,0.2909511782435612,6990,6990.0,0.008620391975019362,567955,567955.0,0.7004284297814194,212773,212773.0,0.26240152527908367,9835,9835.0,0.012128977836096627,588260,588260.0,0.7254694968848198,520479,520479.0,0.6418788261467958,290389,290389.0,0.35812117385320424,0,0.0,0.0,109814,109814.0,0.13542771449853738,25439,25439.0,0.031372553855868034,675615,675615.0,0.8331997316455946
orig_index_records,all,CLscore_jang,7,810868,810868.0,0.5057010054588318,0.5575479865074158,0.6094440221786499,True,True,True,equal record count ordered by score then orig_index,1.0,810868,3.159131942560318,3.0,810868,9.35544379603092,8.0,212816,212816.0,0.26245455487206304,47049,47049.0,0.05802300744387496,551003,551003.0,0.6795224376840621,74290,74290.0,0.09161787121948332,315239,315239.0,0.3887673456098896,421339,421339.0,0.519614783170627,248017,248017.0,0.3058660595805976,10523,10523.0,0.01297745132376663,552328,552328.0,0.6811564890956358,239232,239232.0,0.2950319904102764,3204,3204.0,0.003951321300137631,568432,568432.0,0.701016688289586,233527,233527.0,0.2879963199928965,27636,27636.0,0.034081996083209595,549705,549705.0,0.6779216839238938,259565,259565.0,0.3201075884114307,6124,6124.0,0.007552400637341713,545179,545179.0,0.6723400109512275,256212,256212.0,0.3159725134053878,9477,9477.0,0.01168747564338462,545179,545179.0,0.6723400109512275,232348,232348.0,0.28654232254818296,10195,10195.0,0.012572946521505349,568325,568325.0,0.7008847309303117,541743,541743.0,0.668102576498271,269125,269125.0,0.331897423501729,0,0.0,0.0,114167,114167.0,0.14079603585293785,26362,26362.0,0.032510840235402065,670339,670339.0,0.82669312391166
orig_index_records,all,CLscore_jang,8,810867,810867.0,0.6094440221786499,0.6617270112037659,0.714743971824646,True,True,True,equal record count ordered by score then orig_index,1.0,810867,3.1252622193282007,3.0,810867,9.631542534102387,8.0,225966,225966.0,0.27867208802429994,47903,47903.0,0.05907627268096988,536998,536998.0,0.6622516392947302,77115,77115.0,0.09510190943767596,301098,301098.0,0.37132846693724125,432654,432654.0,0.5335696236250828,261553,261553.0,0.32255967994751295,10947,10947.0,0.013500364424745365,538367,538367.0,0.6639399556277417,251777,251777.0,0.3105034487776664,2524,2524.0,0.0031127176220021287,556566,556566.0,0.6863838336003315,248117,248117.0,0.30598976157618946,26878,26878.0,0.033147236229862605,535872,535872.0,0.660863002193948,272489,272489.0,0.33604647864569653,6892,6892.0,0.00849954431491231,531486,531486.0,0.6554539770393911,268781,268781.0,0.3314735955464953,10600,10600.0,0.013072427414113534,531486,531486.0,0.6554539770393911,244479,244479.0,0.30150320582783613,9912,9912.0,0.012223952880065411,556476,556476.0,0.6862728412920984,558197,558197.0,0.6883952608750881,252670,252670.0,0.311604739124912,0,0.0,0.0,116941,116941.0,0.14421723907866518,26430,26430.0,0.03259474118443592,667496,667496.0,0.8231880197368989
orig_index_records,all,CLscore_jang,9,810868,810868.0,0.714743971824646,0.7695220112800598,0.8272809982299805,True,False,True,equal record count ordered by score then orig_index,1.0,810868,3.098181208285442,3.0,810868,10.096415199514594,8.0,235941,235941.0,0.29097337667783163,47696,47696.0,0.0588209178312623,527231,527231.0,0.6502057054909061,82134,82134.0,0.10129145557600004,281336,281336.0,0.34695659466152323,447398,447398.0,0.5517519497624768,271662,271662.0,0.3350261694875121,10971,10971.0,0.013529945687830818,528235,528235.0,0.651443884824657,259371,259371.0,0.31986833861984937,1886,1886.0,0.0023259026130023628,549611,549611.0,0.6778057587671483,258180,258180.0,0.3183995422189555,26660,26660.0,0.03287834764721262,526028,526028.0,0.6487221101338319,280836,280836.0,0.3463399714873444,7343,7343.0,0.009055727935989582,522689,522689.0,0.644604300576666,277578,277578.0,0.3423220548843955,10601,10601.0,0.01307364453893852,522689,522689.0,0.644604300576666,251977,251977.0,0.31074971512009353,9335,9335.0,0.011512354661917846,549556,549556.0,0.6777379302179887,579541,579541.0,0.7147168219734902,231327,231327.0,0.2852831780265099,0,0.0,0.0,121999,121999.0,0.15045482125327428,25644,25644.0,0.03162536935728133,663225,663225.0,0.8179198093894444
orig_index_records,all,CLscore_jang,10,810867,810867.0,0.8272820115089417,0.8911979794502258,0.9996849894523621,False,False,False,equal record count ordered by score then orig_index,1.0,810867,3.1103140219049488,3.0,810867,11.240335344760608,9.0,240788,240788.0,0.29695128794241227,45726,45726.0,0.05639149206959958,524353,524353.0,0.6466572199879882,97475,97475.0,0.12021083605572801,244819,244819.0,0.30192251010338317,468573,468573.0,0.5778666538408889,275087,275087.0,0.33925045661002357,10901,10901.0,0.01344363502275959,524879,524879.0,0.6473059083672168,256857,256857.0,0.31676834795348685,997,997.0,0.001229548125648226,553013,553013.0,0.6820021039208649,258799,258799.0,0.31916331531558195,28320,28320.0,0.034925579657329744,523748,523748.0,0.6459111050270883,283692,283692.0,0.3498625545249714,5581,5581.0,0.006882756358317702,521594,521594.0,0.6432546891167109,282624,282624.0,0.34854544580060604,6649,6649.0,0.008199865082683104,521594,521594.0,0.6432546891167109,250689,250689.0,0.30916167509591586,7183,7183.0,0.008858419444865805,552995,552995.0,0.6819799054592184,617299,617299.0,0.7612826764438557,193568,193568.0,0.23871732355614422,0,0.0,0.0,135397,135397.0,0.16697806175365382,24942,24942.0,0.030759668354983,650528,650528.0,0.8022622698913632
