task,experiment,status,status_reason,formula,n_atoms,encut_ev,n_kpoints,candidate_id,role,pss,uma_bulk_modulus_gpa,relax_cell.energy_ev,relax_cell.energy_ev_per_atom,relax_cell.volume_a3,relax_cell.release_ev_per_atom,relax_cell.n_ionic_steps,relax_cell.converged,relax_cell.elapsed_s,relax_cell.close_ions_warning,static.energy_ev,static.energy_ev_per_atom,static.volume_a3,static.release_ev_per_atom,static.n_ionic_steps,static.converged,static.elapsed_s,static.close_ions_warning
E4-candidate_0034,E4,complete,,IrOs3,8,520.0,252,candidate_0034,priority,1.4556668217011017,415.8020857682442,-85.11468668,-10.639335835,115.03216578214212,0.0001591499999999968,6,True,75.152,False,-85.11345418,-10.6391817725,115.03216578214212,0.0,1,False,34.618,False
E4-candidate_0037,E4,complete,,IrOs7,8,520.0,231,candidate_0037,priority,-0.49218722904662915,427.7870944757225,-87.46725432,-10.93340679,114.9707723020589,0.0005506649999986735,9,True,105.138,False,-87.47885566,-10.9348569575,114.9707723020589,0.0,1,False,17.935,False
E4-candidate_0051,E4,complete,,ReOs5,6,520.0,308,candidate_0051,priority,-0.5128631503878358,410.1097100996811,-68.82313991,-11.470523318333333,86.69686103487219,0.0007901083333313371,11,True,104.591,False,-68.81332876,-11.468888126666668,86.69686103487219,0.0,1,False,25.999,False
E4-candidate_0052,E4,complete,,IrOs3,4,520.0,462,candidate_0052,priority,-0.5015528270889535,422.8281626582972,-42.51949881,-10.6298747025,57.5285514842709,0.0005329175000010622,7,True,52.248,False,-42.52576667,-10.6314416675,57.5285514842709,0.0,1,False,125.249,False
E4-candidate_0063,E4,complete,,Os7W,16,520.0,144,candidate_0063,priority,0.24189641454762004,425.74624238803904,-182.46035781,-11.403772363125,233.61896734127666,0.0006668143750001576,8,True,325.459,False,-182.44440296,-11.402775185,233.61896734127666,0.0,1,False,90.663,False
E4-candidate_0065,E4,complete,,IrOs3,12,520.0,168,candidate_0065,priority,-0.5138037868132053,404.3180997845905,-127.74046791,-10.6450389925,172.63857713720827,0.0009076500000008517,9,True,172.523,False,-127.72952858,-10.644127381666665,172.63857713720827,0.0,1,False,38.362,False
E4-candidate_0066,E4,complete,,IrOs2,12,520.0,192,candidate_0066,control,-0.5145541864639798,389.21577294234186,-124.4213077,-10.368442308333334,173.09314962150262,0.00020637416666720773,6,True,160.579,False,-124.43325574,-10.369437978333334,173.09314962150262,0.0,1,False,49.621,False
E4-candidate_0073,E4,complete,,IrOs,12,520.0,168,candidate_0073,priority,-0.5162213509368104,405.5022729508629,-120.38437042,-10.032030868333333,173.233174786027,0.0009471641666666623,8,True,155.734,False,-120.38487919,-10.032073265833334,173.233174786027,0.0,1,False,41.312,False
E4-candidate_0074,E4,complete,,Re2Ir3Os7,12,520.0,224,candidate_0074,priority,-0.5274995498279699,418.66357005734534,-130.41825142,-10.868187618333332,173.92409668001605,0.0009383833333321453,8,True,280.866,False,-130.41472918,-10.867894098333332,173.92409668001605,0.0,1,False,68.373,False
E4-candidate_0077,E4,complete,,IrOs2,12,520.0,192,candidate_0077,priority,-0.47185190322008985,428.3451280458812,-124.48174025,-10.373478354166666,173.16324906243773,0.004482955000000288,8,True,216.116,False,-124.49041317,-10.3742010975,173.16324906243773,0.0,1,False,42.756,False
E4-candidate_0084,E4,complete,,ReIr3,4,520.0,462,candidate_0084,control,-0.5413649220372589,392.546604181445,-39.42736978,-9.856842445,58.31863371586095,0.000618872500000478,6,True,46.739,False,-39.42502591,-9.8562564775,58.31863371586095,0.0,1,False,14.791,False
E4-candidate_0086,E4,complete,,IrOs2,6,520.0,308,candidate_0086,priority,1.0497103598891369,406.9253747551237,-62.65087798,-10.441812996666666,86.37906474135717,0.0007081383333324235,6,True,64.537,False,-62.65329035,-10.442215058333334,86.37906474135717,0.0,1,False,19.11,False
E4-candidate_0096,E4,complete,,IrOs,12,520.0,168,candidate_0096,priority,1.0608731717613482,414.2303794856437,-120.4081021,-10.034008508333333,173.15259785204432,0.0012983216666656954,13,True,210.888,False,-120.40703703,-10.0339197525,173.15259785204432,0.0,1,False,36.445,False
E4-candidate_0097,E4,complete,,ReIr2Os,4,520.0,648,candidate_0097,priority,-0.5167626153930894,405.1924089145057,-41.55769287,-10.3894232175,58.22674365175135,0.0022628699999991397,14,True,114.118,False,-41.54838511,-10.3870962775,58.22674365175135,0.0,1,False,25.35,False
E4-candidate_0100,E4,complete,,IrOs,4,520.0,462,candidate_0100,priority,1.0601488206969725,419.1974916358665,-40.08527628,-10.02131907,57.70099302244359,0.0008279425000008445,11,True,57.306,False,-40.08087163,-10.0202179075,57.70099302244359,0.0,1,False,8.845,False
E4-candidate_0107,E4,complete,,Re2Os2W,10,520.0,245,candidate_0107,screened,-0.637999446436994,385.7138942317908,-119.33265311,-11.933265311,152.1588894756618,0.020629891999999473,32,True,808.036,False,-119.33584597,-11.933584597,152.1588894756618,0.0,1,False,53.431,False
E4-candidate_0118,E4,complete,,ReIrOs2,4,520.0,462,candidate_0118,priority,-0.5298729364948571,403.0414378248935,-44.18621221,-11.0465530525,57.98002522263084,0.0006271299999998092,7,True,59.352,False,-44.18446836,-11.04611709,57.98002522263084,0.0,1,False,17.544,False
E4-candidate_0124,E4,complete,,Re7W8,15,520.0,125,candidate_0124,screened,-0.9562061697510111,280.5757022937872,-187.0727931,-12.471519540000001,244.13287082487548,0.00992942733333469,21,True,574.0,False,-187.0793266,-12.471955106666666,244.13287082487548,0.0,1,False,61.324,False
E4-candidate_0130,E4,complete,,IrOs2,12,520.0,168,candidate_0130,priority,1.847356514824367,421.00146870423043,-125.2819713,-10.440164274999999,172.78725150456708,0.000508954999999626,9,True,149.855,False,-125.29521343,-10.441267785833334,172.78725150456708,0.0,1,False,41.115,False
E4-candidate_0131,E4,complete,,IrOs5,6,520.0,343,candidate_0131,priority,1.067613426050083,419.21721699445567,-65.04374096,-10.840623493333332,86.19979127009057,0.0006024516666656154,5,True,61.496,False,-65.03692143,-10.839486905000001,86.19979127009057,0.0,1,False,22.632,False
E4-candidate_0132,E4,complete,,Re3Os2,10,520.0,280,candidate_0132,priority,-0.5716590080885137,422.0945610731947,-120.06535231,-12.006535230999999,147.34560629337776,0.19529969299999977,105,True,2896.397,False,-120.07341273,-12.007341273,147.34560629337776,0.0,1,False,61.459,False
E4-candidate_0134,E4,complete,,Ir3Os13,16,520.0,196,candidate_0134,priority,0.6670332827123621,418.13714648277806,-171.28950818,-10.70559426125,230.58007790016373,0.0011783975000003721,6,True,359.837,False,-171.29677584,-10.70604849,230.58007790016373,0.0,1,False,96.352,False
E4-candidate_0140,E4,complete,,IrOs,12,520.0,192,candidate_0140,control,1.036987497070963,377.19004456125685,-120.07145444,-10.005954536666666,173.54038759510826,0.0016475633333333424,9,True,190.797,False,-120.08223482,-10.006852901666667,173.54038759510826,0.0,1,False,39.374,False
E4-candidate_0142,E4,complete,,Os3Ru,16,520.0,196,candidate_0142,priority,0.3091134013477741,418.20350894771593,-170.31551242,-10.64471952625,228.1685454740172,0.0005514481249999648,14,True,539.315,False,-170.34281967,-10.646426229375,228.1685454740172,0.0,1,False,114.131,False
E4-candidate_0143,E4,complete,,IrOs3,8,520.0,231,candidate_0143,priority,1.0647342680469032,418.15952342837375,-85.094225,-10.636778125,115.08925006265221,0.0014568824999994234,10,True,116.342,False,-85.08474949,-10.63559368625,115.08925006265221,0.0,1,False,25.226,False
E4-candidate_0151,E4,complete,,ReOs3,8,520.0,252,candidate_0151,priority,1.437772529679419,405.6945658881274,-92.78349176,-11.59793647,115.96679716018825,0.0005679412500008141,6,True,104.256,False,-92.79329671,-11.59916208875,115.96679716018825,0.0,1,False,33.216,False
E4-candidate_0153,E4,complete,,Os5W3,16,520.0,144,candidate_0153,screened,-0.6681534760615095,354.916039583965,-189.29264186,-11.83079011625,241.3588371387147,0.004246255625000472,14,True,618.005,False,-189.2939168,-11.8308698,241.3588371387147,0.0,1,False,84.661,False
E4-candidate_0155,E4,complete,,IrOs2,12,520.0,168,candidate_0155,priority,-0.5184857595294247,401.70855504277034,-125.24926186,-10.437438488333333,172.81601807872238,0.0005194183333342058,9,True,154.618,False,-125.24896695,-10.4374139125,172.81601807872238,0.0,1,False,41.63,False
E4-candidate_0157,E4,complete,,Ir3W2,10,520.0,245,candidate_0157,screened,-0.6928449120905387,343.8015734043097,-106.31061215,-10.631061214999999,153.1534620856393,0.023503345000000307,14,True,246.127,False,-106.31078734,-10.631078734,153.1534620856393,0.0,1,False,35.447,False
E4-candidate_0164,E4,complete,,Ir2Os,12,520.0,192,candidate_0164,control,1.0616714444666253,399.8230001633293,-115.55550822,-9.629625684999999,173.75635810755736,0.0012340533333331887,9,True,187.969,False,-115.5661517,-9.630512641666668,173.75635810755736,0.0,1,False,43.661,False
E4-candidate_0169,E4,complete,,Ir2Os7W2,11,520.0,200,candidate_0169,screened,-0.7550068438507661,352.4408266680575,-118.95257557,-10.813870506363635,171.30144858489533,0.007442499090908489,21,True,497.416,False,-118.95049851,-10.813681682727273,171.30144858489533,0.0,1,False,48.063,False
E4-candidate_0170,E4,complete,,Re3Os5,8,520.0,252,candidate_0170,control,-0.5575996299238907,378.4165325092762,-94.01621808,-11.75202726,116.536115080451,0.0011521637499996018,9,True,141.61,False,-94.0022586,-11.750282325,116.536115080451,0.0,1,False,38.778,False
E4-candidate_0171,E4,complete,,Os7Ru,8,520.0,231,candidate_0171,priority,-0.4920583533078182,403.93705109325873,-87.89285284,-10.986606605,114.24607017921143,0.00044052625000112755,6,True,90.007,False,-87.88905834,-10.9861322925,114.24607017921143,0.0,1,False,29.629,False
E4-candidate_0174,E4,complete,,Re3Os7,10,520.0,280,candidate_0174,priority,-0.579382244012365,401.2548755245299,-116.48551818,-11.648551818,145.3553086141477,0.25660305100000047,55,True,1777.758,False,-116.48568091,-11.648568091,145.3553086141477,0.0,1,False,65.208,False
