task,experiment,status,status_reason,formula,n_atoms,encut_ev,n_kpoints,parent,kind,variant,relax_ions_fixed_cell.energy_ev,relax_ions_fixed_cell.energy_ev_per_atom,relax_ions_fixed_cell.volume_a3,relax_ions_fixed_cell.release_ev_per_atom,relax_ions_fixed_cell.n_ionic_steps,relax_ions_fixed_cell.converged,relax_ions_fixed_cell.elapsed_s,relax_ions_fixed_cell.close_ions_warning,relax_cell.energy_ev,relax_cell.energy_ev_per_atom,relax_cell.volume_a3,relax_cell.release_ev_per_atom,relax_cell.n_ionic_steps,relax_cell.converged,relax_cell.elapsed_s,relax_cell.close_ions_warning,static.energy_ev,static.energy_ev_per_atom,static.volume_a3,static.release_ev_per_atom,static.n_ionic_steps,static.converged,static.elapsed_s,static.close_ions_warning
E3-cod-1010052-S4,E3,complete,,Rb2SnI6,9,520.0,64,cod-1010052,experimental,S4,-20.51927915,-2.2799199055555555,907.0303031733387,0.3983909344444443,9,True,359.591,False,-22.65095871,-2.5167731900000003,418.6908513563852,0.23685336555555578,45,True,1514.419,False,-22.64448622,-2.5160540244444447,418.6908513563852,0.0,1,False,20.562,False
E3-cod-1010052-S5,E3,complete,,Rb2SnI6,9,520.0,125,cod-1010052,experimental,S5,-20.70206079,-2.300228976666667,390.2239997482446,0.16235684000000028,41,True,700.743,False,-21.33122361,-2.3701359566666667,476.06559499363544,0.06990752111111102,50,True,975.273,False,-21.33627309,-2.3706970099999998,476.06559499363544,0.0,1,False,26.233,False
E3-cod-1010053-P0,E3,complete,,Cs2SnI6,9,520.0,125,cod-1010053,experimental,P0,-22.8600978,-2.5400108666666665,393.2594374386805,0.00446410555555548,4,True,79.778,False,-22.98353468,-2.5537260755555558,438.39898367455817,0.013715230000000153,8,True,151.827,False,-22.98638992,-2.5540433244444447,438.39898367455817,0.0,1,False,10.059,False
E3-cod-1010053-S1,E3,complete,,Cs2SnI6,9,520.0,150,cod-1010053,experimental,S1,-17.0340331,-1.8926703444444444,291.80051186896486,0.4481151711111109,53,True,626.217,False,-22.95713777,-2.5507930855555556,438.6375555375321,0.6581226066666667,54,True,782.497,False,-22.98351265,-2.553723627777778,438.6375555375321,0.0,1,False,26.356,False
E3-cod-1010053-S2,E3,complete,,Cs2SnI6,9,520.0,125,cod-1010053,experimental,S2,-16.65842843,-1.8509364922222222,393.2594374386805,0.4048862466666667,5,True,101.732,False,-16.97051073,-1.8856123033333334,451.1650470235377,2.105888888890048e-05,3,True,55.626,False,-16.96797567,-1.8853306300000001,451.1650470235377,0.0,1,False,14.561,False
E3-cod-1010053-S3,E3,complete,,Cs2SnI6,9,520.0,125,cod-1010053,experimental,S3,-22.8591514,-2.539905711111111,393.2594374386805,1.4797965988888886,40,True,703.83,False,-22.98390155,-2.5537668388888886,436.47120880070037,0.013861170000000003,9,True,169.117,False,-22.98662681,-2.554069645555556,436.47120880070037,0.0,1,False,33.109,False
E3-cod-1010053-S4,E3,complete,,Cs2SnI6,9,520.0,64,cod-1010053,experimental,S4,-21.90799168,-2.4342212977777775,707.1340028276295,0.24468410888888867,7,True,186.314,False,-22.99183123,-2.5546479144444443,437.91719174339033,0.12042664,17,True,505.206,False,-22.9857345,-2.5539705,437.91719174339033,0.0,1,False,9.22,False
E3-cod-1010053-S5,E3,complete,,Cs2SnI6,9,520.0,125,cod-1010053,experimental,S5,-20.93217812,-2.325797568888889,393.2594374386805,0.18132590444444455,25,True,460.572,False,-21.63012754,-2.4033475044444446,530.5577629691978,0.07754863777777782,75,True,1433.14,False,-21.65230179,-2.40581131,530.5577629691978,0.0,1,False,83.749,False
E3-cod-1010145-P0,E3,complete,,Cs2AgAuCl6,10,520.0,125,cod-1010145,experimental,P0,-29.10308144,-2.910308144,285.291530856256,0.008353463999999988,4,True,66.478,False,-29.10530908,-2.910530908,283.33889367112545,0.0002228139999999712,5,True,68.84,False,-29.13238772,-2.913238772,283.33889367112545,0.0,1,False,8.282,False
E3-cod-1010145-S1,E3,complete,,Cs2AgAuCl6,10,520.0,175,cod-1010145,experimental,S1,-22.54083447,-2.254083447,207.72859769072616,0.2776716799999999,49,True,592.56,False,-29.62976019,-2.962976019,318.19694932809307,0.7088926729999997,62,True,806.92,False,-29.71977349,-2.9719773490000003,318.19694932809307,0.0,1,False,25.803,False
E3-cod-1010145-S2,E3,complete,,Cs2AgAuCl6,10,520.0,125,cod-1010145,experimental,S2,-29.10309411,-2.910309411,285.291530856256,0.03776800199999997,6,True,99.108,False,-29.10549024,-2.9105490240000003,282.58207361962684,0.00023964700000007612,3,True,48.002,False,-29.13244671,-2.913244671,282.58207361962684,0.0,1,False,8.303,False
E3-cod-1010145-S3,E3,complete,,Cs2AgAuCl6,10,520.0,125,cod-1010145,experimental,S3,-29.4236315,-2.94236315,285.291530856256,1.234375262,45,True,597.285,False,-29.71401677,-2.9714016770000002,319.48168613301067,0.02903856100000013,11,True,164.784,False,-29.72799676,-2.972799676,319.48168613301067,0.0,1,False,30.11,False
E3-cod-1010145-S4,E3,complete,,Cs2AgAuCl6,10,520.0,64,cod-1010145,experimental,S4,-23.92512891,-2.392512891,626.0732158122067,0.24905120099999997,9,True,274.238,False,-29.15960116,-2.915960116,282.95813215205186,0.5234471680000002,27,True,733.773,False,-29.11660396,-2.911660396,282.95813215205186,0.0,1,False,27.104,False
E3-cod-1010145-S5,E3,complete,,Cs2AgAuCl6,10,520.0,125,cod-1010145,experimental,S5,-26.86254908,-2.686254908,285.291530856256,0.20876735900000015,34,True,425.278,False,-27.13956391,-2.713956391,328.17268103170653,0.02770149499999981,14,True,197.173,False,-27.15631743,-2.7156317430000003,328.17268103170653,0.0,1,False,14.542,False
E3-cod-1010173-P0,E3,complete,,K2SnCl6,9,520.0,125,cod-1010173,experimental,P0,-29.98752772,-3.3319475244444443,248.72716663270282,0.0003683722222219564,3,True,33.182,False,-30.0514025,-3.339044722222222,268.30223559856927,0.007097256666666298,7,True,92.195,False,-30.05939018,-3.3399322422222224,268.30223559856927,0.0,1,False,7.099,False
E3-cod-1010173-S1,E3,complete,,K2SnCl6,9,520.0,175,cod-1010173,experimental,S1,-25.06372489,-2.784858321111111,177.62342002841132,0.7352240522222222,48,True,492.554,False,-30.00613216,-3.3340146844444445,272.11828445948026,0.5491563366666665,73,True,756.1,False,-30.10334978,-3.344816642222222,272.11828445948026,0.0,1,False,26.161,False
E3-cod-1010173-S2,E3,complete,,K2SnCl6,9,520.0,125,cod-1010173,experimental,S2,-22.64068456,-2.5156316177777778,248.72716663270282,0.23066405111111107,5,True,70.49,False,-22.67998018,-2.519997797777778,261.42888372967445,0.0043665011111113155,7,True,82.518,False,-22.68113947,-2.5201266077777777,261.42888372967445,0.0,1,False,7.237,False
E3-cod-1010173-S3,E3,complete,,K2SnCl6,9,520.0,125,cod-1010173,experimental,S3,-30.02431425,-3.3360349166666667,248.72716663270282,3.2408549922222223,47,True,517.019,True,-30.112049,-3.345783222222222,272.12095288303766,0.009748305555555467,23,True,245.084,False,-30.12164472,-3.346849413333333,272.12095288303766,0.0,1,False,19.97,False
E3-cod-1010173-S4,E3,complete,,K2SnCl6,9,520.0,125,cod-1010173,experimental,S4,-28.77975273,-3.197750303333333,452.8422315249254,0.37470580555555544,7,True,164.75,False,-30.07258066,-3.341397851111111,269.70902270339514,0.14364754888888875,19,True,446.051,False,-30.05965694,-3.339961882222222,269.70902270339514,0.0,1,False,8.609,False
E3-cod-1010173-S5,E3,complete,,K2SnCl6,9,520.0,125,cod-1010173,experimental,S5,-27.01334618,-3.001482908888889,248.72716663270282,0.32347930999999974,38,True,392.688,False,-28.27757751,-3.141953056666667,356.65431022444943,0.1404707433333334,51,True,556.013,False,-28.32321548,-3.1470239422222224,356.65431022444943,0.0,1,False,25.209,False
E3-cod-1010175-P0,E3,complete,,Rb2SnCl6,9,520.0,125,cod-1010175,experimental,P0,-30.01991533,-3.335546147777778,257.49874972826666,0.005480679999999991,3,True,40.191,False,-30.11608797,-3.3462319966666665,283.41615397531535,0.010685868888888846,9,True,108.287,False,-30.12538822,-3.347265357777778,283.41615397531535,0.0,1,False,7.558,False
E3-cod-1010175-S1,E3,complete,,Rb2SnCl6,9,520.0,175,cod-1010175,experimental,S1,-26.35858516,-2.9287316844444446,200.82775184207625,0.3007139822222224,43,True,412.277,False,-30.07435113,-3.34159457,285.04089623373005,0.4128629033333332,69,True,709.521,False,-30.12461568,-3.34717952,285.04089623373005,0.0,1,False,26.538,False
E3-cod-1010175-S2,E3,complete,,Rb2SnCl6,9,520.0,125,cod-1010175,experimental,S2,-21.94240184,-2.438044648888889,257.49874972826666,0.4208124511111109,5,True,70.906,False,-22.05608582,-2.450676202222222,280.10636177140077,0.012631139999999874,17,True,145.983,False,-22.05723512,-2.4508039022222223,280.10636177140077,0.0,1,False,17.32,False
E3-cod-1010175-S3,E3,complete,,Rb2SnCl6,9,520.0,125,cod-1010175,experimental,S3,-26.17740455,-2.9086005055555555,257.49874972826666,7.2272135411111105,90,True,990.482,True,-27.59184694,-3.065760771111111,330.1039443050692,0.15716027444444455,157,True,1628.47,False,-27.68722679,-3.076358532222222,330.1039443050692,0.0,1,False,28.884,False
E3-cod-1010175-S4,E3,complete,,Rb2SnCl6,9,520.0,64,cod-1010175,experimental,S4,-27.69571203,-3.0773013366666664,673.3876059407243,0.6610878188888888,11,True,371.973,False,-30.12529588,-3.3472550977777775,287.28458183027567,0.00012616444444428035,3,True,25.946,False,-30.12513833,-3.347237592222222,287.28458183027567,0.0,1,False,8.052,False
E3-cod-1010175-S5,E3,complete,,Rb2SnCl6,9,520.0,125,cod-1010175,experimental,S5,-26.97635646,-2.99737294,257.49874972826666,0.3769148111111112,29,True,317.636,False,-28.25276373,-3.1391959700000003,365.23448013545703,0.14182336333333367,59,True,622.972,False,-28.29498982,-3.1438877577777777,365.23448013545703,0.0,1,False,34.852,False
E3-cod-1010177-P0,E3,complete,,Tl2SnCl6,9,520.0,125,cod-1010177,experimental,P0,-28.48267824,-3.1647420266666666,247.75674341553872,0.017580189999999933,4,True,53.172,False,-28.56703619,-3.174115132222222,269.3760035734544,0.009373095555555643,10,True,118.521,False,-28.57685403,-3.1752060033333334,269.3760035734544,0.0,1,False,7.714,False
E3-cod-1010177-S1,E3,complete,,Tl2SnCl6,9,520.0,175,cod-1010177,experimental,S1,-22.94844059,-2.5498267322222223,177.64185803122544,0.9157151711111111,59,True,641.636,False,-28.46723479,-3.163026087777778,278.89897823001365,0.6131993477777777,92,True,960.456,False,-28.57750123,-3.1752779144444445,278.89897823001365,0.0,1,False,21.279,False
E3-cod-1010177-S2,E3,complete,,Tl2SnCl6,9,520.0,125,cod-1010177,experimental,S2,-25.41599491,-2.823999434444444,247.75674341553872,0.13897954888888878,4,True,58.09,False,-25.41680332,-2.8240892577777776,249.24932766073152,8.995222222236205e-05,6,True,64.142,False,-25.41738187,-2.824153541111111,249.24932766073152,0.0,1,False,7.283,False
E3-cod-1010177-S3,E3,complete,,Tl2SnCl6,9,520.0,125,cod-1010177,experimental,S3,-25.34781978,-2.8164244199999997,247.75674341553872,3.0665695355555553,147,True,1742.376,True,-26.19167599,-2.910186221111111,366.7263033107218,0.0937618177777778,125,True,1380.939,False,-26.26837424,-2.9187082488888887,366.7263033107218,0.0,1,False,39.982,False
E3-cod-1010177-S4,E3,complete,,Tl2SnCl6,9,520.0,64,cod-1010177,experimental,S4,-26.27037394,-2.9189304377777776,581.8182576039676,0.5440755466666667,10,True,243.564,False,-28.59848934,-3.177609926666667,271.2580517591013,0.25867949555555547,17,True,366.94,False,-28.57708061,-3.1752311788888887,271.2580517591013,0.0,1,False,14.403,False
E3-cod-1010177-S5,E3,complete,,Tl2SnCl6,9,520.0,125,cod-1010177,experimental,S5,-25.90041632,-2.8778240355555558,247.75674341553872,0.31424496666666674,55,True,599.782,False,-27.57417814,-3.0637975711111114,361.513934093648,0.18597368000000003,154,True,1722.497,False,-27.63470292,-3.0705225466666666,361.513934093648,0.0,1,False,29.343,False
E3-cod-1010179-P0,E3,complete,,Rb2PbCl6,9,520.0,125,cod-1010179,experimental,P0,-28.07178904,-3.119087671111111,264.91204075607675,0.0097940755555553,4,True,49.271,False,-28.17988638,-3.1310984866666667,292.45156160002654,0.012010814444444406,7,True,89.333,False,-28.1898021,-3.1322002333333336,292.45156160002654,0.0,1,False,7.391,False
E3-cod-1010179-S1,E3,complete,,Rb2PbCl6,9,520.0,175,cod-1010179,experimental,S1,-23.02054665,-2.5578385166666666,194.14227276215402,0.5751371055555556,78,True,797.23,False,-28.10408906,-3.1226765622222223,293.16948579522636,0.5648380511111112,80,True,827.794,False,-28.19148128,-3.132386808888889,293.16948579522636,0.0,1,False,18.131,False
E3-cod-1010179-S2,E3,complete,,Rb2PbCl6,9,520.0,125,cod-1010179,experimental,S2,-22.49640505,-2.499600561111111,264.91204075607675,0.28054281000000003,5,True,73.18,False,-22.56006356,-2.506673728888889,282.4604397240485,0.0070729522222221265,11,True,97.306,False,-22.55879092,-2.5065323244444446,282.4604397240485,0.0,1,False,31.186,False
E3-cod-1010179-S3,E3,complete,,Rb2PbCl6,9,520.0,125,cod-1010179,experimental,S3,-28.07172967,-3.1190810744444444,264.91204075607675,0.5807345566666666,29,True,332.967,False,-28.18469246,-3.1316324955555555,293.9846854387332,0.012551451111111334,9,True,109.851,False,-28.19522012,-3.1328022355555554,293.9846854387332,0.0,1,False,20.945,False
E3-cod-1010179-S4,E3,complete,,Rb2PbCl6,9,520.0,64,cod-1010179,experimental,S4,-26.16098624,-2.906776248888889,629.7966701383565,0.4332771177777776,10,True,267.605,False,-28.20583226,-3.1339813622222223,296.07267320492485,0.22720515666666685,30,True,688.657,False,-28.19024428,-3.1322493644444447,296.07267320492485,0.0,1,False,14.37,False
E3-cod-1010179-S5,E3,complete,,Rb2PbCl6,9,520.0,125,cod-1010179,experimental,S5,-25.50608946,-2.8340099399999996,264.91204075607675,0.3456868255555554,29,True,351.174,False,-26.4616539,-2.940183766666667,354.6203336633249,0.1061752700000002,56,True,665.31,False,-26.49517016,-2.9439077955555555,354.6203336633249,0.0,1,False,21.277,False
E3-cod-1010180-P0,E3,complete,,Cs2PbCl6,9,520.0,125,cod-1010180,experimental,P0,-28.27768453,-3.141964947777778,282.5159174972951,0.01214780111111106,4,True,52.943,False,-28.41016259,-3.1566847322222222,317.3877352290866,0.014719816666666614,9,True,109.009,False,-28.42276544,-3.1580850488888887,317.3877352290866,0.0,1,False,8.798,False
E3-cod-1010180-S1,E3,complete,,Cs2PbCl6,9,520.0,175,cod-1010180,experimental,S1,-24.46597538,-2.718441708888889,221.4705359792017,0.2764418944444446,31,True,364.511,False,-28.36594256,-3.1517713955555555,315.3989632350718,0.4333297444444446,64,True,751.608,False,-28.41745099,-3.1574945544444444,315.3989632350718,0.0,1,False,20.472,False
E3-cod-1010180-S2,E3,complete,,Cs2PbCl6,9,520.0,125,cod-1010180,experimental,S2,-22.17132608,-2.4634806755555556,282.5159174972951,0.4805606544444443,5,True,82.875,False,-22.24305454,-2.4714505044444444,302.11565333991666,0.007969761111110942,6,True,77.262,False,-22.2494969,-2.4721663222222223,302.11565333991666,0.0,1,False,18.958,False
E3-cod-1010180-S3,E3,complete,,Cs2PbCl6,9,520.0,125,cod-1010180,experimental,S3,-28.2776696,-3.141963288888889,282.5159174972951,0.6504415711111109,43,True,491.355,False,-28.41017536,-3.1566861511111113,317.38588879876437,0.01472289555555564,9,True,109.024,False,-28.42280454,-3.1580893933333334,317.38588879876437,0.0,1,False,24.316,False
E3-cod-1010180-S4,E3,complete,,Cs2PbCl6,9,520.0,64,cod-1010180,experimental,S4,-26.43409106,-2.937121228888889,688.3199447584759,0.4442593766666667,11,True,394.209,False,-28.44049125,-3.1600545833333333,320.25994254182194,0.22293335111111132,45,True,1144.346,False,-28.42312817,-3.158125352222222,320.25994254182194,0.0,1,False,16.2,False
E3-cod-1010180-S5,E3,complete,,Cs2PbCl6,9,520.0,125,cod-1010180,experimental,S5,-28.27771423,-3.1419682477777777,282.5159174972951,0.7838065911111111,49,True,668.061,False,-28.41016976,-3.1566855288888886,317.39028946424776,0.014717306666666572,9,True,108.292,False,-28.42283065,-3.1580922944444447,317.39028946424776,0.0,1,False,11.076,False
E3-cod-1010182-P0,E3,complete,,Rb2PtCl6,9,520.0,216,cod-1010182,experimental,P0,-30.07731694,-3.3419241044444443,241.40053026841707,0.0014523611111110471,3,True,57.33,False,-30.18345289,-3.353716987777778,266.7186725156469,0.011792907777778083,10,True,180.614,False,-30.19361746,-3.3548463844444445,266.7186725156469,0.0,1,False,9.012,False
E3-cod-1010182-S1,E3,complete,,Rb2PtCl6,9,520.0,216,cod-1010182,experimental,S1,-28.39008533,-3.154453925555556,204.64089919206575,0.13324154222222223,28,True,315.782,False,-30.15884028,-3.350982253333333,267.05345406820163,0.1965283366666668,31,True,404.165,False,-30.19043345,-3.3544926055555555,267.05345406820163,0.0,1,False,21.219,False
E3-cod-1010182-S2,E3,complete,,Rb2PtCl6,9,520.0,216,cod-1010182,experimental,S2,-18.15343688,-2.017048542222222,241.40053026841707,0.6403394411111112,5,True,200.982,False,-18.41696494,-2.0463294377777776,275.76551058402896,0.02928116888888886,4,True,113.618,False,-18.41240182,-2.0458224244444443,275.76551058402896,0.0,1,False,13.097,False
E3-cod-1010182-S3,E3,complete,,Rb2PtCl6,9,520.0,216,cod-1010182,experimental,S3,-26.78946389,-2.976607098888889,241.40053026841707,7.123058181111111,95,True,1549.83,True,-27.91806015,-3.1020066833333333,300.8310561296705,0.12539957999999984,89,True,1330.728,False,-27.94377829,-3.1048642544444447,300.8310561296705,0.0,1,False,38.142,False
E3-cod-1010182-S4,E3,complete,,Rb2PtCl6,9,520.0,64,cod-1010182,experimental,S4,-28.71239176,-3.190265751111111,476.39774958993775,0.5574287400000001,6,True,126.194,False,-30.20705726,-3.3563396955555556,268.24989679203435,0.16607392444444435,17,True,316.404,False,-30.19410016,-3.354900017777778,268.24989679203435,0.0,1,False,7.221,False
E3-cod-1010182-S5,E3,complete,,Rb2PtCl6,9,520.0,216,cod-1010182,experimental,S5,-26.44094821,-2.9378831344444443,241.40053026841707,0.2393898088888887,27,True,465.761,True,-27.36144562,-3.040160624444445,306.25728786547745,0.10227629111111132,71,True,1334.416,False,-27.39628536,-3.044031706666667,306.25728786547745,0.0,1,False,51.344,False
E3-cod-1010193-P0,E3,complete,,Rb2TiCl6,9,520.0,125,cod-1010193,experimental,P0,-36.92779688,-4.103088542222222,244.1955110557503,0.002183270000000132,3,True,86.719,False,-37.01942464,-4.113269404444444,268.3159999088751,0.010180953333333144,10,True,267.963,False,-37.02877005,-4.1143077833333335,268.3159999088751,0.0,1,False,16.283,False
E3-cod-1010193-S1,E3,complete,,Rb2TiCl6,9,520.0,200,cod-1010193,experimental,S1,-31.26807019,-3.474230021111111,173.7347111422033,0.8531113233333332,39,True,1059.907,False,-36.79214352,-4.088015946666667,272.15144482187844,0.6137859266666672,32,True,857.432,False,-36.84629605,-4.094032894444444,272.15144482187844,0.0,1,False,70.439,False
E3-cod-1010193-S2,E3,complete,,Rb2TiCl6,9,520.0,125,cod-1010193,experimental,S2,-35.88692835,-3.987436483333333,244.1955110557503,1.9895839788888887,122,True,5691.692,False,-36.60666007,-4.067406674444444,348.60599869233414,0.07997022444444389,48,True,1161.895,False,-36.65222943,-4.072469936666667,348.60599869233414,0.0,1,False,63.574,False
E3-cod-1010193-S3,E3,complete,,Rb2TiCl6,9,520.0,125,cod-1010193,experimental,S3,-36.92757365,-4.103063738888888,244.1955110557503,0.375127024444444,36,True,842.211,False,-37.0193585,-4.1132620555555555,268.34184369047756,0.010198326666667078,10,True,267.429,False,-37.02869392,-4.114299324444445,268.34184369047756,0.0,1,False,47.375,False
E3-cod-1010193-S4,E3,complete,,Rb2TiCl6,9,520.0,64,cod-1010193,experimental,S4,-35.23579224,-3.915088026666667,533.7294388877863,0.6733906833333335,7,True,385.721,False,-37.0419994,-4.115777711111111,267.81082076851214,0.20068972555555575,10,True,477.724,False,-37.02835108,-4.1142612311111115,267.81082076851214,0.0,1,False,14.719,False
E3-cod-1010193-S5,E3,complete,,Rb2TiCl6,9,520.0,125,cod-1010193,experimental,S5,-34.19948858,-3.7999431755555557,244.1955110557503,0.31487176555555546,36,True,843.152,False,-35.3983445,-3.933149388888889,320.5455822678292,0.13320622555555575,59,True,1481.439,False,-35.4318002,-3.936866688888889,320.5455822678292,0.0,1,False,38.668,False
E3-cod-1010194-P0,E3,complete,,Cs2TiCl6,9,520.0,125,cod-1010194,experimental,P0,-37.09271981,-4.121413312222222,266.78733370309317,0.0003302411111110675,3,True,85.213,False,-37.19542696,-4.132825217777778,295.96899694136806,0.011411935555555728,9,True,240.233,False,-37.20641081,-4.134045645555556,295.96899694136806,0.0,1,False,16.014,False
E3-cod-1010194-S1,E3,complete,,Cs2TiCl6,9,520.0,175,cod-1010194,experimental,S1,-33.29014538,-3.698905042222222,205.62088040894093,0.36452018333333314,26,True,662.499,False,-37.15426913,-4.128252125555556,294.8941786778292,0.42934711111111157,81,True,1993.506,False,-37.20438307,-4.133820341111111,294.8941786778292,0.0,1,False,41.99,False
E3-cod-1010194-S2,E3,complete,,Cs2TiCl6,9,520.0,125,cod-1010194,experimental,S2,-24.00993716,-2.6677707955555556,266.78733370309317,1.026436728888889,6,True,981.932,False,-37.1460606,-4.127340066666666,294.2118159629775,1.4595943788888885,158,True,9891.645,False,-37.19674183,-4.132971314444444,294.2118159629775,0.0,1,False,67.814,False
E3-cod-1010194-S3,E3,complete,,Cs2TiCl6,9,520.0,125,cod-1010194,experimental,S3,-37.0927125,-4.1214125,266.78733370309317,0.3777992177777776,32,True,844.338,False,-37.19543712,-4.132826346666667,295.97524091948003,0.011413883333333609,9,True,240.205,False,-37.20644358,-4.1340492866666665,295.97524091948003,0.0,1,False,47.951,False
E3-cod-1010194-S4,E3,complete,,Cs2TiCl6,9,520.0,64,cod-1010194,experimental,S4,-35.90306293,-3.9892292144444443,518.474544114998,0.5515007044444443,7,True,350.156,False,-37.21916471,-4.1354627455555555,296.4567990631328,0.14623361444444466,16,True,620.667,False,-37.20656446,-4.134062717777778,296.4567990631328,0.0,1,False,14.871,False
E3-cod-1010194-S5,E3,complete,,Cs2TiCl6,9,520.0,125,cod-1010194,experimental,S5,-34.47975639,-3.831084043333333,266.78733370309317,0.37027767222222213,34,True,805.565,False,-35.59026909,-3.954474343333333,346.7580093130034,0.12339035555555553,57,True,1418.824,False,-35.62392957,-3.958214396666667,346.7580093130034,0.0,1,False,78.769,False
E3-cod-1010195-P0,E3,complete,,Rb2ZrCl6,9,520.0,125,cod-1010195,experimental,P0,-39.13540727,-4.3483785855555555,263.5890400570303,0.004344385555555953,3,True,37.382,False,-39.19713373,-4.3552370811111105,285.0016499049247,0.006858516666666346,10,True,115.682,False,-39.20473068,-4.356081186666667,285.0016499049247,0.0,1,False,7.502,False
E3-cod-1010195-S1,E3,complete,,Rb2ZrCl6,9,520.0,175,cod-1010195,experimental,S1,-35.94774883,-3.9941943144444445,205.53208266028065,0.3272465100000004,39,True,384.011,False,-39.15711948,-4.350791053333333,288.36064051327946,0.35659674444444456,92,True,906.372,False,-39.20915666,-4.356572962222222,288.36064051327946,0.0,1,False,27.138,False
E3-cod-1010195-S2,E3,complete,,Rb2ZrCl6,9,520.0,125,cod-1010195,experimental,S2,-26.0299749,-2.892219433333333,263.5890400570303,0.4895991455555553,5,True,94.542,False,-26.06323927,-2.8959154744444446,253.36793655685284,0.003693063333333413,7,True,92.557,False,-26.06291626,-2.8958795844444447,253.36793655685284,0.0,1,False,10.115,False
E3-cod-1010195-S3,E3,complete,,Rb2ZrCl6,9,520.0,125,cod-1010195,experimental,S3,-39.13445836,-4.348273151111112,263.5890400570303,0.8973591655555558,51,True,494.131,False,-39.19865812,-4.355406457777778,285.49527039361396,0.007133321111110844,10,True,116.079,False,-39.20644555,-4.356271727777777,285.49527039361396,0.0,1,False,20.71,False
E3-cod-1010195-S4,E3,complete,,Rb2ZrCl6,9,520.0,64,cod-1010195,experimental,S4,-37.74073468,-4.193414964444445,522.9582343168017,0.6223816666666669,7,True,147.897,False,-39.21896696,-4.357662995555556,286.7073232365354,0.16424800888888946,19,True,340.797,False,-39.20509991,-4.356122212222222,286.7073232365354,0.0,1,False,6.995,False
E3-cod-1010195-S5,E3,complete,,Rb2ZrCl6,9,520.0,125,cod-1010195,experimental,S5,-36.24642674,-4.027380748888889,263.5890400570303,0.3698036288888886,40,True,391.428,False,-37.39495534,-4.154995037777778,359.50751374657915,0.1276143755555555,64,True,661.299,False,-37.43624522,-4.159582802222222,359.50751374657915,0.0,1,False,36.081,False
E3-cod-1010285-P0,E3,complete,,Cs2SiF6,9,520.0,216,cod-1010285,experimental,P0,-46.33126914,-5.147918793333334,175.64884185195902,0.13737694111111173,5,True,50.933,False,-46.36156684,-5.151285204444445,184.77674142888122,0.0033663800000004094,6,True,60.644,False,-46.37766236,-5.153073595555556,184.77674142888122,0.0,1,False,5.872,False
E3-cod-1010285-S1,E3,complete,,Cs2SiF6,9,520.0,252,cod-1010285,experimental,S1,-45.41452307,-5.046058118888889,147.41396619631405,0.14577807222222264,21,True,172.341,False,-46.09900696,-5.122111884444444,175.3339891665824,0.07605365111111063,27,True,218.273,False,-46.24862264,-5.138735848888889,175.3339891665824,0.0,1,False,14.575,False
E3-cod-1010285-S2,E3,complete,,Cs2SiF6,9,520.0,216,cod-1010285,experimental,S2,-27.18441119,-3.020490132222222,175.64884185195902,1.3527125577777777,6,True,94.216,False,-27.18723528,-3.02080392,173.45510150325507,0.00031364777777772207,6,True,66.7,False,-27.18041943,-3.0200466033333333,173.45510150325507,0.0,1,False,19.96,False
E3-cod-1010285-S3,E3,complete,,Cs2SiF6,9,520.0,216,cod-1010285,experimental,S3,-46.33127935,-5.147919927777778,175.64884185195902,4.115229697777778,114,True,1230.988,True,-46.36161076,-5.151290084444444,184.78066622778854,0.003370144444444476,6,True,60.689,False,-46.37771266,-5.153079184444445,184.78066622778854,0.0,1,False,17.008,False
E3-cod-1010285-S4,E3,complete,,Cs2SiF6,9,520.0,125,cod-1010285,experimental,S4,-44.98863259,-4.998736954444444,317.2259420817142,0.943666686666667,9,True,142.281,False,-46.55212927,-5.172458807777778,185.84846111939595,0.17372185333333334,14,True,196.22,False,-46.37989925,-5.153322138888889,185.84846111939595,0.0,1,False,6.136,False
