cif_sha256,records,first_record_index,last_record_index,CLscore_A_min,CLscore_A_max,CLscore_B_min,CLscore_B_max,CLscore_jang_min,CLscore_jang_max,CLscore_A_range,CLscore_B_range,CLscore_jang_range
5a83036c96660c0161ba05df0d2ee59e68b593d33bf3f433a0827d9e8cc2a252,2,11075,159813,4e-06,4e-06,0.001624,0.001624,0.126074,0.126074,0.0,0.0,0.0
5b84c6dceb1f7a64529edbdbb078b717638ce435b99208857eca901510d93d45,2,29667,163567,0.0,0.0,0.000874,0.000883,0.018345,0.018345,0.0,9.000000000000002e-06,0.0
5b8702ecc0d2d39db69a678d1f21f2d92d5d97ecb1a6c85c312a27bee7418473,2,56116,244468,0.0,0.0,0.000512,0.000512,0.240544,0.240544,0.0,0.0,0.0
5d88dd66641c9d8740525ba87e36f0116d0a41f3b56662bb9f253c0d867ef5ac,2,15439,57868,0.0,0.0,0.000889,0.000902,0.060677,0.060677,0.0,1.299999999999999e-05,0.0
5dfb453abc061a0c37a5e7b4689109d904281e0e3d1d68c095f2f3123267d371,2,43678,87827,0.0,0.0,0.001486,0.001508,0.025473,0.025473,0.0,2.20000000000001e-05,0.0
5ea36da98b7dfcc81764786f02c7dba646dd7e7389f1908117d3eb9dd590fd8d,2,33824,118537,0.0,0.0,0.000652,0.000656,0.051265,0.051265,0.0,3.999999999999989e-06,0.0
5f88d31596956d08e71c1fb8c4acbaf920151535366947c3254c038693a6a48a,2,28278,227332,2e-06,2e-06,0.002081,0.002083,0.000778,0.000778,0.0,2.0000000000002655e-06,0.0
5ff58a8baec87d2e21e5c2e0a875118135091b137161b04331594c40fe00344a,2,91,100698,0.0,0.0,0.004389,0.004389,0.020223,0.020223,0.0,0.0,0.0
61887ef95f71ee27a8daafa984e892c79d65c3b55af4deaca7b3e4f3704cd321,2,18876,185125,1e-06,1e-06,0.002226,0.002236,0.011547,0.011547,0.0,1.0000000000000026e-05,0.0
6213bfdfdd35c6963a4f2ee193f91c344714e4d8da2c3ecd0b1fd04bb3c3eafd,2,27460,185586,0.0,0.0,0.000797,0.000797,0.00325,0.00325,0.0,0.0,0.0
6425e53c9c12af724213bf928fff5d455b576d3051e5cc8a65560a3e3a14085b,2,22419,184069,0.0,0.0,0.004213,0.004226,0.009307,0.009307,0.0,1.299999999999999e-05,0.0
6723aa29ff734c289f14b2027d092e573ca9f7203a571a6e039b067119ef1403,2,34385,118526,3e-06,3e-06,0.003001,0.003022,0.080124,0.080124,0.0,2.099999999999975e-05,0.0
6a34fb556b8b8216ec80bb3ceb2bc9d3043372153f4e9e05458e3ce5b5a0a4db,2,27144,235232,0.0,0.0,0.001574,0.001574,0.004656,0.004656,0.0,0.0,0.0
6b9a94ca2e1ce16cf28df892e9435ac6ed64edc9cd14cf6ba8502a17e0226df9,2,43144,201957,4e-06,4e-06,0.004216,0.004216,0.005724,0.005724,0.0,0.0,0.0
6cf4933d91895bd9f60f92c54e4eef6fe05376952b91e37f3f7643064ba1602a,2,39624,62755,1e-06,1e-06,0.002013,0.002013,0.002614,0.002614,0.0,0.0,0.0
6d5debeaac0882bf48584c57e2d2328171a49cef31a1d9f1d1cd5f0436840127,2,29947,154640,7e-06,7e-06,0.000387,0.000404,0.04792,0.04792,0.0,1.7000000000000034e-05,0.0
6df53616a03854564481dcb7008ad2b248282b80b47f3fcd189871cf57d37c44,2,29860,210447,0.0,0.0,0.001903,0.001925,0.328077,0.328077,0.0,2.20000000000001e-05,0.0
6f4663e2789cccb4260075aa98a7a712e5c7ee7f2ed9f504f75b6a67d8b6eb2f,2,36477,139147,0.0,0.0,0.004419,0.004432,0.00028,0.00028,0.0,1.299999999999999e-05,0.0
6fa9a327be5290ff49b05c8c08d65cd74c12261250787997ebac520598aded6f,2,32339,130990,0.0,0.0,0.001843,0.00185,0.017872,0.017872,0.0,7.000000000000062e-06,0.0
7045e19156d5d7f155d992fab1739c7f95883d600e01c7a1d28af29514bebf99,2,40612,210957,0.0,0.0,0.003104,0.003131,0.007779,0.007779,0.0,2.7000000000000114e-05,0.0
713570a67803f200e0df11bef471cf81d90ce74995adb4be99134fe90734cfa0,2,51625,190132,0.0,0.0,0.000716,0.000717,4e-05,4e-05,0.0,1.0000000000000243e-06,0.0
742322f277ee754249489d32d0b2ecb734b814bb4d420c61559f56a3d261f439,2,48530,234304,1e-06,1e-06,0.000828,0.000828,0.004598,0.004598,0.0,0.0,0.0
74a0cfc078b945b987cb30e4d591b554dc4227bc34bcfe6fa9420b9e9093ae67,2,32488,350768,1e-06,1e-06,0.003438,0.003459,0.154872,0.154872,0.0,2.099999999999975e-05,0.0
75b18f403594427eeedbe228bbd4f60f5eaf211ef59e5fd9767b47f902c9bb24,2,23634,216324,1e-06,1e-06,0.002871,0.002877,0.012088,0.012088,0.0,5.999999999999929e-06,0.0
7628b2330635ba269e10e418140fd5e9403c5f435ff32124d4e2d5a071e6ccf4,2,47013,117052,0.0,0.0,0.000288,0.0003,0.153606,0.153606,0.0,1.1999999999999966e-05,0.0
76a9073cc5f1a876f3e9f60f6849907068c48f1034dddfbd6688387efca030a5,2,24433,59920,0.0,0.0,0.002194,0.002194,0.329632,0.329632,0.0,0.0,0.0
772004737545731c913becc15e5d8544cae5e35af6ac24abae497bb4c007a1ec,2,12462,145286,0.0,0.0,0.00234,0.00235,0.04809,0.04809,0.0,1.0000000000000026e-05,0.0
787fa785b4a88833d5a2624200314c897cbc87748e1d602857dc6fd350689422,2,25992,116544,0.0,0.0,0.004269,0.004269,0.008823,0.008823,0.0,0.0,0.0
7a7f6eef93c20ba043bd601583b9521ded020180e0626aba4b961e9c857e3ae2,2,17239,234298,3e-06,4e-06,0.002703,0.002722,0.000273,0.000273,9.999999999999997e-07,1.899999999999992e-05,0.0
7b11b37d071f0726bb8d868531a1a3aebddb15c554573860c0b63dc66cd1c48a,2,22345,237281,0.0,0.0,0.002217,0.002254,0.006315,0.006315,0.0,3.700000000000014e-05,0.0
7bcc59cc8b2212136bd83872001f7adf4959cfc5cd9ff29a46fd8d14c1c301be,2,18874,160456,0.0,0.0,0.002408,0.00241,0.518952,0.518952,0.0,1.9999999999998318e-06,0.0
7d92df99b1167247708b8f145ac6dccf509db14cd92fd1298742aeedd455559b,2,3252,232103,1e-06,1e-06,0.004132,0.004166,0.036619,0.036619,0.0,3.4000000000000176e-05,0.0
7fda61f3177d2b67dab8b2435de4927986bd98eb6bb182f9856b22e35e12fa06,2,10482,187349,0.0,0.0,2.5e-05,2.7e-05,0.137574,0.137574,0.0,1.999999999999998e-06,0.0
81bbb3ea8916f97ce1fdf45b1600f6da6a7a2d9f0ae061553eca246915abce64,2,18277,245704,3e-06,3e-06,0.003899,0.003899,0.000683,0.000683,0.0,0.0,0.0
828508c3540bb6777993a56280f32de92ddc7c6561e2a5cdb52a6823096d0c1d,2,23285,173183,0.0,0.0,0.000711,0.000711,0.045748,0.045748,0.0,0.0,0.0
88369cc736b8e825181320209966cb2261b0b053a9fee7be5e65a52d9c6efda9,2,18582,180654,0.0,0.0,0.00175,0.00176,0.015439,0.015439,0.0,1.0000000000000026e-05,0.0
8bd205cfd44a45cffc6ec39981d06ddf01b7d789533306728b0241c8a3936102,2,42873,234552,0.0,0.0,0.003414,0.003432,0.172879,0.172879,0.0,1.800000000000022e-05,0.0
9053502e6ddac857bd9d573b36d99dfc44f27e8438124227ec665fcd60bb68ee,2,51418,209770,0.0,0.0,0.003028,0.003028,0.370241,0.370241,0.0,0.0,0.0
911c171be6d95bf4b21d97109d1aa4ece9328eced4df8063df22efbe3d3f3401,2,42632,58403,0.0,0.0,0.00045,0.00045,0.010159,0.010159,0.0,0.0,0.0
92aba71b6190108d3036b778b01f01547bc9b21c08dd698e195661e6ca7e94f5,2,23920,160452,0.0,0.0,0.0003,0.0003,0.108713,0.108713,0.0,0.0,0.0
934cdbec78981765eec8e2a1a932c6d60dbde9e66690c6259532f8b18da5aca0,2,41679,233700,2e-06,2e-06,0.000202,0.000202,0.131948,0.131948,0.0,0.0,0.0
9371d49683ae8cc63c6266f7215a65f282ad6f6b6566c3b97ad50be4f7543743,2,104149,347587,0.0,0.0,0.003256,0.003257,0.001571,0.001571,0.0,9.99999999999699e-07,0.0
95a10de42305df675ea8c9b570734d5967d31acf081da608ae789cb783e0966f,2,52516,191800,4e-06,4e-06,0.001588,0.001592,0.215022,0.215022,0.0,4.000000000000097e-06,0.0
9acf6b008ec584e243e40a5cf0adcd8c1cbf220b3b4d024d27a918d7dd358a9e,2,39208,74775,1e-06,2e-06,0.001611,0.001631,0.189508,0.189508,1e-06,2.0000000000000052e-05,0.0
9dac8abbe69482b15384ed2161f0708a12932b48342dadd36f72b20868c477d3,2,47345,134327,0.0,0.0,0.004174,0.004195,0.11703,0.11703,0.0,2.1000000000000185e-05,0.0
9e3e5dfcd8f91aeb33efb8b5ff92892cd9b906f2ce492269c4d8e015457711fd,2,33569,154829,0.0,0.0,0.001155,0.00116,0.000935,0.000935,0.0,5.000000000000013e-06,0.0
9ef6a4e247ba91ce20a0f68d71930fd12d341b3dc3f31e049ad08d86a3aa9d96,2,8137,173571,0.0,0.0,0.003371,0.003371,0.267434,0.267434,0.0,0.0,0.0
9ef9a86826f0233adf96918395c527e2769a5cf0e772a80aaa1d467c3b091b10,2,29123,164585,1e-06,1e-06,0.000201,0.000217,0.057063,0.057063,0.0,1.5999999999999982e-05,0.0
9f368e53ca401876f19bdb0f3390dd1b3e9cd9f829a31d55efee305903e9f622,2,18238,162306,4e-06,4e-06,0.00121,0.001212,0.003488,0.003488,0.0,2.0000000000000486e-06,0.0
9f420714a4cb8569f73a4ad879ba4bc5615a05a5e105e726409a9392835fa24a,2,13186,68958,1e-06,1e-06,0.00439,0.004405,0.287792,0.287792,0.0,1.5000000000000256e-05,0.0
9f51d5ec819a304c4229ebd648a6115749b7f9179190f01c20c02c675cf42ccb,2,12366,163028,5e-06,6e-06,0.00149,0.001512,0.005268,0.005268,9.999999999999997e-07,2.20000000000001e-05,0.0
