v00	static_soft	POSCAR.v00	-
v01	static_soft	POSCAR.v01	-
v02	static_soft	POSCAR.v02	-
v03	static_soft	POSCAR.v03	-
v04	static_soft	POSCAR.v04	-
v05	static_soft	POSCAR.v05	-
v06	static_soft	POSCAR.v06	-
v07	static_soft	POSCAR.v07	-
v08	static_soft	POSCAR.v08	-
v09	static_soft	POSCAR.v09	-
v10	static_soft	POSCAR.v10	-
v11	static_soft	POSCAR.v11	-
v12	static_soft	POSCAR.v12	-
v13	static_soft	POSCAR.v13	-
v14	static_soft	POSCAR.v14	-
v15	static_soft	POSCAR.v15	-
v16	static_soft	POSCAR.v16	-
